stat_id,player_id,ninety_s,gls,sh,sot,sot_percent,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk,pk,pkatt,xg,npxg,npxg_per_sh,g_minus_xg,npg_minus_xg
,,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.6,0,2,1,50.0,3.46,1.73,0.0,0.0,19.5,0,0,0,0.0,0.0,0.02,0.0,0.0
,,2.5,0,4,1,25.0,1.6,0.4,0.0,0.0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
,,1.9,0,1,0,0.0,0.52,0.0,0.0,0.0,18.6,0,0,0,0.0,0.0,0.04,0.0,0.0
,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.9,0,7,1,14.3,1.81,0.26,0.0,0.0,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2.0,0,2,0,0.0,0.98,0.0,0.0,0.0,25.4,2,0,0,0.2,0.2,0.08,-0.2,-0.2
,,2.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,4.0,0,1,0,0.0,0.25,0.0,0.0,0.0,10.5,0,0,0,0.0,0.0,0.05,0.0,0.0
,,3.3,0,1,1,100.0,0.31,0.31,0.0,0.0,6.9,0,0,0,0.0,0.0,0.03,0.0,0.0
,,1.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1.7,0,2,0,0.0,1.18,0.0,0.0,0.0,11.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
,,2.0,0,3,1,33.3,1.51,0.5,0.0,0.0,23.1,0,0,0,0.3,0.3,0.1,-0.3,-0.3
,,1.0,0,4,2,50.0,3.87,1.94,0.0,0.0,19.3,0,0,0,0.8,0.8,0.19,-0.8,-0.8
,,4.0,1,3,1,33.3,0.75,0.25,0.33,1.0,12.9,0,0,0,0.2,0.2,0.07,0.8,0.8
,,3.0,2,3,2,66.7,1.0,0.67,0.33,0.5,14.5,0,1,1,1.8,1.0,0.32,0.2,0.0
,,1.0,0,1,0,0.0,1.0,0.0,0.0,0.0,16.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
