stat_id,player_id,ninety_s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_percent,tkld,tkld_percent,carries,tot_dist,prg_dist,prgc,one_third,cpa,mis,dis,rec,prgr
,,0.2,3,2,3,0,0,0,3,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0
,,0.9,76,3,25,50,2,1,76,0,0,0.0,0,0.0,46,240.0,153.0,2,1,0,0,1,59,2
,,4.0,177,157,177,0,0,0,177,0,0,0.0,0,0.0,113,605.0,302.0,0,0,0,0,0,95,0
,,0.7,18,0,1,10,7,2,18,0,0,0.0,0,0.0,13,46.0,9.0,1,0,0,1,0,16,6
,,1.6,91,18,55,34,2,0,91,0,0,0.0,0,0.0,48,236.0,129.0,0,1,0,2,0,56,0
,,1.2,109,4,38,57,15,1,109,2,0,0.0,2,100.0,54,208.0,77.0,1,2,1,1,0,81,3
,,2.6,127,12,46,42,40,1,127,5,2,40.0,3,60.0,58,315.0,158.0,5,5,0,3,0,70,11
,,0.4,19,0,3,7,9,1,19,0,0,0.0,0,0.0,10,69.0,27.0,1,2,0,1,1,15,4
,,0.9,32,0,2,12,18,1,32,2,0,0.0,2,100.0,28,116.0,24.0,0,1,0,1,4,33,9
,,3.4,144,13,46,82,17,2,144,1,0,0.0,1,100.0,54,270.0,159.0,3,3,0,2,2,83,2
,,1.5,53,2,6,29,18,0,53,1,0,0.0,1,100.0,31,130.0,55.0,1,0,0,3,1,37,5
,,0.2,15,3,7,6,2,1,15,3,3,100.0,0,0.0,6,50.0,26.0,2,0,1,0,0,5,1
,,3.9,93,3,4,45,47,17,93,9,4,44.4,3,33.3,56,308.0,145.0,5,3,3,11,9,74,20
,,0.2,7,0,1,4,2,0,7,0,0,0.0,0,0.0,3,7.0,0.0,0,0,0,1,1,6,0
,,2.0,133,21,67,63,4,3,133,0,0,0.0,0,0.0,65,258.0,94.0,0,0,0,0,0,89,0
,,1.8,80,4,24,42,16,2,80,1,1,100.0,0,0.0,46,177.0,76.0,1,0,0,1,1,47,2
,,1.0,46,1,16,24,6,1,46,0,0,0.0,0,0.0,31,131.0,73.0,3,2,0,0,1,35,3
,,1.2,59,1,12,27,22,3,59,2,1,50.0,1,50.0,31,229.0,113.0,2,5,2,1,2,42,1
,,1.5,105,2,12,54,39,3,105,2,0,0.0,2,100.0,35,110.0,43.0,0,0,0,2,2,72,9
,,2.0,80,2,9,38,33,6,80,4,1,25.0,2,50.0,45,246.0,119.0,4,3,1,2,3,60,11
,,0.6,18,1,2,10,6,2,18,0,0,0.0,0,0.0,9,31.0,10.0,0,0,0,2,2,14,2
,,1.1,74,8,35,37,2,0,74,0,0,0.0,0,0.0,37,160.0,106.0,0,1,0,1,0,50,0
,,3.7,126,2,7,67,55,18,126,11,5,45.5,6,54.5,77,384.0,210.0,5,2,1,10,3,97,15
,,3.3,177,1,16,57,108,26,177,18,7,38.9,7,38.9,120,871.0,547.0,22,14,13,5,6,126,30
,,4.0,252,17,86,110,57,3,252,4,1,25.0,2,50.0,118,774.0,376.0,9,5,1,3,1,129,11
,,0.8,23,1,1,5,17,6,23,1,1,100.0,0,0.0,13,87.0,46.0,2,1,1,0,0,16,6
,,4.0,228,14,57,96,75,7,228,4,3,75.0,1,25.0,137,400.0,152.0,3,2,3,4,2,161,21
,,3.4,122,6,28,47,48,4,122,8,3,37.5,4,50.0,54,323.0,139.0,4,2,2,2,0,72,17
