stat_id,player_id,ninety_s,crd_y,crd_r,two_crd_y,fls,fld,off,crs,interceptions,tklw,pkwon,pkcon,og,recov,won,lost,won_percent
,,3.5,0,0,0,1,5,0,25,1,3,0,0,0,9,0,2,0.0
,,1.0,0,0,0,1,1,0,4,1,2,0,0,0,5,0,1,0.0
,,2.9,0,0,0,3,4,1,6,1,0,1,0,0,5,1,2,33.3
,,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
,,3.7,1,0,0,7,3,0,0,3,7,0,0,0,14,1,3,25.0
,,1.4,0,0,0,2,1,1,1,2,1,0,0,0,6,3,9,25.0
,,3.8,2,0,0,5,5,0,0,3,5,0,0,0,28,1,1,50.0
,,3.3,1,0,0,3,2,0,0,1,5,0,0,0,15,5,1,83.3
,,4.0,1,0,0,6,11,0,4,1,2,0,0,0,12,3,1,75.0
,,1.0,0,0,0,1,1,2,5,0,2,0,0,0,2,2,0,100.0
,,2.5,0,0,0,5,3,0,5,3,5,0,0,0,13,0,3,0.0
,,3.4,1,0,0,6,8,2,0,0,4,0,0,0,7,6,6,50.0
,,1.8,1,0,0,3,0,0,0,1,2,0,0,0,16,3,2,60.0
,,0.8,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,100.0
,,1.4,0,0,0,0,2,0,8,1,2,0,0,0,8,1,1,50.0
,,1.1,1,0,0,5,3,2,0,0,0,0,0,0,3,1,3,25.0
,,4.0,0,0,0,2,3,0,3,3,4,0,0,0,14,8,7,53.3
,,3.5,0,0,0,13,6,3,12,0,0,0,0,0,3,2,2,50.0
,,1.6,0,0,0,0,0,0,10,1,1,0,0,0,6,4,0,100.0
,,1.0,0,0,0,0,1,0,1,1,0,0,0,0,4,3,1,75.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,100.0
,,0.2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0.0
,,2.9,1,0,0,5,9,0,7,0,3,0,0,0,11,5,6,45.5
,,3.0,1,0,0,5,3,0,1,3,3,0,0,0,17,2,2,50.0
,,1.9,1,0,0,7,2,0,0,1,4,0,0,0,8,4,0,100.0
,,3.3,0,0,0,1,3,0,8,1,2,0,0,0,14,0,0,0.0
,,4.0,1,0,0,3,6,0,3,3,2,0,0,0,7,5,5,50.0
,,2.3,3,0,0,5,5,0,2,3,0,0,0,0,4,3,0,100.0
,,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100.0
,,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
,,4.0,1,0,0,5,0,0,0,10,3,0,0,0,8,15,4,78.9
,,3.8,2,0,0,4,1,0,21,0,3,0,0,0,18,6,2,75.0
,,4.0,0,0,0,4,5,1,40,2,7,0,0,0,17,4,2,66.7
,,2.5,0,0,0,8,8,4,0,0,1,0,0,0,6,1,1,50.0
,,1.9,0,0,0,4,1,0,0,1,3,0,0,0,8,8,8,50.0
,,2.4,0,0,0,0,2,0,5,3,0,0,0,0,10,2,1,66.7
,,4.0,0,0,0,5,1,1,3,3,4,0,0,0,13,17,7,70.8
,,1.5,0,0,0,2,2,0,4,2,2,0,0,0,8,1,1,50.0
,,3.7,1,0,0,3,2,1,7,3,2,0,0,0,15,0,4,0.0
,,2.5,0,0,0,2,4,0,4,0,5,1,0,0,8,1,1,50.0
,,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
,,0.2,0,0,0,0,1,0,1,1,1,0,0,0,2,1,0,100.0
,,4.0,0,0,0,1,1,0,0,0,0,0,1,0,7,0,0,0.0
,,2.9,0,0,0,1,5,0,4,3,1,0,0,0,8,3,8,27.3
,,3.2,1,0,0,4,10,0,2,0,2,0,0,0,7,1,7,12.5
,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,100.0
,,2.7,1,0,0,5,5,1,0,4,3,0,0,0,20,21,6,77.8
,,2.4,0,0,0,3,4,0,22,2,5,0,0,0,13,3,2,60.0
,,3.3,1,0,0,2,1,2,1,0,1,0,0,0,12,3,1,75.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0.0
,,0.6,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0.0
,,4.0,2,0,0,7,3,0,8,2,2,0,0,0,11,1,4,20.0
,,2.0,1,0,0,3,1,0,2,3,2,0,0,0,8,3,4,42.9
,,2.4,0,0,0,4,1,0,9,2,6,0,0,0,11,2,0,100.0
,,1.4,0,0,0,4,2,1,0,0,0,0,0,0,3,3,7,30.0
,,1.5,1,0,0,1,2,0,5,0,0,0,0,0,5,6,3,66.7
,,1.4,0,0,0,4,1,0,2,1,4,0,0,0,6,0,1,0.0
,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
,,0.4,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0.0
,,4.0,0,0,0,1,1,0,0,3,4,0,0,0,11,9,5,64.3
,,1.1,0,0,0,1,1,0,0,1,1,0,0,0,6,1,2,33.3
,,1.8,0,0,0,1,7,0,6,0,1,0,0,0,6,1,1,50.0
,,0.4,0,0,0,0,1,1,6,0,1,0,0,0,1,0,1,0.0
,,0.1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0.0
,,1.7,2,1,1,6,4,0,3,0,1,0,0,0,6,2,2,50.0
,,1.6,0,0,0,4,1,0,7,0,1,0,0,0,3,2,5,28.6
,,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
,,1.6,0,0,0,4,3,1,3,1,1,0,0,0,6,4,1,80.0
,,2.1,0,0,0,3,1,0,7,0,0,0,0,0,2,1,4,20.0
,,4.0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,100.0
,,2.2,0,0,0,4,1,0,3,2,2,0,0,0,4,2,2,50.0
,,2.6,1,0,0,6,8,0,8,2,2,0,0,0,4,0,3,0.0
,,3.1,0,0,0,10,4,3,12,1,2,0,0,0,8,3,3,50.0
,,0.2,0,0,0,1,2,0,0,1,2,0,0,0,2,0,1,0.0
,,0.8,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0.0
,,0.4,0,0,0,1,3,0,5,0,1,0,0,0,0,1,1,50.0
,,0.7,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,100.0
,,1.3,0,0,0,4,4,0,0,0,2,0,0,0,3,1,3,25.0
,,3.2,1,0,0,3,0,0,1,2,1,0,0,0,13,6,3,66.7
,,1.5,1,0,0,0,0,0,2,1,1,0,0,0,8,2,2,50.0
,,3.0,1,0,0,3,2,0,3,1,1,0,0,0,2,6,11,35.3
,,3.0,1,0,0,2,1,0,0,3,7,0,0,0,18,4,2,66.7
,,0.6,0,0,0,2,0,0,0,0,0,0,0,0,2,6,9,40.0
,,2.4,1,0,0,9,4,0,3,3,2,1,2,0,9,4,7,36.4
,,1.7,0,0,0,3,2,1,5,2,3,0,0,0,10,1,2,33.3
,,0.8,1,0,0,1,0,1,3,0,0,0,0,0,3,2,0,100.0
,,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
,,0.6,1,0,0,1,1,0,1,0,0,0,0,0,1,0,4,0.0
,,3.2,1,0,0,6,3,1,11,0,0,0,0,0,10,2,2,50.0
,,1.9,0,0,0,3,0,0,2,0,1,0,0,0,11,0,3,0.0
,,2.0,0,0,0,3,2,0,0,1,1,0,0,0,6,3,1,75.0
,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
,,2.5,0,0,0,1,1,0,1,4,6,0,0,0,18,2,0,100.0
,,3.5,1,0,0,3,5,0,1,6,3,0,0,0,18,5,4,55.6
,,2.0,1,0,0,4,4,2,1,1,0,0,0,0,6,6,9,40.0
,,3.5,1,0,0,5,9,1,18,1,6,0,0,0,7,2,1,66.7
,,3.6,0,0,0,4,5,2,2,1,0,0,0,0,7,6,18,25.0
,,0.9,0,0,0,1,2,0,3,0,0,0,0,0,2,1,3,25.0
,,1.1,0,0,0,2,1,0,0,1,2,0,0,0,4,3,6,33.3
,,2.8,1,0,0,7,1,0,6,1,3,0,0,0,13,1,6,14.3
,,2.7,0,0,0,1,2,0,1,0,1,0,0,0,1,7,9,43.8
,,1.5,1,0,0,5,3,0,1,1,1,0,0,0,4,0,1,0.0
,,2.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
,,1.0,1,0,0,3,2,0,0,0,3,0,0,0,2,1,0,100.0
,,1.7,0,0,0,0,3,1,0,1,0,0,0,0,3,6,6,50.0
,,3.6,0,0,0,1,4,1,29,0,0,0,0,0,8,0,1,0.0
,,1.0,2,1,1,4,0,0,0,2,1,0,0,0,7,5,0,100.0
,,4.0,1,0,0,9,8,1,14,1,9,0,0,0,20,7,2,77.8
,,1.9,1,0,0,4,2,0,2,2,2,0,0,0,6,0,1,0.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,100.0
,,3.6,0,0,0,3,1,0,27,0,4,0,0,0,12,0,1,0.0
