stat_id,player_id,mp,min,ninety_s,starts,gls,gls_per_90,ast,ast_per_90,g_a,g_a_per_90,g_pk,g_pk_per_90,pk,pkatt,crd_y,crd_r,xg,xg_per_90,npxg,npxg_per_90,xag,xag_per_90,npxg_xag,npxg_xag_per_90
,,3,201,2.2,2,2,0.9,0,0.0,2,0.9,2,0.9,0,0,0,0,1.2,0.53,1.2,0.53,0.5,0.24,1.7,0.77
,,4,325,3.6,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.6,0.16,0.6,0.16,1.0,0.27,1.5,0.43
,,4,360,4.0,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.04,0.2,0.04,0.5,0.12,0.6,0.15
,,4,360,4.0,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.02,0.1,0.02,0.2,0.06,0.3,0.08
,,3,224,2.5,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,0.9,0.34,0.9,0.34,0.1,0.02,0.9,0.37
,,3,244,2.7,3,0,0.0,1,0.37,1,0.37,0,0.0,0,0,0,0,0.2,0.07,0.2,0.07,0.4,0.17,0.6,0.23
,,3,59,0.7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.07
,,4,340,3.8,4,1,0.26,0,0.0,1,0.26,1,0.26,0,0,0,0,2.2,0.58,2.2,0.58,0.1,0.02,2.3,0.6
,,3,260,2.9,3,0,0.0,1,0.35,1,0.35,0,0.0,0,0,3,0,0.0,0.0,0.0,0.0,0.4,0.15,0.4,0.15
,,3,79,0.9,0,1,1.14,0,0.0,1,1.14,1,1.14,0,0,1,0,0.6,0.73,0.6,0.73,0.0,0.04,0.7,0.77
,,4,333,3.7,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.02,0.1,0.02,0.2,0.05,0.2,0.07
,,4,203,2.3,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.15,0.3,0.15,1.4,0.6,1.7,0.75
,,4,354,3.9,4,0,0.0,1,0.25,1,0.25,0,0.0,0,0,1,0,0.3,0.08,0.3,0.08,0.3,0.08,0.6,0.16
,,4,360,4.0,4,0,0.0,1,0.25,1,0.25,0,0.0,0,0,2,0,0.1,0.02,0.1,0.02,0.7,0.18,0.8,0.21
,,3,23,0.3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08
,,4,106,1.2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.28,0.3,0.28,0.0,0.0,0.3,0.28
,,3,24,0.3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.06,0.0,0.06,0.1,0.32,0.1,0.38
,,3,132,1.5,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.18,0.3,0.18,0.0,0.02,0.3,0.2
,,3,245,2.7,3,0,0.0,1,0.37,1,0.37,0,0.0,0,0,0,0,0.2,0.08,0.2,0.08,0.3,0.09,0.5,0.18
,,3,183,2.0,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.1,0.06,0.1,0.06
,,1,69,0.8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,2,108,1.2,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,4,207,2.3,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.13,0.3,0.13,0.1,0.04,0.4,0.18
,,2,163,1.8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.02,0.0,0.02,0.0,0.02,0.1,0.04
,,4,210,2.3,2,1,0.43,0,0.0,1,0.43,1,0.43,0,0,0,0,0.7,0.29,0.7,0.29,0.1,0.04,0.8,0.33
,,2,105,1.2,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04
,,4,204,2.3,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.03,0.1,0.03,0.1,0.04,0.2,0.07
,,4,360,4.0,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,24,0.3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,3,237,2.6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.07,0.2,0.07,0.1,0.04,0.3,0.11
,,1,23,0.3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06
,,3,192,2.1,2,1,0.47,0,0.0,1,0.47,1,0.47,0,0,1,0,0.1,0.05,0.1,0.05,0.0,0.0,0.1,0.05
,,4,146,1.6,1,0,0.0,1,0.62,1,0.62,0,0.0,0,0,0,0,0.5,0.28,0.5,0.28,0.5,0.29,0.9,0.57
,,4,353,3.9,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.01,0.1,0.01,0.0,0.0,0.1,0.01
,,3,182,2.0,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.03,0.1,0.03
