Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
315,Willian Pacho,ec ECU,DF,Paris S-G,22-350,2001,5.3,8,5,7,1,0,4,6,66.7,2,9,4,5,11,19,19,0,Matches
316,Nicolas Pallois,fr FRA,DF,Nantes,37-011,1987,3.0,11,3,9,2,0,8,9,88.9,1,2,1,1,4,15,20,0,Matches
317,Kévin Pedro,fr FRA,DF,Saint-Étienne,18-222,2006,0.1,3,0,2,1,0,3,3,100.0,0,1,0,1,2,5,1,0,Matches
318,Théo Pellenard,fr FRA,DF,Auxerre,30-210,1994,0.5,3,2,2,1,0,1,3,33.3,2,1,0,1,0,3,3,0,Matches
319,Faris Pemi Moumbagna,cm CMR,FW,Marseille,24-091,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
320,Mathias Pereira Lage,pt POR,"MF,FW",Brest,27-305,1996,2.5,3,2,1,2,0,0,1,0.0,1,4,0,4,3,6,4,0,Matches
321,Lucas Perri,br BRA,GK,Lyon,26-295,1997,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,Matches
322,Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,28-115,1996,3.7,10,2,8,0,2,6,11,54.5,5,0,0,0,2,12,1,0,Matches
323,Léo Pétrot,fr FRA,DF,Saint-Étienne,27-168,1997,1.7,1,1,1,0,0,1,1,100.0,0,5,2,3,2,3,9,0,Matches
324,Đorđe Petrović,rs SRB,GK,Strasbourg,24-358,1999,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
325,Adrien Rabiot,fr FRA,MF,Marseille,29-180,1995,0.3,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
326,Gonçalo Ramos,pt POR,FW,Paris S-G,23-102,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
327,Lilian Raolisoa,fr FRA,DF,Angers,24-106,2000,0.9,3,2,1,1,1,1,3,33.3,2,1,1,0,1,4,1,0,Matches
328,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,27-258,1997,4.3,3,2,1,2,0,2,10,20.0,8,2,1,1,1,4,9,0,Matches
329,Guillaume Restes,fr FRA,GK,Toulouse,19-203,2005,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
330,Alexsandro Ribeiro,br BRA,DF,Lille,25-052,1999,5.0,7,6,2,4,1,6,8,75.0,2,1,0,1,5,12,18,0,Matches
331,Valentin Rongier,fr FRA,"DF,MF",Marseille,29-298,1994,1.8,6,3,4,2,0,1,4,25.0,3,4,1,3,2,8,7,0,Matches
332,Pablo Rosario,nl NED,"MF,DF",Nice,27-267,1997,4.9,3,2,0,3,0,2,4,50.0,2,6,4,2,6,9,11,1,Matches
333,Jon Rowe,eng ENG,FW,Marseille,21-153,2003,1.2,4,4,0,2,2,2,3,66.7,1,0,0,0,0,4,0,0,Matches
334,Fabián Ruiz Peña,es ESP,MF,Paris S-G,28-180,1996,2.5,10,6,7,3,0,5,10,50.0,5,4,0,4,2,12,1,0,Matches
335,Gerónimo Rulli,ar ARG,GK,Marseille,32-133,1992,6.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,6,1,Matches
336,Emmanuel Sabbi,us USA,"MF,FW",Le Havre,26-281,1997,1.4,3,2,2,1,0,0,1,0.0,1,2,0,2,1,4,0,0,Matches
337,Falaye Sacko,ml MLI,DF,Montpellier,29-152,1995,5.5,10,5,8,1,1,6,13,46.2,7,6,1,5,8,18,6,0,Matches
338,Matvei Safonov,ru RUS,GK,Paris S-G,25-218,1999,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
339,Modibo Sagnan,ml MLI,DF,Montpellier,25-169,1999,6.0,15,6,6,7,2,8,12,66.7,4,7,4,3,11,26,24,1,Matches
340,Osame Sahraoui,no NOR,"MF,FW",Lille,23-111,2001,3.9,3,2,1,1,1,1,4,25.0,3,5,0,5,2,5,3,1,Matches
341,Wesley Saïd,fr FRA,"FW,MF",Lens,29-164,1995,3.1,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,1,0,Matches
342,Ibrahim Salah,ma MAR,FW,Brest,23-031,2001,1.0,1,0,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,Matches
343,Amine Salama,fr FRA,"FW,MF",Reims,24-074,2000,0.9,1,1,0,1,0,0,2,0.0,2,1,1,0,0,1,0,0,Matches
344,Mohammed Salisu,gh GHA,DF,Monaco,25-166,1999,4.0,14,7,9,5,0,7,7,100.0,0,5,4,1,2,16,14,1,Matches
345,Yoann Salmier,gf GUF,DF,Le Havre,31-314,1992,2.9,2,1,2,0,0,1,1,100.0,0,2,1,1,3,5,25,0,Matches
346,Mama Samba Baldé,gw GNB,FW,Lyon,28-329,1995,0.4,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0,Matches
347,Mama Samba Baldé,gw GNB,FW,Brest,28-329,1995,1.3,1,1,0,0,1,0,0,,0,2,0,2,0,1,0,0,Matches
348,Brice Samba,fr FRA,GK,Lens,30-158,1994,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
349,Arouna Sangante,sn SEN,DF,Le Havre,22-171,2002,4.8,8,6,3,5,0,4,7,57.1,3,5,3,2,12,20,19,1,Matches
350,Nhoa Sangui,fr FRA,DF,Reims,18-216,2006,3.8,2,2,0,2,0,1,3,33.3,2,3,1,2,2,4,6,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
351,Baptiste Santamaria,fr FRA,MF,Rennes,29-205,1995,3.0,6,2,4,1,1,3,5,60.0,2,4,1,3,4,10,6,0,Matches
352,Andrey Santos,br BRA,MF,Strasbourg,20-150,2004,4.8,21,13,12,7,2,10,20,50.0,10,8,1,7,2,23,6,0,Matches
353,Tiago Santos,pt POR,DF,Lille,22-069,2002,4.0,10,6,3,4,3,6,9,66.7,3,2,0,2,2,12,0,0,Matches
354,Mamadou Sarr,fr FRA,DF,Strasbourg,19-032,2005,1.8,4,2,1,3,0,3,5,60.0,2,3,2,1,3,7,4,0,Matches
355,Martin Satriano,uy URU,"FW,DF",Lens,23-223,2001,0.5,3,1,1,1,1,3,3,100.0,0,0,0,0,0,3,2,0,Matches
356,Téji Savanier,fr FRA,MF,Montpellier,32-283,1991,5.9,7,7,3,2,2,6,15,40.0,9,2,0,2,2,9,5,0,Matches
357,Niklas Schmidt,de GER,MF,Toulouse,26-213,1998,1.6,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,2,0,Matches
358,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,21-169,2003,0.2,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0,Matches
359,Alidu Seidu,gh GHA,DF,Rennes,24-118,2000,4.9,10,7,6,3,1,7,8,87.5,1,10,5,5,6,16,10,0,Matches
360,Marvin Senaya,tg TOG,DF,Strasbourg,23-246,2001,1.2,3,2,2,1,0,2,4,50.0,2,5,2,3,6,9,7,0,Matches
361,Djibril Sidibé,fr FRA,DF,Toulouse,32-063,1992,3.3,10,7,5,4,1,3,4,75.0,1,2,1,1,5,15,6,0,Matches
362,Vincent Sierro,ch SUI,MF,Toulouse,28-358,1995,5.2,12,6,3,8,1,6,11,54.5,5,6,0,6,5,17,10,0,Matches
363,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,27-061,1997,3.1,6,4,2,4,0,3,4,75.0,1,5,0,5,2,8,6,0,Matches
364,Abdallah Sima,sn SEN,"FW,MF",Brest,23-105,2001,2.6,2,2,0,2,0,2,2,100.0,0,1,0,1,1,3,3,0,Matches
365,Moses Simon,ng NGA,FW,Nantes,29-080,1995,5.6,4,4,2,2,0,4,7,57.1,3,2,0,2,2,6,2,0,Matches
366,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,24-297,1999,5.7,8,5,4,1,3,3,6,50.0,3,4,0,4,4,12,14,0,Matches
367,Wilfried Singo,ci CIV,DF,Monaco,23-280,2000,3.1,6,4,3,3,0,2,3,66.7,1,0,0,0,9,15,10,0,Matches
368,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,28-308,1995,4.3,6,5,1,3,2,1,3,33.3,2,4,0,4,1,7,6,0,Matches
369,Leo Skiri Østigård,no NOR,DF,Rennes,24-307,1999,3.7,14,12,11,3,0,11,15,73.3,4,4,4,0,3,17,20,0,Matches
370,Milan Škriniar,sk SVK,DF,Paris S-G,29-232,1995,1.2,3,2,2,1,0,1,1,100.0,0,3,2,1,1,4,2,0,Matches
371,Naatan Skyttä,fi FIN,FW,Toulouse,22-146,2002,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
372,Florian Sotoca,fr FRA,FW,Lens,33-341,1990,4.4,5,3,0,1,4,3,4,75.0,1,5,1,4,1,6,11,0,Matches
373,Issa Soumaré,sn SEN,"FW,MF",Le Havre,23-356,2000,2.8,1,0,0,1,0,1,5,20.0,4,2,1,1,2,3,2,0,Matches
374,Saidou Sow,gn GUI,DF,Strasbourg,22-088,2002,5.8,7,4,4,3,0,4,7,57.1,3,7,3,4,13,20,21,0,Matches
375,Lucas Stassin,be BEL,FW,Saint-Étienne,19-307,2004,1.5,2,1,0,1,1,2,3,66.7,1,2,0,2,0,2,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
376,Enzo Sternal,fr FRA,FW,Marseille,17-125,2007,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
377,Gabriel Suazo,cl CHI,"DF,MF",Toulouse,27-052,1997,3.0,8,4,4,2,2,5,9,55.6,4,3,0,3,3,11,2,0,Matches
378,Abakar Sylla,ci CIV,DF,Strasbourg,21-280,2002,3.9,12,7,8,2,2,6,7,85.7,1,8,6,2,4,16,17,0,Matches
379,Issiaga Sylla,gn GUI,"FW,DF",Montpellier,30-273,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
380,Musa Al-Taamari,jo JOR,FW,Montpellier,27-112,1997,1.9,3,1,1,0,2,1,1,100.0,0,0,0,0,1,4,0,0,Matches
381,Nicolás Tagliafico,ar ARG,DF,Lyon,32-030,1992,1.0,2,1,0,1,1,1,2,50.0,1,1,1,0,1,3,0,0,Matches
382,Florian Tardieu,fr FRA,MF,Saint-Étienne,32-161,1992,1.8,1,1,1,0,0,0,2,0.0,2,3,1,2,3,4,2,0,Matches
383,Oussama Targhalline,ma MAR,MF,Le Havre,22-133,2002,2.9,4,3,2,0,2,0,2,0.0,2,5,2,3,6,10,2,0,Matches
384,Enzo Tchato,cm CMR,DF,Montpellier,21-312,2002,4.9,8,5,4,3,1,5,12,41.7,7,6,2,4,4,12,16,0,Matches
385,Tanner Tessmann,us USA,MF,Lyon,23-006,2001,0.8,3,2,2,1,0,0,0,,0,0,0,0,3,6,3,0,Matches
386,Teddy Teuma,mt MLT,MF,Reims,31-000,1993,1.2,3,2,1,2,0,2,6,33.3,4,3,1,2,1,4,2,0,Matches
387,Jordan Teze,nl NED,DF,Monaco,25-000,1999,1.8,7,3,4,2,1,1,2,50.0,1,5,1,4,1,8,1,0,Matches
388,Sorba Thomas,wls WAL,FW,Nantes,25-039,1999,4.1,5,3,2,3,0,2,4,50.0,2,6,0,6,2,7,5,0,Matches
389,Adrien Thomasson,fr FRA,MF,Lens,30-295,1993,5.2,17,9,10,3,4,11,20,55.0,9,10,0,10,7,24,10,0,Matches
390,Corentin Tolisso,fr FRA,MF,Lyon,30-058,1994,3.0,3,2,0,1,2,2,5,40.0,3,10,1,9,0,3,3,0,Matches
391,Abdoulaye Touré,gn GUI,MF,Le Havre,30-211,1994,5.3,11,6,7,4,0,6,8,75.0,2,5,4,1,6,17,9,0,Matches
392,Birama Touré,ml MLI,MF,Montpellier,32-116,1992,0.5,1,1,0,1,0,1,2,50.0,1,1,1,0,1,2,1,0,Matches
393,Adrien Truffert,fr FRA,"DF,MF",Rennes,22-315,2001,4.5,10,3,5,3,2,6,10,60.0,4,4,0,4,2,12,9,0,Matches
394,Vanderson,br BRA,DF,Monaco,23-101,2001,4.0,16,12,9,5,2,9,12,75.0,3,5,3,2,8,24,10,1,Matches
395,Jordan Veretout,fr FRA,MF,Lyon,31-213,1993,1.6,1,0,0,0,1,0,0,,0,1,0,1,0,1,1,0,Matches
396,Ben Viadere,fr FRA,MF,Auxerre,19-028,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
397,Vitinha,pt POR,MF,Paris S-G,24-230,2000,3.8,6,2,2,4,0,3,5,60.0,2,3,1,2,1,7,3,1,Matches
398,Ibrahima Wadji,sn SEN,FW,Saint-Étienne,29-148,1995,0.5,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
399,Elye Wahi,fr FRA,FW,Marseille,21-272,2003,3.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,Matches
400,Caleb Wiley,us USA,"DF,MF",Strasbourg,19-283,2004,2.4,0,0,0,0,0,0,0,,0,3,1,2,1,1,3,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
401,Christopher Wooh,cm CMR,DF,Rennes,23-012,2001,6.0,15,7,7,7,1,4,5,80.0,1,10,6,4,6,21,25,0,Matches
402,Etienne Youte Kinkoue,fr FRA,DF,Le Havre,22-260,2002,3.0,2,1,1,1,0,2,3,66.7,1,2,2,0,3,5,10,0,Matches
403,Yoram Zague,fr FRA,DF,Paris S-G,18-138,2006,0.8,3,2,1,1,1,2,2,100.0,0,1,0,1,0,3,1,0,Matches
404,Wilfried Zaha,ci CIV,FW,Lyon,31-325,1992,0.6,1,1,1,0,0,1,2,50.0,1,2,0,2,0,1,0,0,Matches
405,Warren Zaïre-Emery,fr FRA,"MF,DF",Paris S-G,18-206,2006,4.9,10,3,2,5,3,5,8,62.5,3,4,0,4,1,11,8,0,Matches
406,Miha Zajc,si SVN,MF,Toulouse,30-091,1994,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
407,Denis Zakaria,ch SUI,MF,Monaco,27-315,1996,5.3,9,6,4,4,1,4,6,66.7,2,4,2,2,7,16,14,0,Matches
408,Anass Zaroury,ma MAR,"MF,FW",Lens,23-328,2000,2.2,1,1,0,0,1,0,3,0.0,3,1,0,1,0,1,0,0,Matches
409,Nathan Zeze,fr FRA,DF,Nantes,19-104,2005,4.0,6,4,0,6,0,4,4,100.0,0,6,2,4,10,16,30,0,Matches
410,Edon Zhegrova,xk KVX,"MF,FW",Lille,25-183,1999,3.9,2,1,1,0,1,1,2,50.0,1,2,0,2,2,4,0,0,Matches
411,Luc Zogbé,ci CIV,DF,Brest,19-190,2005,1.3,7,5,4,2,1,3,5,60.0,2,2,0,2,2,9,4,0,Matches
412,Aristide Zossou,ci CIV,MF,Auxerre,19-108,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
413,Yanis Zouaoui,dz ALG,DF,Le Havre,30-082,1994,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
