stat_id,player_id,ninety_s,att,live,dead,fk,tb,sw,crs,ti,ck,inn,outt,str,cmp,off,blocks
,,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
,,2.6,41,35,6,0,0,0,0,1,0,0,0,0,29,0,1
,,1.0,59,54,5,4,0,0,0,0,0,0,0,0,57,0,0
,,3.7,215,201,13,11,0,4,0,0,0,0,0,0,186,1,3
,,2.0,76,51,24,13,0,0,0,0,0,0,0,0,44,1,0
,,3.0,75,65,7,0,1,1,6,0,5,3,0,0,58,3,3
,,1.9,90,88,2,2,0,2,0,0,0,0,0,0,72,0,1
,,3.5,191,180,10,9,0,3,4,0,1,0,1,0,167,1,1
,,3.7,218,209,9,6,1,4,2,2,1,0,0,0,188,0,6
,,4.0,211,169,39,10,0,1,16,27,2,2,0,0,160,3,9
,,0.6,15,15,0,0,0,0,3,0,0,0,0,0,7,0,0
,,1.5,50,49,1,1,0,1,1,0,0,0,0,0,40,0,1
,,1.2,36,34,2,0,0,0,0,0,0,0,0,0,32,0,1
,,2.8,64,57,6,1,1,0,4,0,0,0,0,0,49,1,0
,,2.9,59,55,3,2,0,0,5,1,0,0,0,0,35,1,2
,,4.0,178,156,18,6,1,6,5,1,2,0,2,0,150,4,2
,,5.0,221,182,39,5,1,2,19,34,0,0,0,0,173,0,2
,,3.5,211,176,32,5,0,1,8,27,0,0,0,0,172,3,11
,,1.0,38,36,2,1,0,0,0,0,0,0,0,0,30,0,1
,,2.7,91,90,1,1,0,0,6,0,0,0,0,0,65,0,8
,,1.6,47,40,6,0,0,0,5,0,6,3,2,0,36,1,2
,,3.3,151,149,1,1,2,0,1,0,0,0,0,0,119,1,0
,,0.9,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
,,4.8,96,89,6,0,2,1,0,1,0,0,0,0,74,1,3
,,1.5,39,37,1,1,0,0,6,0,0,0,0,0,25,1,2
,,6.0,299,264,35,8,0,0,0,0,0,0,0,0,263,0,1
,,0.6,32,26,6,1,0,0,5,5,0,0,0,0,26,0,2
,,3.5,89,74,15,1,0,1,22,0,14,3,9,0,63,0,1
,,5.0,234,187,44,11,4,5,39,1,30,3,14,0,158,3,4
,,2.9,118,91,27,1,1,1,7,26,0,0,0,0,94,0,3
,,1.4,27,23,4,0,0,0,0,0,0,0,0,0,17,0,3
,,0.8,14,12,2,0,0,0,4,0,2,1,0,0,10,0,1
,,6.0,213,149,62,17,0,0,0,0,0,0,0,0,156,2,0
,,3.9,186,131,54,6,0,2,12,48,0,0,0,0,120,1,4
,,0.3,11,9,2,1,0,0,6,1,0,0,0,0,5,0,0
,,3.0,107,99,8,1,0,1,21,2,5,3,1,0,65,0,8
,,2.1,104,94,10,1,0,0,12,3,6,1,3,0,84,0,0
,,0.3,10,9,0,0,0,0,2,0,0,0,0,0,5,1,0
,,0.2,11,6,5,0,0,0,0,5,0,0,0,0,5,0,0
,,3.8,202,196,5,4,0,1,3,0,1,0,1,0,179,1,1
,,1.3,66,61,5,1,0,1,6,1,3,2,1,0,56,0,3
,,2.7,100,94,5,1,0,5,6,0,3,1,2,0,72,1,3
,,3.7,243,219,23,13,0,3,9,0,10,4,2,0,216,1,4
,,3.7,139,113,26,3,3,2,30,1,19,10,7,0,96,0,6
,,0.0,3,2,1,0,0,0,1,0,1,1,0,0,1,0,0
,,3.3,216,207,9,6,1,1,1,3,0,0,0,0,181,0,6
,,4.7,394,381,12,12,1,1,6,0,0,0,0,0,331,1,2
,,0.5,37,35,2,0,0,0,1,2,0,0,0,0,33,0,1
,,4.0,207,190,15,1,0,0,12,4,9,2,5,0,177,2,4
,,2.0,61,45,16,4,0,0,0,0,0,0,0,0,40,0,0
,,4.6,161,130,31,3,0,0,15,23,5,2,2,0,108,0,9
,,4.1,73,66,6,0,1,0,4,0,0,0,0,0,56,1,2
,,1.1,21,21,0,0,0,0,3,0,0,0,0,0,14,0,0
,,2.7,153,151,2,2,1,0,2,0,0,0,0,0,138,0,2
,,0.7,9,7,2,0,0,0,0,0,0,0,0,0,8,0,0
,,4.4,168,130,38,1,0,0,2,37,0,0,0,0,125,0,8
,,5.0,351,334,17,11,0,2,1,3,0,0,0,0,318,0,0
,,2.1,47,44,3,0,0,0,2,0,0,0,0,0,37,0,4
,,4.1,91,80,11,0,0,1,2,0,0,0,0,0,79,0,1
,,3.7,176,142,34,4,1,1,8,30,0,0,0,0,146,0,6
,,2.0,35,33,1,0,0,0,2,0,0,0,0,0,18,1,2
,,2.5,150,143,7,6,0,1,0,0,0,0,0,0,131,0,1
,,1.1,88,86,2,2,0,0,0,0,0,0,0,0,70,0,0
,,1.7,104,100,4,4,0,2,0,0,0,0,0,0,96,0,0
,,1.0,12,10,2,2,0,0,5,0,0,0,0,0,7,0,1
,,4.1,149,144,5,0,2,1,5,0,0,0,0,0,119,0,3
,,3.6,134,122,12,1,0,1,8,11,0,0,0,0,92,0,4
,,2.7,95,87,7,1,1,2,12,4,2,2,0,0,75,1,2
,,2.7,149,139,8,5,0,7,0,0,0,0,0,0,130,2,0
,,2.9,68,67,1,0,0,1,6,0,0,0,0,0,52,0,7
,,3.3,142,109,33,4,0,0,11,29,0,0,0,0,98,0,5
,,0.5,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0
,,2.9,106,101,5,3,0,0,0,1,0,0,0,0,84,0,0
,,5.0,248,242,6,6,0,2,0,0,0,0,0,0,218,0,0
,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,0.3,8,7,1,0,0,0,1,1,0,0,0,0,5,0,1
,,4.0,133,98,35,13,0,0,0,0,0,0,0,0,103,0,0
,,0.2,5,5,0,0,1,0,0,0,0,0,0,0,3,0,0
,,4.3,282,276,6,5,0,2,0,0,0,0,0,0,253,0,4
,,5.0,151,95,56,20,0,0,0,0,0,0,0,0,89,0,0
,,3.4,52,52,0,0,0,1,2,0,0,0,0,0,29,0,1
