stat_id,player_id,ninety_s,sca,sca_per_90,passlive_sca,passdead_sca,to_sca,sh_sca,fld_sca,def_sca,gca,gca_per_90,passlive_gca,passdead_gca,to_gca,sh_gca,fld_gca,def_gca
,,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.1,3,2.67,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
,,5.0,9,1.8,7,1,1,0,0,0,0,0.0,0,0,0,0,0,0
,,2.1,10,4.79,7,0,2,1,0,0,2,0.96,0,0,2,0,0,0
,,4.2,12,2.86,8,0,0,3,1,0,1,0.24,0,0,0,1,0,0
,,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.6,6,2.3,2,0,0,2,2,0,0,0.0,0,0,0,0,0,0
,,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.7,3,0.82,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.0,11,3.67,6,2,1,1,1,0,0,0.0,0,0,0,0,0,0
,,1.9,1,0.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.5,9,2.57,8,0,0,1,0,0,4,1.14,3,0,0,1,0,0
,,3.7,19,5.12,18,0,0,0,1,0,2,0.54,2,0,0,0,0,0
,,4.0,7,1.75,4,2,1,0,0,0,1,0.25,1,0,0,0,0,0
,,0.6,1,1.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.5,3,2.01,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
,,1.2,3,2.48,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
,,2.8,9,3.25,7,0,1,0,1,0,0,0.0,0,0,0,0,0,0
,,2.9,10,3.45,6,1,3,0,0,0,0,0.0,0,0,0,0,0,0
,,4.0,10,2.51,7,1,0,1,1,0,0,0.0,0,0,0,0,0,0
,,5.0,10,2.0,8,2,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.5,7,2.0,5,0,1,1,0,0,1,0.29,0,0,0,1,0,0
,,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.7,11,4.12,7,0,2,1,1,0,1,0.37,1,0,0,0,0,0
,,1.6,4,2.47,3,0,1,0,0,0,2,1.23,1,0,1,0,0,0
