stat_id,player_id,ninety_s,crd_y,crd_r,two_crd_y,fls,fld,off,crs,interceptions,tklw,pkwon,pkcon,og,recov,won,lost,won_percent
,,2.5,0,0,0,1,1,0,3,2,3,0,0,0,6,2,0,100.0
,,0.7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0.0
,,0.7,1,0,0,2,1,1,0,1,1,0,0,0,2,0,2,0.0
,,2.2,0,0,0,3,2,0,0,0,1,0,0,0,8,5,2,71.4
,,1.9,1,0,0,2,4,0,0,4,1,0,1,0,9,0,1,0.0
,,4.0,1,0,0,6,6,0,7,10,4,0,0,0,21,5,1,83.3
,,3.1,0,0,0,4,1,0,2,2,6,0,0,0,17,2,3,40.0
,,4.0,0,0,0,6,2,0,1,3,7,0,0,0,23,6,0,100.0
,,1.0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,0.0
,,0.9,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,0.0
,,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
,,0.8,1,0,0,3,0,0,0,0,0,0,0,0,4,1,1,50.0
,,0.8,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0.0
,,2.7,0,0,0,2,1,0,0,2,4,0,0,0,11,5,3,62.5
,,4.0,0,0,0,4,2,0,1,6,3,0,0,0,18,3,1,75.0
,,0.5,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,100.0
,,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
,,2.3,1,0,0,5,5,1,8,2,0,0,0,0,9,1,2,33.3
,,1.7,1,0,0,2,4,0,6,0,1,0,1,0,9,0,0,0.0
,,2.3,1,0,0,2,2,0,2,1,5,0,0,0,16,6,4,60.0
,,0.8,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1,0.0
,,3.0,1,0,0,3,3,0,11,2,1,0,0,0,11,1,3,25.0
,,2.3,0,0,0,0,0,0,6,2,5,0,0,0,13,3,1,75.0
,,2.8,0,0,0,1,4,2,3,1,1,0,0,0,15,2,12,14.3
,,3.2,0,0,0,2,4,1,2,2,1,0,0,0,12,1,3,25.0
,,0.5,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,75.0
,,2.4,1,0,0,1,4,0,6,2,5,0,0,0,9,3,6,33.3
,,1.2,0,0,0,1,0,0,0,1,1,0,0,0,10,1,2,33.3
,,0.2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0
,,0.4,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,100.0
,,1.4,2,0,0,4,2,0,0,2,5,0,0,0,10,4,3,57.1
,,4.0,1,0,0,3,10,1,2,2,6,0,0,0,13,5,10,33.3
,,1.4,0,0,0,3,0,0,0,0,3,0,0,0,7,1,0,100.0
,,0.1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0.0
,,2.8,0,0,0,1,2,0,4,1,5,0,0,0,6,0,4,0.0
,,1.8,0,0,0,1,1,0,3,0,1,0,0,0,5,0,2,0.0
,,2.0,0,0,0,1,4,0,1,1,1,0,0,0,12,3,2,60.0
,,2.5,1,0,0,4,3,0,0,2,7,0,0,0,17,1,2,33.3
,,3.7,0,0,0,1,9,0,1,3,9,0,0,0,19,1,0,100.0
,,3.2,0,0,0,4,4,2,7,4,6,0,0,0,17,1,1,50.0
,,2.8,0,0,0,3,3,0,3,2,5,0,0,0,8,3,1,75.0
,,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0
,,4.0,0,0,0,7,0,0,0,2,8,0,0,0,15,1,2,33.3
,,0.2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,100.0
,,4.0,0,0,0,3,5,0,0,7,3,0,0,0,19,11,5,68.8
,,2.7,1,0,0,2,8,0,3,1,2,0,0,0,6,3,4,42.9
,,1.0,0,0,0,0,2,1,1,1,1,0,0,0,7,1,1,50.0
,,1.5,2,0,0,3,3,1,3,3,2,0,0,0,7,1,4,20.0
,,1.4,2,0,0,2,1,0,1,2,2,0,0,0,3,2,1,66.7
,,0.7,0,0,0,1,0,0,1,3,3,0,0,0,4,1,2,33.3
,,3.0,1,0,0,0,4,0,0,5,2,0,0,0,13,1,1,50.0
,,1.9,0,0,0,1,4,0,0,0,3,0,0,0,6,0,2,0.0
,,3.0,0,0,0,2,1,0,1,2,3,0,0,0,12,2,5,28.6
,,1.8,0,1,0,2,1,0,0,0,4,0,0,0,10,6,4,60.0
,,3.0,0,0,0,1,2,0,26,4,2,0,0,0,14,2,0,100.0
,,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
,,1.1,1,0,0,2,1,3,0,0,0,0,0,0,4,0,3,0.0
,,3.7,1,0,0,3,3,0,0,2,1,0,0,0,13,5,3,62.5
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
,,0.9,0,0,0,2,1,0,0,0,0,0,0,0,6,0,1,0.0
,,0.6,1,0,0,3,1,0,0,0,1,0,0,0,2,1,1,50.0
,,1.0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,100.0
,,3.7,1,0,0,9,4,0,1,6,5,0,0,1,25,4,3,57.1
,,3.3,0,0,0,3,1,0,0,9,3,0,0,0,14,6,3,66.7
,,2.0,1,0,0,2,1,0,1,3,2,0,0,0,4,2,1,66.7
,,0.1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0.0
,,0.4,0,0,0,3,1,0,2,0,2,0,0,0,0,0,0,0.0
,,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
,,1.5,1,0,0,2,2,0,5,1,1,0,0,0,6,3,2,60.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0
,,3.3,0,0,0,1,1,1,21,2,2,0,0,0,14,0,1,0.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
,,0.2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,100.0
,,0.5,0,0,0,1,0,0,2,1,1,0,0,0,3,3,0,100.0
,,3.8,1,0,0,3,7,0,4,1,2,0,0,0,19,1,4,20.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0.0
,,4.0,1,0,0,3,4,1,2,5,6,0,1,0,30,5,1,83.3
,,0.9,1,0,0,1,1,0,0,0,2,0,0,0,4,1,1,50.0
,,2.9,1,0,0,3,1,0,0,4,1,0,0,0,6,2,2,50.0
,,0.8,1,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0.0
,,1.5,0,0,0,0,0,0,1,2,3,0,0,0,12,0,0,0.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0
,,0.9,0,0,0,0,1,0,2,0,1,0,0,0,2,1,4,20.0
,,4.0,1,0,0,5,1,1,3,5,5,0,0,0,17,0,5,0.0
,,4.0,2,0,0,8,4,0,0,11,5,0,0,0,20,4,5,44.4
,,2.9,0,0,0,1,2,0,5,2,1,0,0,0,11,0,2,0.0
,,2.1,0,0,0,4,0,2,2,0,0,0,0,0,2,2,3,40.0
,,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0
,,0.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.0
,,3.0,1,0,0,2,0,0,0,0,2,0,0,0,11,9,3,75.0
,,2.0,0,0,0,2,0,0,0,3,1,0,0,0,6,10,4,71.4
,,0.4,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,100.0
,,0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
,,2.8,2,0,0,6,4,0,0,7,4,0,0,0,11,8,5,61.5
