player_name,nation,position,age,date_of_birth
Gleison Bremer,BRA,DF,27.0,1997.0
Brenner,BRA,MF,24.0,2000.0
Marco Brescianini,ITA,MF,24.0,2000.0
Alessandro Buongiorno,ITA,DF,25.0,1999.0
Gianluca Busio,USA,MF,22.0,2002.0
Liberato Cacace,NZL,DF,23.0,2000.0
Davide Calabria,ITA,DF,27.0,1996.0
Luca Caldirola,ITA,DF,33.0,1991.0
Hakan Çalhanoğlu,TUR,MF,30.0,1994.0
Drissa Camara,CIV,FW,22.0,2002.0
Nicolò Cambiaghi,ITA,FW,23.0,2000.0
Andrea Cambiaso,ITA,"DF,FW",24.0,2000.0
Matteo Cancellieri,ITA,"FW,MF",22.0,2002.0
Antonio Candela,ITA,DF,24.0,2000.0
Gianluca Caprari,ITA,MF,31.0,1993.0
Francesco Caputo,ITA,FW,37.0,1987.0
Andrea Carboni,ITA,DF,23.0,2001.0
Franco Carboni,ITA,DF,21.0,2003.0
Marco Carnesecchi,ITA,GK,24.0,2000.0
Nicolò Casale,ITA,DF,26.0,1998.0
Federico Cassa,ITA,"MF,FW",18.0,2006.0
Valentín Castellanos,ARG,FW,25.0,1998.0
Santiago Castro,ARG,FW,19.0,2004.0
Gaetano Castrovilli,ITA,MF,27.0,1997.0
Danilo Cataldi,ITA,MF,30.0,1994.0
Zeki Çelik,TUR,DF,27.0,1997.0
Alberto Cerri,ITA,FW,28.0,1996.0
Gabriel Charpentier,CGO,FW,25.0,1999.0
Leandro Chichizola,ARG,GK,34.0,1990.0
Samuel Chukwueze,NGA,FW,25.0,1999.0
Aaron Ciammaglichella,ITA,MF,19.0,2005.0
Alessandro Circati,AUS,DF,20.0,2003.0
Alphadjo Cissè,ITA,MF,17.0,2006.0
Saúl Coco,EQG,DF,25.0,1999.0
Lorenzo Colombo,ITA,FW,22.0,2002.0
Andrea Colpani,ITA,MF,25.0,1999.0
Pietro Comuzzo,ITA,DF,19.0,2005.0
Francisco Conceição,POR,FW,21.0,2002.0
Diego Coppola,ITA,DF,20.0,2003.0
Joaquín Correa,ARG,MF,30.0,1994.0
Lassana Coulibaly,MLI,"MF,FW",28.0,1996.0
Woyo Coulibaly,FRA,DF,25.0,1999.0
Bryan Cristante,ITA,MF,29.0,1995.0
Domen Črnigoj,SVN,MF,28.0,1995.0
Patrick Cutrone,ITA,FW,26.0,1998.0
Wylan Cyprien,FRA,MF,29.0,1995.0
Danilo D'Ambrosio,ITA,DF,36.0,1988.0
Lucas Da Cunha,FRA,"MF,FW",23.0,2001.0
Thijs Dallinga,NED,"FW,MF",24.0,2000.0
Flavius Daniliuc,AUT,DF,23.0,2001.0
Matteo Darmian,ITA,DF,34.0,1989.0
Juan David Cabal,COL,DF,23.0,2001.0
Keinan Davis,ENG,FW,26.0,1998.0
Paweł Dawidowicz,POL,DF,29.0,1995.0
Charles De Ketelaere,BEL,"MF,FW",23.0,2001.0
Lorenzo De Silvestri,ITA,DF,36.0,1988.0
Koni De Winter,BEL,DF,22.0,2002.0
Alessandro Deiola,ITA,MF,29.0,1995.0
Enrico Del Prato,ITA,DF,24.0,1999.0
Fisayo Dele-Bashiru,NGA,MF,23.0,2001.0
Ali Dembélé,FRA,DF,20.0,2004.0
Michele Di Gregorio,ITA,GK,27.0,1997.0
Giovanni Di Lorenzo,ITA,DF,31.0,1993.0
Boulaye Dia,SEN,"FW,MF",27.0,1996.0
Federico Dimarco,ITA,DF,26.0,1997.0
Berat Djimsiti,ALB,DF,31.0,1993.0
Dodô,BRA,DF,25.0,1998.0
Patrick Dorgu,DEN,"FW,MF",19.0,2004.0
Alberto Dossena,ITA,DF,25.0,1998.0
Issa Doumbia,CIV,MF,20.0,2003.0
Artem Dovbyk,UKR,FW,27.0,1997.0
Ondrej Duda,SVK,MF,29.0,1994.0
Denzel Dumfries,NED,DF,28.0,1996.0
Alfred Duncan,GHA,MF,31.0,1993.0
Paulo Dybala,ARG,"FW,MF",30.0,1993.0
Éderson,BRA,MF,25.0,1999.0
Kingsley Ehizibue,NED,DF,29.0,1995.0
Jeff Ekhator,ITA,"FW,MF",17.0,2006.0
Jurgen Ekkelenkamp,NED,MF,24.0,2000.0
Emmanuel Ekong,SWE,"FW,MF",22.0,2002.0
Caleb Ekuban,GHA,FW,30.0,1994.0
Mikael Ellertsson,ISL,MF,22.0,2002.0
Emerson,BRA,DF,25.0,1999.0
Yannik Engelhardt,GER,MF,23.0,2001.0
Martin Erlic,CRO,DF,26.0,1998.0
Sebastiano Esposito,ITA,"MF,FW",22.0,2002.0
Nahuel Estévez,ARG,MF,28.0,1995.0
Giovanni Fabbian,ITA,MF,21.0,2003.0
Alieu Fadera,GAM,"FW,MF",22.0,2001.0
Nicolò Fagioli,ITA,MF,23.0,2001.0
Wladimiro Falcone,ITA,GK,29.0,1995.0
Davide Faraoni,ITA,"MF,DF",32.0,1991.0
Jacopo Fazzini,ITA,MF,21.0,2003.0
Mattia Felici,ITA,DF,23.0,2001.0
Youssouf Fofana,FRA,MF,25.0,1999.0
Davide Frattesi,ITA,MF,24.0,1999.0
Morten Frendrup,DEN,MF,23.0,2001.0
Martin Frese,DEN,DF,26.0,1998.0
Remo Freuler,SUI,MF,32.0,1992.0
Matteo Gabbia,ITA,DF,24.0,1999.0
Alessandro Gabrielloni,ITA,"FW,MF",30.0,1994.0
Gianluca Gaetano,ITA,MF,24.0,2000.0
Roberto Gagliardini,ITA,"MF,DF",30.0,1994.0
Antonino Gallo,ITA,DF,24.0,2000.0
Gaspar,ANG,DF,26.0,1997.0
Federico Gatti,ITA,DF,26.0,1998.0
David de Gea,ESP,GK,33.0,1990.0
Lautaro Gianetti,ARG,DF,30.0,1993.0
Mario Gila,ESP,DF,24.0,2000.0
Gvidas Gineitis,LTU,MF,20.0,2004.0
Ben Godfrey,ENG,DF,26.0,1998.0
Saba Goglichidze,GEO,DF,20.0,2004.0
Edoardo Goldaniga,ITA,DF,30.0,1993.0
Pierluigi Gollini,ITA,GK,29.0,1995.0
Nicolás González,ARG,FW,26.0,1998.0
Alberto Grassi,ITA,MF,29.0,1995.0
Mattéo Guendouzi,FRA,MF,25.0,1999.0
Frederic Guilbert,FRA,DF,29.0,1994.0
Emmanuel Gyasi,GHA,DF,30.0,1994.0
Christian Gytkjær,DEN,FW,34.0,1990.0
Nicolas Haas,SUI,MF,28.0,1996.0
Saad El Haddad,MAR,MF,19.0,2005.0
Antoine Hainaut,FRA,"FW,DF",22.0,2002.0
Ridgeciano Haps,SUR,DF,31.0,1993.0
Abdou Harroui,NED,"FW,MF",26.0,1998.0
Liam Henderson,SCO,MF,28.0,1996.0
Mario Hermoso,ESP,DF,29.0,1995.0
Theo Hernández,FRA,DF,26.0,1997.0
Hernani,BRA,MF,30.0,1994.0
Isak Hien,SWE,DF,25.0,1999.0
Elseid Hysaj,ALB,DF,30.0,1994.0
Jay Idzes,IDN,DF,24.0,2000.0
Jonathan Ikone,FRA,MF,26.0,1998.0
Ivan Ilić,SRB,MF,23.0,2001.0
Samuel Iling-Junior,ENG,MF,20.0,2003.0
Alessio Iovine,ITA,DF,33.0,1991.0
Gustav Isaksen,DEN,"FW,MF",23.0,2001.0
Ardian Ismajli,ALB,DF,27.0,1996.0
Armando Izzo,ITA,DF,32.0,1992.0
Gaby Jean,FRA,DF,24.0,2000.0
Juan Jesus,BRA,DF,33.0,1991.0
Jesse Joronen,FIN,GK,31.0,1993.0
Luka Jović,SRB,FW,26.0,1997.0
Christian Kabasele,BEL,DF,33.0,1991.0
Pierre Kalulu,FRA,DF,24.0,2000.0
Hassane Kamara,CIV,DF,30.0,1994.0
Yann Karamoh,FRA,FW,26.0,1998.0
Jesper Karlsson,SWE,FW,26.0,1998.0
Jesper Karlström,SWE,MF,29.0,1995.0
Grigoris Kastanos,CYP,"FW,MF",26.0,1998.0
Michael Kayode,ITA,DF,20.0,2004.0
Moise Kean,ITA,FW,24.0,2000.0
Mandela Keita,BEL,MF,22.0,2002.0
Marc-Oliver Kempf,GER,DF,29.0,1995.0
Magnus Kofod Andersen,DEN,MF,25.0,1999.0
Sead Kolašinac,BIH,DF,31.0,1993.0
Manu Koné,FRA,MF,23.0,2001.0
Teun Koopmeiners,NED,MF,26.0,1998.0
Christian Kouamé,CIV,MF,26.0,1997.0
Mateusz Kowalski,POL,MF,19.0,2005.0
Thomas Kristensen,DEN,DF,22.0,2002.0
Nikola Krstović,MNE,FW,24.0,2000.0
Khvicha Kvaratskhelia,GEO,MF,23.0,2001.0
Giorgos Kyriakopoulos,GRE,DF,28.0,1996.0
Gianluca Lapadula,PER,"FW,MF",34.0,1990.0
Valentino Lazaro,AUT,DF,28.0,1996.0
Darko Lazović,SRB,"MF,DF",34.0,1990.0
Manuel Lazzari,ITA,DF,30.0,1993.0
Enzo Le Fée,FRA,MF,24.0,2000.0
Rafael Leão,POR,FW,25.0,1999.0
Nunzio Lella,ITA,MF,24.0,2000.0
Karol Linetty,POL,MF,29.0,1995.0
Dailon Livramento,CPV,FW,23.0,2001.0
Stanislav Lobotka,SVK,MF,29.0,1994.0
Manuel Locatelli,ITA,MF,26.0,1998.0
Ruben Loftus-Cheek,ENG,MF,28.0,1996.0
Ademola Lookman,NGA,MF,26.0,1997.0
Sandi Lovrić,SVN,MF,26.0,1998.0
Lorenzo Lucca,ITA,FW,24.0,2000.0
Jhon Lucumí,COL,DF,26.0,1998.0
José Luis Palomino,ARG,DF,34.0,1990.0
Douglas Luiz,BRA,MF,26.0,1998.0
Romelu Lukaku,BEL,FW,31.0,1993.0
Sebastiano Luperto,ITA,DF,28.0,1996.0
Zito Luvumbo,ANG,"FW,MF",22.0,2002.0
Charalambos Lykogiannis,GRE,DF,30.0,1993.0
Giangiacomo Magnani,ITA,DF,28.0,1995.0
Mike Maignan,FRA,GK,29.0,1995.0
Antoine Makoumbou,CGO,MF,26.0,1998.0
Daniel Maldini,ITA,MF,22.0,2001.0
Youssef Maleh,MAR,MF,26.0,1998.0
Ruslan Malinovskyi,UKR,"MF,FW",31.0,1993.0
Dennis Man,ROU,"FW,MF",26.0,1998.0
Gianluca Mancini,ITA,DF,28.0,1996.0
Rolando Mandragora,ITA,MF,27.0,1997.0
Alberto Manzoni,ITA,MF,19.0,2005.0
Filip Marchwiński,POL,MF,22.0,2002.0
Pablo Marí,ESP,DF,31.0,1993.0
Răzvan Marin,ROU,MF,28.0,1996.0
Aarón Martín,ESP,DF,27.0,1997.0
Lautaro Martínez,ARG,FW,27.0,1997.0
Lucas Martínez Quarta,ARG,DF,28.0,1996.0
Adam Marušić,MNE,DF,31.0,1992.0
Adam Masina,MAR,DF,30.0,1994.0
Luca Mazzitelli,ITA,MF,28.0,1995.0
Pasquale Mazzocchi,ITA,DF,29.0,1995.0
Samuel Mbangula,BEL,FW,20.0,2004.0
Weston McKennie,USA,MF,26.0,1998.0
Alex Meret,ITA,GK,27.0,1997.0
Junior Messias,BRA,"MF,FW",33.0,1991.0
Valentin Mihaila,ROU,"FW,MF",24.0,2000.0
Vanja Milinković-Savić,SRB,GK,27.0,1997.0
Yerry Mina,COL,DF,29.0,1994.0
Juan Miranda,ESP,DF,24.0,2000.0
Henrikh Mkhitaryan,ARM,MF,35.0,1989.0
Lorenzo Montipò,ITA,GK,28.0,1996.0
Álvaro Morata,ESP,"FW,MF",31.0,1992.0
Alberto Moreno,ESP,DF,32.0,1992.0
Tete Morente,ESP,"FW,MF",27.0,1996.0
Nikola Moro,CRO,MF,26.0,1998.0
Daniel Mosquera,COL,FW,24.0,1999.0
Dany Mota,POR,MF,26.0,1998.0
Yunus Musah,USA,MF,21.0,2002.0
Kingstone Mutandwa,ZAM,MF,21.0,2003.0
Obite N'Dicka,CIV,DF,25.0,1999.0
Michel Ndary Adopo,FRA,MF,24.0,2000.0
Dan Ndoye,SUI,"FW,MF",23.0,2000.0
David Neres,BRA,MF,27.0,1997.0
Cyril Ngonge,BEL,DF,24.0,2000.0
Hans Nicolussi Caviglia,ITA,MF,24.0,2000.0
Tijjani Noslin,NED,FW,25.0,1999.0
Adam Obert,SVK,DF,22.0,2002.0
Jens Odgaard,DEN,"FW,MF",25.0,1999.0
Noah Okafor,SUI,FW,24.0,2000.0
Maduka Okoye,NGA,GK,25.0,1999.0
Mathías Olivera,URU,DF,26.0,1997.0
Gaetano Oristanio,ITA,MF,21.0,2002.0
Riccardo Orsolini,ITA,"FW,MF",27.0,1997.0
Yordan Osorio,VEN,DF,30.0,1994.0
Remi Oudin,FRA,"MF,FW",27.0,1996.0
Marco Palestra,ITA,DF,19.0,2005.0
Leandro Paredes,ARG,MF,30.0,1994.0
Fabiano Parisi,ITA,DF,23.0,2000.0
Mario Pašalić,CRO,MF,29.0,1995.0
Patric,ESP,DF,31.0,1993.0
Benjamin Pavard,FRA,DF,28.0,1996.0
Strahinja Pavlović,SRB,DF,23.0,2001.0
Leonardo Pavoletti,ITA,FW,35.0,1988.0
Martín Payero,ARG,MF,26.0,1998.0
Nicolás Paz,ARG,"MF,FW",20.0,2004.0
Marcus Pedersen,NOR,DF,24.0,2000.0
Pedro,ESP,FW,37.0,1987.0
Pietro Pellegri,ITA,"FW,MF",23.0,2001.0
Lorenzo Pellegrini,ITA,MF,28.0,1996.0
Pedro Pereira,POR,DF,26.0,1998.0
Nehuén Pérez,ARG,DF,24.0,2000.0
Mattia Perin,ITA,GK,31.0,1992.0
Máximo Perrone,ARG,MF,21.0,2003.0
Matteo Pessina,ITA,MF,27.0,1997.0
Andrea Petagna,ITA,FW,29.0,1995.0
Giuseppe Pezzella,ITA,DF,26.0,1997.0
Roberto Piccoli,ITA,FW,23.0,2001.0
Nicholas Pierini,ITA,MF,26.0,1998.0
Santiago Pierotti,ARG,"FW,MF",23.0,2001.0
Balthazar Pierret,FRA,MF,24.0,2000.0
Andrea Pinamonti,ITA,FW,25.0,1999.0
Niccolò Pisilli,ITA,MF,19.0,2004.0
Semuel Pizzignacco,ITA,GK,23.0,2001.0
Tommaso Pobega,ITA,MF,25.0,1999.0
Joel Pohjanpalo,FIN,FW,30.0,1994.0
Matteo Politano,ITA,MF,31.0,1993.0
Marin Pongračić,CRO,DF,27.0,1997.0
Stefan Posch,AUT,DF,27.0,1997.0
Matteo Prati,ITA,MF,20.0,2003.0
Ivan Provedel,ITA,GK,30.0,1994.0
Christian Pulisic,USA,"FW,MF",26.0,1998.0
Hamza Rafia,TUN,MF,25.0,1999.0
Antonio Raimondo,ITA,"FW,DF",20.0,2004.0
Ylber Ramadani,ALB,MF,28.0,1996.0
Luca Ranieri,ITA,DF,25.0,1999.0
Giacomo Raspadori,ITA,"FW,MF",24.0,2000.0
Ante Rebić,CRO,FW,30.0,1993.0
Tijjani Reijnders,NED,MF,26.0,1998.0
Pepe Reina,ESP,GK,42.0,1982.0
Mateo Retegui,ITA,FW,25.0,1999.0
Samuele Ricci,ITA,MF,23.0,2001.0
Amir Richardson,MAR,MF,22.0,2002.0
Sergi Roberto,ESP,MF,32.0,1992.0
Alessio Romagnoli,ITA,DF,29.0,1995.0
Marten de Roon,NED,"DF,MF",33.0,1991.0
Jonas Rouhi,SWE,DF,20.0,2004.0
Nicolò Rovella,ITA,MF,22.0,2001.0
Amir Rrahmani,KVX,DF,30.0,1994.0
Matteo Ruggeri,ITA,DF,22.0,2002.0
Stefano Sabelli,ITA,DF,31.0,1993.0
Alexis Saelemaekers,BEL,"FW,DF",25.0,1999.0
Richie Sagrado,BEL,DF,20.0,2004.0
Marco Sala,ITA,DF,25.0,1999.0
Lazar Samardzic,SRB,MF,22.0,2002.0
Antonio Sanabria,PAR,"FW,MF",28.0,1996.0
Amin Sarr,SWE,FW,23.0,2001.0
Nicolò Savona,ITA,DF,21.0,2003.0
Saba Sazonov,GEO,DF,22.0,2002.0
Joël Schingtienne,BEL,DF,22.0,2002.0
Simone Scuffet,ITA,GK,28.0,1996.0
Suat Serdar,GER,MF,27.0,1997.0
Stephan El Shaarawy,ITA,DF,31.0,1992.0
Eldor Shomurodov,UZB,"FW,DF",29.0,1995.0
Giovanni Simeone,ARG,FW,29.0,1995.0
Łukasz Skorupski,POL,GK,33.0,1991.0
Simon Sohm,SUI,MF,23.0,2001.0
Ola Solbakken,NOR,"MF,FW",26.0,1998.0
Yann Sommer,SUI,GK,35.0,1988.0
Borna Sosa,CRO,DF,26.0,1998.0
Riccardo Sottil,ITA,MF,25.0,1999.0
Matìas Soulé,ARG,"FW,MF",21.0,2003.0
Leonardo Spinazzola,ITA,DF,31.0,1993.0
Petar Stojanović,SVN,MF,28.0,1995.0
Gabriel Strefezza,BRA,"MF,FW",27.0,1997.0
Ibrahim Sulemana,GHA,MF,21.0,2003.0
Tomáš Suslov,SVK,"FW,MF",22.0,2002.0
Zion Suzuki,JPN,GK,22.0,2002.0
Marin Šverko,CRO,DF,26.0,1998.0
Mile Svilar,SRB,GK,25.0,1999.0
Michael Svoboda,AUT,DF,25.0,1998.0
Adrien Tameze,CMR,"DF,MF",30.0,1994.0
Mehdi Taremi,IRN,"FW,MF",32.0,1992.0
Nuno Tavares,POR,DF,24.0,2000.0
Loum Tchaouna,FRA,"FW,MF",21.0,2003.0
Jackson Tchatchoua,CMR,"MF,DF",23.0,2001.0
Casper Tengstedt,DEN,FW,24.0,2000.0
Filippo Terracciano,ITA,DF,21.0,2003.0
Pietro Terracciano,ITA,GK,34.0,1990.0
Florian Thauvin,FRA,"MF,FW",31.0,1993.0
Malick Thiaw,GER,DF,23.0,2001.0
Morten Thorsby,NOR,"MF,DF",28.0,1996.0
Khéphren Thuram,FRA,MF,23.0,2001.0
Marcus Thuram,FRA,FW,27.0,1997.0
Rafael Tolói,ITA,DF,33.0,1990.0
Fikayo Tomori,ENG,DF,26.0,1997.0
Stefano Turati,ITA,GK,23.0,2001.0
Kacper Urbanski,POL,FW,20.0,2004.0
Emanuele Valeri,ITA,DF,25.0,1998.0
Ignace Van Der Brempt,BEL,DF,22.0,2002.0
Devis Vásquez,COL,GK,26.0,1998.0
Johan Vásquez,MEX,DF,25.0,1998.0
Matías Vecino,URU,MF,33.0,1991.0
Simone Verdi,ITA,MF,32.0,1992.0
Samuele Vignato,ITA,MF,20.0,2004.0
Nicolas Viola,ITA,MF,34.0,1989.0
Mattia Viti,ITA,DF,22.0,2002.0
Dušan Vlahović,SRB,FW,24.0,2000.0
Alessandro Vogliacco,ITA,DF,26.0,1998.0
Mërgim Vojvoda,KVX,DF,29.0,1995.0
Stefan de Vrij,NED,DF,32.0,1992.0
Sebastian Walukiewicz,POL,DF,24.0,2000.0
Timothy Weah,USA,FW,24.0,2000.0
Mateusz Wieteska,POL,DF,27.0,1997.0
John Yeboah,ECU,MF,24.0,2000.0
Kenan Yıldız,TUR,"MF,FW",19.0,2005.0
Mattia Zaccagni,ITA,"FW,MF",29.0,1995.0
Nicola Zalewski,POL,"FW,DF",22.0,2002.0
Andre-Frank Zambo Anguissa,CMR,MF,28.0,1995.0
Francesco Zampano,ITA,DF,30.0,1993.0
Nicolò Zaniolo,ITA,FW,25.0,1999.0
Alessandro Zanoli,ITA,DF,23.0,2000.0
Duván Zapata,COL,FW,33.0,1991.0
Gabriele Zappa,ITA,DF,24.0,1999.0
Davide Zappacosta,ITA,DF,32.0,1992.0
Oier Zarraga,ESP,MF,25.0,1999.0
Jordan Zemura,ZIM,DF,24.0,1999.0
Kevin Zeroli,ITA,MF,19.0,2005.0
Piotr Zieliński,POL,MF,30.0,1994.0
Nadir Zortea,ITA,DF,25.0,1999.0
Milan Đurić,BIH,FW,34.0,1990.0
