Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls_per_90,Ast,Ast_per_90,G+A,G+A_per_90,G-PK,G-PK_per_90,PK,PKatt,CrdY,CrdR,xG,xG_per_90,npxG,npxG_per_90,xAG,xAG_per_90,npxG+xAG,npxG+xAG_per_90,PrgC,PrgP,PrgR,G+A-PK,xG+xAG
347,Marcos Senesi,ARG,DF,Bournemouth,27,1997,3,3,256,2.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.05,1,9,0,0.0,0.05
348,Bernardo Silva,POR,"MF,FW",Manchester City,30,1994,6,5,457,5.1,0,0.0,2,0.39,2,0.39,0,0.0,0,0,1,0,0.7,0.14,0.7,0.14,1.6,0.32,2.3,0.46,19,24,44,0.39,0.46
349,Jota Silva,POR,"MF,FW",Nott'ham Forest,25,1999,5,0,91,1.0,0,0.0,1,0.99,1,0.99,0,0.0,0,0,1,0,0.1,0.14,0.1,0.14,0.7,0.64,0.8,0.79,3,4,6,0.99,0.79
350,Luis Sinisterra,COL,FW,Bournemouth,25,1999,5,1,150,1.7,1,0.6,1,0.6,2,1.2,1,0.6,0,0,0,0,1.0,0.6,1.0,0.6,0.4,0.24,1.4,0.84,7,3,14,1.2,0.84
351,Oliver Skipp,ENG,MF,Leicester City,24,2000,4,3,266,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.02,0.0,0.02,0.1,0.02,0.1,0.04,4,9,3,0.0,0.04
352,William Smallbone,IRL,MF,Southampton,24,2000,3,3,218,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.13,0.3,0.13,0.3,0.12,0.6,0.25,2,8,12,0.0,0.25
353,Adam Smith,ENG,DF,Bournemouth,33,1991,5,2,176,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.1,0.03,0.1,0.03,2,2,1,0.0,0.03
354,Emile Smith Rowe,ENG,MF,Fulham,24,2000,6,6,444,4.9,2,0.41,1,0.2,3,0.61,2,0.41,0,0,0,0,1.5,0.3,1.5,0.3,0.4,0.08,1.9,0.38,15,29,28,0.61,0.38
355,Dominic Solanke,ENG,FW,Tottenham,27,1997,4,4,357,4.0,2,0.5,0,0.0,2,0.5,2,0.5,0,0,0,0,3.4,0.87,3.4,0.87,0.2,0.06,3.7,0.93,9,8,17,0.5,0.93
356,Carlos Soler,ESP,MF,West Ham,27,1997,3,0,103,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.2,0.14,0.2,0.14,0.0,0.04,0.2,0.18,1,7,2,0.0,0.18
357,Ramón Sosa,PAR,"MF,FW",Nott'ham Forest,25,1999,3,0,59,0.7,1,1.53,0,0.0,1,1.53,1,1.53,0,0,0,0,0.5,0.83,0.5,0.83,0.2,0.28,0.7,1.11,3,0,3,1.53,1.11
358,Tomáš Souček,CZE,MF,West Ham,29,1995,6,4,369,4.1,2,0.49,0,0.0,2,0.49,2,0.49,0,0,2,0,1.6,0.39,1.6,0.39,0.4,0.1,2.0,0.49,2,13,14,0.49,0.49
359,Boubakary Soumaré,FRA,MF,Leicester City,25,1999,1,0,12,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
360,Djed Spence,ENG,DF,Tottenham,24,2000,3,0,64,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,5,0.0,0.0
361,Jay Stansfield,ENG,MF,Fulham,21,2002,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
362,Jason Steele,ENG,GK,Brighton,34,1990,2,2,180,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
363,Jack Stephens,ENG,DF,Southampton,30,1994,4,4,348,3.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1,0.2,0.06,0.2,0.06,0.0,0.01,0.3,0.07,6,23,0,0.0,0.07
364,Raheem Sterling,ENG,"MF,FW",Arsenal,29,1994,2,0,28,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5,0.0,0.0
365,Ross Stewart,SCO,FW,Southampton,28,1996,2,0,61,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0,0,1,0.0,0.06
366,John Stones,ENG,"DF,MF",Manchester City,30,1994,3,1,137,1.5,1,0.66,0,0.0,1,0.66,1,0.66,0,0,1,0,0.2,0.12,0.2,0.12,0.0,0.0,0.2,0.12,2,2,0,0.66,0.12
367,Jørgen Strand Larsen,NOR,FW,Wolves,24,2000,6,6,474,5.3,1,0.19,1,0.19,2,0.38,1,0.19,0,0,0,0,1.0,0.18,1.0,0.18,0.8,0.15,1.7,0.33,3,5,14,0.38,0.33
368,Yukinari Sugawara,JPN,DF,Southampton,24,2000,5,5,385,4.3,1,0.23,0,0.0,1,0.23,1,0.23,0,0,0,0,0.3,0.06,0.3,0.06,1.1,0.25,1.3,0.3,9,24,18,0.23,0.3
369,Crysencio Summerville,NED,"FW,MF",West Ham,22,2001,5,1,136,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.07,0.1,0.07,0.3,0.18,0.4,0.25,5,0,16,0.0,0.25
370,Sammie Szmodics,IRL,"FW,MF",Ipswich Town,29,1995,6,4,288,3.2,1,0.31,0,0.0,1,0.31,1,0.31,0,0,1,0,1.0,0.31,1.0,0.31,0.0,0.01,1.0,0.32,4,8,14,0.31,0.32
371,Dominik Szoboszlai,HUN,MF,Liverpool,23,2000,6,6,492,5.5,0,0.0,1,0.18,1,0.18,0,0.0,0,0,2,0,1.2,0.22,1.2,0.22,1.0,0.19,2.2,0.41,15,20,23,0.18,0.41
372,James Tarkowski,ENG,DF,Everton,31,1992,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.6,0.1,0.6,0.1,0.4,0.06,1.0,0.17,1,9,0,0.0,0.17
373,Marcus Tavernier,ENG,"FW,MF",Bournemouth,25,1999,5,5,436,4.8,1,0.21,0,0.0,1,0.21,1,0.21,0,0,0,0,2.1,0.43,2.1,0.43,0.8,0.16,2.8,0.59,11,30,34,0.21,0.59
374,Charlie Taylor,ENG,DF,Southampton,31,1993,2,1,105,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,3,0.0,0.0
375,Jack Taylor,IRL,MF,Ipswich Town,26,1998,4,0,97,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,1,7,3,0.0,0.04
376,Kenny Tete,NED,DF,Fulham,28,1995,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.7,0.12,0.7,0.12,0.0,0.01,0.8,0.13,17,17,16,0.0,0.13
377,Youri Tielemans,BEL,MF,Aston Villa,27,1997,6,6,533,5.9,0,0.0,2,0.34,2,0.34,0,0.0,0,0,1,0,0.2,0.04,0.2,0.04,1.5,0.25,1.7,0.28,6,42,6,0.34,0.28
378,Jurriën Timber,NED,DF,Arsenal,23,2001,6,5,448,5.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0,2,0,0.3,0.06,0.3,0.06,0.4,0.09,0.7,0.14,7,17,17,0.2,0.14
379,Jean-Clair Todibo,FRA,DF,West Ham,24,1999,3,1,98,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.09,0.1,0.09,0.0,0.0,0.1,0.09,0,1,1,0.0,0.09
380,Harry Toffolo,ENG,DF,Nott'ham Forest,29,1995,1,0,37,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0,1,4,0.0,0.04
381,Sandro Tonali,ITA,MF,Newcastle Utd,24,2000,4,1,161,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.5,0.26,0.5,0.26,0.1,0.08,0.6,0.33,0,10,4,0.0,0.33
382,Pau Torres,ESP,DF,Aston Villa,27,1997,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,17,3,0.0,0.0
383,Adama Traoré,ESP,FW,Fulham,28,1996,6,6,466,5.2,1,0.19,2,0.39,3,0.58,1,0.19,0,0,2,0,1.2,0.22,1.2,0.22,1.6,0.31,2.8,0.53,29,18,38,0.58,0.53
384,Mark Travers,IRL,GK,Bournemouth,25,1999,1,1,90,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
385,Ryan Trevitt,ENG,MF,Brentford,21,2003,1,0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0
386,Kieran Trippier,ENG,DF,Newcastle Utd,34,1990,4,2,210,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,5,13,8,0.0,0.02
387,Leandro Trossard,BEL,FW,Arsenal,29,1994,6,4,307,3.4,2,0.59,0,0.0,2,0.59,2,0.59,0,0,2,1,1.5,0.43,1.5,0.43,0.5,0.16,2.0,0.59,8,14,17,0.59,0.59
388,Kostas Tsimikas,GRE,DF,Liverpool,28,1996,3,0,36,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,3,0.0,0.0
389,Axel Tuanzebe,COD,DF,Ipswich Town,26,1997,6,6,512,5.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.03,0.2,0.03,0.2,0.04,0.4,0.07,3,16,2,0.0,0.07
390,Destiny Udogie,ITA,DF,Tottenham,21,2002,6,6,477,5.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.03,0.1,0.03,0.1,0.02,0.2,0.05,17,31,27,0.0,0.05
391,Manuel Ugarte Ribeiro,URU,MF,Manchester Utd,23,2001,3,1,105,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0.0,0.0
392,Lesley Ugochukwu,FRA,MF,Southampton,20,2004,2,1,95,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.2,0.2,0.2,0.0,0.03,0.2,0.23,1,1,0,0.0,0.23
393,Enes Ünal,TUR,FW,Bournemouth,27,1997,2,0,23,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.48,0.1,0.48,0.0,0.19,0.2,0.67,0,2,1,0.0,0.67
394,Virgil van Dijk,NED,DF,Liverpool,33,1991,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.03,0.2,0.03,0.0,0.01,0.2,0.03,1,25,0,0.0,0.03
395,Jamie Vardy,ENG,FW,Leicester City,37,1987,6,6,500,5.6,2,0.36,0,0.0,2,0.36,2,0.36,0,0,2,0,1.4,0.26,1.4,0.26,0.2,0.04,1.7,0.3,4,7,19,0.36,0.3
396,Renato Veiga,POR,"MF,DF",Chelsea,21,2003,4,1,130,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,4,5,1,0.0,0.03
397,Joël Veltman,NED,DF,Brighton,32,1992,5,5,431,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.01,0.1,0.01,0.1,0.02,0.2,0.04,11,18,9,0.0,0.04
398,Micky van de Ven,NED,DF,Tottenham,23,2001,5,5,440,4.9,0,0.0,2,0.41,2,0.41,0,0.0,0,0,2,0,0.1,0.02,0.1,0.02,1.2,0.24,1.3,0.26,4,27,1,0.41,0.26
399,Bart Verbruggen,NED,GK,Brighton,22,2002,4,4,360,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
400,Jannik Vestergaard,DEN,DF,Leicester City,32,1992,2,2,180,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0
401,Guglielmo Vicario,ITA,GK,Tottenham,27,1996,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
402,Kyle Walker,ENG,DF,Manchester City,34,1990,4,3,260,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.05,0.1,0.05,0.3,0.1,0.4,0.15,6,24,1,0.0,0.15
403,Kyle Walker-Peters,ENG,DF,Southampton,27,1997,4,4,350,3.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.05,0.2,0.05,0.0,0.0,0.2,0.06,21,25,14,0.0,0.06
404,Christian Walton,ENG,GK,Ipswich Town,28,1995,1,1,90,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
405,Aaron Wan-Bissaka,ENG,"DF,MF",West Ham,26,1997,5,4,389,4.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.01,0.0,0.01,0.3,0.06,0.3,0.06,13,17,14,0.0,0.06
406,James Ward-Prowse,ENG,MF,West Ham,29,1994,1,0,18,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0.0,0.0
407,James Ward-Prowse,ENG,MF,Nott'ham Forest,29,1994,3,3,209,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0,7,0,0.0,0.01
408,Ollie Watkins,ENG,FW,Aston Villa,28,1995,6,6,440,4.9,4,0.82,2,0.41,6,1.23,4,0.82,0,0,0,0,3.5,0.72,3.5,0.72,0.7,0.14,4.2,0.85,6,3,24,1.23,0.85
409,Adam Webster,ENG,DF,Brighton,29,1995,2,1,71,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1,0.0,0.0
410,Danny Welbeck,ENG,FW,Brighton,33,1990,6,6,506,5.6,3,0.53,1,0.18,4,0.71,3,0.53,0,0,1,0,2.4,0.42,2.4,0.42,0.3,0.05,2.6,0.47,4,13,24,0.71,0.47
411,Timo Werner,GER,"FW,MF",Tottenham,28,1996,4,1,117,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.6,0.47,0.6,0.47,0.1,0.04,0.7,0.51,12,5,27,0.0,0.51
412,Adam Wharton,ENG,MF,Crystal Palace,20,2004,6,6,476,5.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.03,0.2,0.03,0.6,0.11,0.8,0.14,5,50,6,0.0,0.14
413,Ben White,ENG,DF,Arsenal,26,1997,5,4,405,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.02,0.1,0.02,0.0,0.0,0.1,0.02,1,19,8,0.0,0.02
414,Mats Wieffer,NED,MF,Brighton,24,1999,3,2,175,1.9,0,0.0,1,0.51,1,0.51,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.05,3,14,1,0.51,0.05
415,Neco Williams,WAL,DF,Nott'ham Forest,23,2001,6,3,333,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.4,0.12,0.4,0.12,0.2,0.06,0.7,0.18,9,5,14,0.0,0.18
416,Joe Willock,ENG,"MF,FW",Newcastle Utd,25,1999,4,1,126,1.4,0,0.0,1,0.71,1,0.71,0,0.0,0,0,0,0,0.2,0.12,0.2,0.12,0.6,0.46,0.8,0.58,7,8,12,0.71,0.58
417,Harry Wilson,WAL,FW,Fulham,27,1997,3,0,39,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,6,0.0,0.0
418,Harry Winks,ENG,MF,Leicester City,28,1996,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.3,0.05,0.3,0.05,5,27,4,0.0,0.05
419,Yoane Wissa,COD,FW,Brentford,28,1996,4,4,289,3.2,3,0.93,1,0.31,4,1.25,3,0.93,0,0,1,0,2.4,0.76,2.4,0.76,0.3,0.1,2.8,0.86,6,7,11,1.25,0.86
420,Chris Wood,NZL,FW,Nott'ham Forest,32,1991,6,6,477,5.3,3,0.57,0,0.0,3,0.57,2,0.38,1,1,1,0,2.3,0.44,1.5,0.29,0.7,0.14,2.3,0.43,4,7,14,0.38,0.58
421,Luke Woolfenden,ENG,DF,Ipswich Town,25,1998,3,3,270,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,2,6,0,0.0,0.01
422,Yehor Yarmoliuk,UKR,MF,Brentford,20,2004,3,1,100,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.08,0.1,0.08,0.0,0.03,0.1,0.1,1,2,3,0.0,0.1
423,Ryan Yates,ENG,MF,Nott'ham Forest,26,1997,6,2,359,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.3,0.07,0.3,0.07,0.4,0.1,0.7,0.17,8,8,2,0.0,0.17
424,Ashley Young,ENG,DF,Everton,39,1985,4,4,335,3.7,0,0.0,2,0.54,2,0.54,0,0.0,0,0,1,1,0.0,0.0,0.0,0.0,0.2,0.05,0.2,0.05,4,23,5,0.54,0.05
425,Illia Zabarnyi,UKR,DF,Bournemouth,22,2002,5,5,450,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.04,0.2,0.04,0.1,0.02,0.3,0.06,1,19,1,0.0,0.06
426,Oleksandr Zinchenko,UKR,DF,Arsenal,27,1996,2,1,79,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2,0.0,0.0
427,Joshua Zirkzee,NED,FW,Manchester Utd,23,2001,6,4,355,3.9,1,0.25,0,0.0,1,0.25,1,0.25,0,0,1,0,2.4,0.62,2.4,0.62,0.3,0.09,2.8,0.7,2,10,17,0.25,0.7
428,Martin Ødegaard,NOR,MF,Arsenal,25,1998,3,3,253,2.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.4,0.16,0.4,0.16,0.3,0.1,0.7,0.26,8,19,11,0.0,0.26
