Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
331,Mohamed Salah,EGY,FW,Liverpool,32,1992,5.9,265,5,16,84,167,57,264,23,12,52.2,11,47.8,192,1191,493,26,5,25,15,13,240,73
332,William Saliba,FRA,DF,Arsenal,23,2001,6.0,381,41,172,202,9,1,381,2,2,100.0,0,0.0,221,944,467,3,1,0,2,2,273,0
333,Robert Sánchez,ESP,GK,Chelsea,26,1997,6.0,288,217,286,2,0,0,288,0,0,0.0,0,0.0,189,963,633,0,0,0,0,0,174,0
334,Jadon Sancho,ENG,FW,Chelsea,24,2000,1.9,89,3,20,27,43,8,89,14,9,64.3,5,35.7,63,392,186,6,2,4,5,1,65,15
335,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,26,1997,2.4,146,4,36,92,20,6,146,0,0,0.0,0,0.0,60,231,67,0,2,0,2,1,76,2
336,Pablo Sarabia,ESP,"FW,MF",Wolves,32,1992,0.3,36,0,4,19,13,3,36,4,3,75.0,1,25.0,18,91,62,2,1,0,0,0,21,2
337,Jeremy Sarmiento,ECU,MF,Brighton,22,2002,0.1,8,0,0,6,2,0,8,0,0,0.0,0,0.0,6,61,10,0,0,0,1,0,7,2
338,Ismaila Sarr,SEN,"FW,MF",Crystal Palace,26,1998,1.5,74,3,7,26,42,12,74,5,1,20.0,2,40.0,46,259,115,2,3,2,4,5,56,18
339,Sávio,BRA,FW,Manchester City,20,2004,3.2,211,1,8,30,177,33,211,20,9,45.0,5,25.0,151,1209,782,32,8,21,12,4,162,47
340,Kevin Schade,GER,"FW,MF",Brentford,22,2001,3.3,108,6,14,34,62,12,108,12,3,25.0,6,50.0,71,487,221,10,5,3,7,5,80,26
341,Fabian Schär,SUI,DF,Newcastle Utd,32,1991,3.3,231,41,134,79,19,6,231,0,0,0.0,0,0.0,147,615,341,0,0,0,0,0,161,4
342,Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,31,1992,0.4,34,0,4,16,16,3,34,1,1,100.0,0,0.0,15,91,41,2,1,1,5,0,20,4
343,Alex Scott,ENG,MF,Bournemouth,21,2003,1.8,115,8,30,55,31,1,115,6,0,0.0,5,83.3,60,294,127,1,1,0,4,2,67,7
344,Matz Sels,BEL,GK,Nott'ham Forest,32,1992,6.0,177,129,174,3,0,0,177,0,0,0.0,0,0.0,103,552,284,0,0,0,0,0,94,0
345,Nélson Semedo,POR,DF,Wolves,30,1993,3.7,188,15,59,90,41,1,188,10,6,60.0,4,40.0,96,572,290,5,2,1,3,0,103,5
346,Antoine Semenyo,GHA,FW,Bournemouth,24,2000,4.8,202,5,38,58,113,28,202,19,7,36.8,10,52.6,123,1050,496,17,11,10,8,9,142,38
347,Marcos Senesi,ARG,DF,Bournemouth,27,1997,2.8,172,22,91,67,14,4,172,2,1,50.0,1,50.0,88,529,273,1,4,0,0,2,97,0
348,Bernardo Silva,POR,"MF,FW",Manchester City,30,1994,5.1,332,4,33,103,198,42,332,10,3,30.0,7,70.0,194,1145,630,19,9,14,3,7,257,44
349,Jota Silva,POR,"MF,FW",Nott'ham Forest,25,1999,1.0,45,4,18,11,18,7,45,4,0,0.0,3,75.0,21,97,65,3,0,3,5,0,22,6
350,Luis Sinisterra,COL,FW,Bournemouth,25,1999,1.7,87,5,7,23,57,13,87,9,3,33.3,5,55.6,49,294,105,7,2,4,4,1,55,14
351,Oliver Skipp,ENG,MF,Leicester City,24,2000,3.0,135,9,31,85,21,0,135,6,3,50.0,3,50.0,80,323,161,4,3,0,3,3,91,3
352,William Smallbone,IRL,MF,Southampton,24,2000,2.4,152,5,18,63,72,11,152,1,1,100.0,0,0.0,61,237,128,2,5,0,7,2,93,12
353,Adam Smith,ENG,DF,Bournemouth,33,1991,2.0,74,3,28,32,15,0,74,3,1,33.3,0,0.0,28,155,71,2,1,0,1,1,22,1
354,Emile Smith Rowe,ENG,MF,Fulham,24,2000,4.9,277,9,39,135,106,17,277,7,0,0.0,5,71.4,186,1104,621,15,10,4,7,4,217,28
355,Dominic Solanke,ENG,FW,Tottenham,27,1997,4.0,119,5,8,51,61,26,119,8,5,62.5,3,37.5,70,319,160,9,3,6,11,6,87,17
356,Carlos Soler,ESP,MF,West Ham,27,1997,1.1,56,3,17,25,14,2,56,2,1,50.0,1,50.0,34,151,54,1,2,0,0,3,37,2
357,Ramón Sosa,PAR,"MF,FW",Nott'ham Forest,25,1999,0.7,35,2,8,8,20,3,35,2,1,50.0,1,50.0,16,125,58,3,3,2,1,0,17,3
358,Tomáš Souček,CZE,MF,West Ham,29,1995,4.1,169,13,41,73,56,28,169,1,0,0.0,1,100.0,66,194,84,2,3,1,3,3,102,14
359,Boubakary Soumaré,FRA,MF,Leicester City,25,1999,0.1,4,0,1,2,1,0,4,0,0,0.0,0,0.0,2,7,0,0,0,0,1,0,2,0
360,Djed Spence,ENG,DF,Tottenham,24,2000,0.7,44,1,11,20,14,1,44,5,1,20.0,4,80.0,31,198,108,3,3,0,0,0,33,5
361,Jay Stansfield,ENG,MF,Fulham,21,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
362,Jason Steele,ENG,GK,Brighton,34,1990,2.0,114,107,114,0,0,0,114,0,0,0.0,0,0.0,91,361,151,0,0,0,0,0,83,0
363,Jack Stephens,ENG,DF,Southampton,30,1994,3.9,347,25,114,193,41,3,347,2,0,0.0,2,100.0,206,1083,636,6,7,0,1,0,276,0
364,Raheem Sterling,ENG,"MF,FW",Arsenal,29,1994,0.3,13,0,0,2,11,2,13,2,1,50.0,0,0.0,12,105,47,3,0,3,0,1,13,5
365,Ross Stewart,SCO,FW,Southampton,28,1996,0.7,20,1,2,11,7,1,20,0,0,0.0,0,0.0,7,17,6,0,0,0,0,3,14,1
366,John Stones,ENG,"DF,MF",Manchester City,30,1994,1.5,79,7,20,39,21,2,79,0,0,0.0,0,0.0,40,304,144,2,5,0,0,0,57,0
367,Jørgen Strand Larsen,NOR,FW,Wolves,24,2000,5.3,118,7,16,58,44,18,118,3,2,66.7,1,33.3,49,172,69,3,1,3,16,3,83,14
368,Yukinari Sugawara,JPN,DF,Southampton,24,2000,4.3,322,18,88,129,106,6,322,6,3,50.0,2,33.3,177,858,518,9,9,1,1,0,222,18
369,Crysencio Summerville,NED,"FW,MF",West Ham,22,2001,1.5,71,1,6,30,35,6,71,5,1,20.0,3,60.0,41,296,153,5,2,1,2,4,42,16
370,Sammie Szmodics,IRL,"FW,MF",Ipswich Town,29,1995,3.2,76,2,17,32,27,7,76,2,1,50.0,1,50.0,51,301,89,4,2,2,8,4,55,14
371,Dominik Szoboszlai,HUN,MF,Liverpool,23,2000,5.5,342,3,37,191,118,16,342,6,4,66.7,2,33.3,195,928,528,15,10,4,11,3,260,23
372,James Tarkowski,ENG,DF,Everton,31,1992,6.0,285,59,156,110,24,14,285,2,0,0.0,2,100.0,112,515,198,1,2,0,3,0,144,0
373,Marcus Tavernier,ENG,"FW,MF",Bournemouth,25,1999,4.8,250,3,24,96,135,14,250,12,5,41.7,7,58.3,120,771,411,11,10,2,8,12,147,34
374,Charlie Taylor,ENG,DF,Southampton,31,1993,1.2,88,9,28,47,13,1,88,1,1,100.0,0,0.0,36,159,73,2,1,0,0,0,58,3
375,Jack Taylor,IRL,MF,Ipswich Town,26,1998,1.1,72,10,29,33,11,0,72,0,0,0.0,0,0.0,39,247,167,1,2,0,1,0,48,3
376,Kenny Tete,NED,DF,Fulham,28,1995,6.0,367,18,102,158,108,17,367,8,3,37.5,2,25.0,188,944,511,17,10,6,9,4,209,16
377,Youri Tielemans,BEL,MF,Aston Villa,27,1997,5.9,461,18,86,282,96,5,461,11,7,63.6,3,27.3,275,1056,473,6,8,1,5,5,344,6
378,Jurriën Timber,NED,DF,Arsenal,23,2001,5.0,254,17,63,112,82,11,254,10,6,60.0,4,40.0,117,546,213,7,1,3,3,2,129,17
379,Jean-Clair Todibo,FRA,DF,West Ham,24,1999,1.1,76,10,42,29,5,2,76,2,1,50.0,1,50.0,43,183,77,0,1,0,2,2,44,1
380,Harry Toffolo,ENG,DF,Nott'ham Forest,29,1995,0.4,36,3,6,10,20,2,36,0,0,0.0,0,0.0,8,14,7,0,0,0,0,0,16,4
381,Sandro Tonali,ITA,MF,Newcastle Utd,24,2000,1.8,72,6,15,36,22,4,72,4,1,25.0,3,75.0,46,217,59,0,1,0,3,0,48,4
382,Pau Torres,ESP,DF,Aston Villa,27,1997,6.0,440,44,168,241,33,1,440,5,5,100.0,0,0.0,313,1920,1178,15,10,0,1,2,335,3
383,Adama Traoré,ESP,FW,Fulham,28,1996,5.2,221,0,13,85,130,26,221,38,21,55.3,12,31.6,163,1373,780,29,10,13,8,3,180,38
384,Mark Travers,IRL,GK,Bournemouth,25,1999,1.0,20,15,20,0,0,0,20,0,0,0.0,0,0.0,14,86,17,0,0,0,0,0,12,0
385,Ryan Trevitt,ENG,MF,Brentford,21,2003,0.0,7,1,2,4,1,0,7,0,0,0.0,0,0.0,4,7,2,0,0,0,0,0,4,1
386,Kieran Trippier,ENG,DF,Newcastle Utd,34,1990,2.3,173,9,58,61,56,3,173,1,1,100.0,0,0.0,81,309,170,5,1,3,0,1,96,8
387,Leandro Trossard,BEL,FW,Arsenal,29,1994,3.4,130,1,19,39,74,21,130,10,3,30.0,6,60.0,73,474,173,8,6,2,4,9,89,17
388,Kostas Tsimikas,GRE,DF,Liverpool,28,1996,0.4,36,1,11,17,8,0,36,0,0,0.0,0,0.0,17,95,56,1,1,0,0,1,25,3
389,Axel Tuanzebe,COD,DF,Ipswich Town,26,1997,5.7,279,36,117,120,45,6,279,3,2,66.7,1,33.3,124,521,235,3,1,1,3,0,145,2
390,Destiny Udogie,ITA,DF,Tottenham,21,2002,5.3,376,12,71,158,150,17,376,7,3,42.9,4,57.1,201,1084,589,17,15,3,7,8,243,27
391,Manuel Ugarte Ribeiro,URU,MF,Manchester Utd,23,2001,1.2,68,7,25,38,5,0,68,2,0,0.0,0,0.0,36,144,34,0,0,0,1,3,45,3
392,Lesley Ugochukwu,FRA,MF,Southampton,20,2004,1.1,42,1,10,25,7,1,42,1,0,0.0,1,100.0,18,82,34,1,0,0,0,1,27,0
393,Enes Ünal,TUR,FW,Bournemouth,27,1997,0.3,8,0,0,2,6,1,8,0,0,0.0,0,0.0,3,8,0,0,0,0,0,0,6,1
394,Virgil van Dijk,NED,DF,Liverpool,33,1991,6.0,528,77,256,259,14,7,528,0,0,0.0,0,0.0,289,1251,612,1,5,0,0,1,357,0
395,Jamie Vardy,ENG,FW,Leicester City,37,1987,5.6,103,4,8,59,38,13,103,4,2,50.0,1,25.0,47,189,59,4,3,1,11,4,66,19
396,Renato Veiga,POR,"MF,DF",Chelsea,21,2003,1.4,120,2,53,54,15,2,120,3,3,100.0,0,0.0,61,307,119,4,3,1,1,0,81,1
397,Joël Veltman,NED,DF,Brighton,32,1992,4.8,316,12,91,168,57,4,316,3,1,33.3,1,33.3,140,733,407,11,6,2,3,3,182,9
398,Micky van de Ven,NED,DF,Tottenham,23,2001,4.9,408,33,170,220,23,5,408,2,0,0.0,2,100.0,289,1334,711,4,7,1,3,3,305,1
399,Bart Verbruggen,NED,GK,Brighton,22,2002,4.0,164,123,162,2,0,0,164,0,0,0.0,0,0.0,114,370,194,0,0,0,0,0,115,0
400,Jannik Vestergaard,DEN,DF,Leicester City,32,1992,2.0,108,25,77,29,2,2,108,0,0,0.0,0,0.0,62,216,138,0,0,0,0,0,75,0
401,Guglielmo Vicario,ITA,GK,Tottenham,27,1996,6.0,236,141,229,7,0,0,236,1,1,100.0,0,0.0,184,989,551,0,0,0,0,0,155,0
402,Kyle Walker,ENG,DF,Manchester City,34,1990,2.9,280,6,51,111,122,1,280,1,1,100.0,0,0.0,168,774,469,6,9,0,6,0,198,1
403,Kyle Walker-Peters,ENG,DF,Southampton,27,1997,3.9,308,10,76,149,84,9,308,17,7,41.2,8,47.1,197,1367,691,21,6,5,0,10,232,14
404,Christian Walton,ENG,GK,Ipswich Town,28,1995,1.0,45,39,45,0,0,0,45,0,0,0.0,0,0.0,26,95,48,0,0,0,0,0,21,0
405,Aaron Wan-Bissaka,ENG,"DF,MF",West Ham,26,1997,4.3,225,19,62,87,80,5,225,13,6,46.2,4,30.8,110,891,463,13,4,3,5,8,116,14
406,James Ward-Prowse,ENG,MF,West Ham,29,1994,0.2,16,0,3,11,2,0,16,0,0,0.0,0,0.0,6,38,30,1,0,0,0,0,8,0
407,James Ward-Prowse,ENG,MF,Nott'ham Forest,29,1994,2.3,108,6,23,68,19,0,108,0,0,0.0,0,0.0,49,185,38,0,1,0,1,1,55,0
408,Ollie Watkins,ENG,FW,Aston Villa,28,1995,4.9,105,0,3,35,68,26,105,8,0,0.0,7,87.5,68,283,126,6,6,4,14,11,89,24
409,Adam Webster,ENG,DF,Brighton,29,1995,0.8,80,5,35,42,3,1,80,0,0,0.0,0,0.0,56,333,205,0,0,0,0,0,67,1
410,Danny Welbeck,ENG,FW,Brighton,33,1990,5.6,163,2,8,76,79,25,163,10,4,40.0,6,60.0,92,422,132,4,3,2,10,8,120,24
411,Timo Werner,GER,"FW,MF",Tottenham,28,1996,1.3,93,0,6,26,64,11,93,9,3,33.3,5,55.6,59,501,309,12,6,5,3,2,71,27
412,Adam Wharton,ENG,MF,Crystal Palace,20,2004,5.3,363,8,79,199,88,5,363,7,1,14.3,6,85.7,199,827,448,5,8,1,4,9,239,6
413,Ben White,ENG,DF,Arsenal,26,1997,4.5,224,18,69,113,43,3,224,2,0,0.0,1,50.0,109,392,203,1,3,1,4,1,133,8
414,Mats Wieffer,NED,MF,Brighton,24,1999,1.9,173,8,48,96,30,1,173,4,1,25.0,3,75.0,105,486,217,3,4,0,1,5,119,1
415,Neco Williams,WAL,DF,Nott'ham Forest,23,2001,3.7,175,19,70,63,49,8,175,5,2,40.0,1,20.0,75,416,224,9,3,2,1,5,81,14
416,Joe Willock,ENG,"MF,FW",Newcastle Utd,25,1999,1.4,51,1,5,21,27,5,51,4,2,50.0,1,25.0,41,290,100,7,3,2,3,2,46,12
417,Harry Wilson,WAL,FW,Fulham,27,1997,0.4,24,0,4,11,10,6,24,0,0,0.0,0,0.0,14,76,21,2,1,3,5,0,17,6
418,Harry Winks,ENG,MF,Leicester City,28,1996,6.0,345,15,103,206,42,0,345,4,1,25.0,3,75.0,192,954,433,5,3,0,5,2,233,4
419,Yoane Wissa,COD,FW,Brentford,28,1996,3.2,106,2,11,54,44,18,106,4,2,50.0,0,0.0,72,492,248,6,4,2,8,2,81,11
420,Chris Wood,NZL,FW,Nott'ham Forest,32,1991,5.3,129,5,13,65,51,15,128,3,1,33.3,1,33.3,72,305,81,4,2,2,12,2,105,14
421,Luke Woolfenden,ENG,DF,Ipswich Town,25,1998,3.0,183,55,115,64,4,2,183,0,0,0.0,0,0.0,105,461,219,2,2,0,0,0,119,0
422,Yehor Yarmoliuk,UKR,MF,Brentford,20,2004,1.1,91,9,30,40,24,0,91,2,1,50.0,1,50.0,46,239,57,1,4,0,4,2,53,3
423,Ryan Yates,ENG,MF,Nott'ham Forest,26,1997,4.0,215,14,56,99,63,12,215,7,3,42.9,3,42.9,110,632,322,8,8,1,7,4,131,2
424,Ashley Young,ENG,DF,Everton,39,1985,3.7,223,11,67,100,58,0,223,3,2,66.7,1,33.3,92,440,280,4,4,0,1,0,116,5
425,Illia Zabarnyi,UKR,DF,Bournemouth,22,2002,5.0,297,48,155,140,4,2,297,1,0,0.0,0,0.0,151,909,560,1,1,0,2,1,172,1
426,Oleksandr Zinchenko,UKR,DF,Arsenal,27,1996,0.9,69,5,20,37,13,2,69,1,1,100.0,0,0.0,33,232,64,1,2,0,1,1,37,2
427,Joshua Zirkzee,NED,FW,Manchester Utd,23,2001,3.9,136,5,17,59,62,16,136,9,5,55.6,4,44.4,71,242,98,2,3,1,10,3,92,17
428,Martin Ødegaard,NOR,MF,Arsenal,25,1998,2.8,127,1,11,55,64,16,127,9,5,55.6,4,44.4,83,575,216,8,2,5,2,6,94,11
