Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
91,Kiernan Dewsbury-Hall,ENG,MF,Chelsea,26,1998,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
92,Amad Diallo,CIV,FW,Manchester Utd,22,2002,3.8,1,6,2,33.3,1.58,0.53,0.17,0.5,18.8,0,0,0,0.4,0.4,0.07,0.6,0.6
93,Rúben Dias,POR,DF,Manchester City,27,1997,5.1,0,7,1,14.3,1.38,0.2,0.0,0.0,20.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5
94,Luis Díaz,COL,FW,Liverpool,27,1997,4.8,5,14,8,57.1,2.94,1.68,0.36,0.63,12.7,0,0,0,2.6,2.6,0.19,2.4,2.4
95,Tyler Dibling,ENG,"FW,MF",Southampton,18,2006,2.3,1,4,3,75.0,1.75,1.31,0.25,0.33,21.2,0,0,0,0.8,0.8,0.2,0.2,0.2
96,Lucas Digne,FRA,DF,Aston Villa,31,1993,4.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
97,Issa Diop,FRA,DF,Fulham,27,1997,3.1,0,1,0,0.0,0.32,0.0,0.0,0.0,5.7,0,0,0,0.2,0.2,0.17,-0.2,-0.2
98,Axel Disasi,FRA,DF,Chelsea,26,1998,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
99,Roman Dixon,ENG,DF,Everton,19,2004,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
100,Matt Doherty,IRL,DF,Wolves,32,1992,2.3,0,2,0,0.0,0.86,0.0,0.0,0.0,11.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
101,Jeremy Doku,BEL,FW,Manchester City,22,2002,3.4,0,5,1,20.0,1.47,0.29,0.0,0.0,21.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
102,Nicolás Domínguez,ARG,"FW,MF",Nott'ham Forest,26,1998,1.8,0,2,0,0.0,1.11,0.0,0.0,0.0,20.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
103,Abdoulaye Doucouré,MLI,MF,Everton,31,1993,3.4,0,3,0,0.0,0.88,0.0,0.0,0.0,16.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
104,Cheick Doucouré,MLI,MF,Crystal Palace,24,2000,1.0,0,2,0,0.0,1.94,0.0,0.0,0.0,21.8,0,0,0,0.0,0.0,0.02,0.0,0.0
105,Flynn Downes,ENG,MF,Southampton,25,1999,5.0,0,3,0,0.0,0.6,0.0,0.0,0.0,21.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2
106,Tommy Doyle,ENG,MF,Wolves,22,2001,0.8,0,2,0,0.0,2.61,0.0,0.0,0.0,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0
107,Radu Drăgușin,ROU,DF,Tottenham,22,2002,1.1,0,1,0,0.0,0.9,0.0,0.0,0.0,11.5,0,0,0,0.0,0.0,0.02,0.0,0.0
108,Lewis Dunk,ENG,DF,Brighton,32,1991,5.8,0,2,0,0.0,0.34,0.0,0.0,0.0,15.4,1,0,0,0.2,0.2,0.08,-0.2,-0.2
109,Jhon Durán,COL,FW,Aston Villa,20,2003,1.8,4,10,5,50.0,5.52,2.76,0.4,0.8,12.6,0,0,0,2.1,2.1,0.21,1.9,1.9
110,Ederson,BRA,GK,Manchester City,31,1993,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
111,George Edmundson,ENG,DF,Ipswich Town,27,1997,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
112,Odsonne Édouard,FRA,"MF,FW",Crystal Palace,26,1998,1.3,0,5,1,20.0,3.91,0.78,0.0,0.0,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
113,Odsonne Édouard,FRA,"FW,MF",Leicester City,26,1998,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
114,Samuel Edozie,ENG,"DF,FW",Southampton,21,2003,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
115,Anthony Elanga,SWE,FW,Nott'ham Forest,22,2002,3.9,0,7,3,42.9,1.79,0.77,0.0,0.0,17.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
116,Harvey Elliott,ENG,FW,Liverpool,21,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
117,Yunus Emre Konak,TUR,"MF,FW",Brentford,18,2006,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
118,Julio Enciso,PAR,"MF,FW",Brighton,20,2004,0.7,0,4,2,50.0,5.81,2.9,0.0,0.0,26.2,1,0,0,0.2,0.2,0.04,-0.2,-0.2
119,Wataru Endo,JPN,MF,Liverpool,31,1993,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
120,Christian Eriksen,DEN,MF,Manchester Utd,32,1992,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
121,Pervis Estupiñán,ECU,DF,Brighton,26,1998,2.1,0,3,0,0.0,1.42,0.0,0.0,0.0,32.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
122,Evanilson,BRA,FW,Bournemouth,24,1999,3.1,0,8,2,25.0,2.59,0.65,0.0,0.0,16.2,0,0,1,2.0,1.2,0.15,-2.0,-1.2
123,Jonny Evans,NIR,DF,Manchester Utd,36,1988,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
124,Eberechi Eze,ENG,"MF,FW",Crystal Palace,26,1998,6.0,1,25,7,28.0,4.17,1.17,0.04,0.14,19.8,4,0,0,2.3,2.3,0.09,-1.3,-1.3
125,Łukasz Fabiański,POL,GK,West Ham,39,1985,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
126,Wout Faes,BEL,DF,Leicester City,26,1998,6.0,1,4,1,25.0,0.67,0.17,0.25,1.0,8.8,0,0,0,0.4,0.4,0.1,0.6,0.6
127,Abdul Fatawu Issahaku,GHA,FW,Leicester City,20,2004,3.0,0,6,2,33.3,2.01,0.67,0.0,0.0,36.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
128,João Félix,POR,"MF,FW",Chelsea,24,1999,1.2,1,5,2,40.0,4.02,1.61,0.2,0.5,18.9,0,0,0,0.5,0.5,0.1,0.5,0.5
129,Evan Ferguson,IRL,FW,Brighton,19,2004,0.3,0,2,0,0.0,7.2,0.0,0.0,0.0,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
130,Bruno Fernandes,POR,"MF,FW",Manchester Utd,30,1994,5.3,0,17,3,17.6,3.19,0.56,0.0,0.0,19.3,0,0,0,1.9,1.9,0.11,-1.9,-1.9
131,Mateus Fernandes,POR,MF,Southampton,20,2004,2.5,0,3,1,33.3,1.18,0.39,0.0,0.0,10.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3
132,Enzo Fernández,ARG,MF,Chelsea,23,2001,4.8,0,3,1,33.3,0.63,0.21,0.0,0.0,14.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
