Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
61,Diego Carlos,br BRA,DF,Aston Villa,31-199,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
62,Fabio Carvalho,pt POR,"FW,MF",Brentford,22-031,2002,6,2,230,2.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,5,7,6,0.00,0.39,0.39,0.00,0.39,0.04,0.21,0.25,0.04,0.25,Matches
63,Casemiro,br BRA,MF,Manchester Utd,32-220,1992,5,3,274,3.0,0,0,0,0,0,0,0,0,0.4,0.4,1.2,1.6,1,15,4,0.00,0.00,0.00,0.00,0.00,0.14,0.40,0.54,0.14,0.54,Matches
64,Matty Cash,pl POL,DF,Aston Villa,27-054,1997,2,2,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
65,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,27-227,1997,5,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
66,Federico Chiesa,it ITA,FW,Liverpool,26-341,1997,1,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,2,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76,Matches
67,Chiquinho,pt POR,MF,Wolves,24-238,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42,Matches
68,Hamza Choudhury,eng ENG,MF,Leicester City,26-365,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
69,Ryan Christie,sct SCO,MF,Bournemouth,29-221,1995,5,4,292,3.2,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,4,21,10,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.10,0.02,0.10,Matches
70,Jack Clarke,eng ENG,FW,Ipswich Town,23-312,2000,4,1,160,1.8,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.0,3,4,11,0.00,0.56,0.56,0.00,0.56,0.14,0.42,0.56,0.14,0.56,Matches
71,Nathaniel Clyne,eng ENG,DF,Crystal Palace,33-178,1991,2,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
