stat_id,player_id,ninety_s,att,live,dead,fk,tb,sw,crs,ti,ck,inn,outt,str,cmp,off,blocks
,,3.7,175,165,10,10,0,0,0,0,0,0,0,0,162,0,1
,,1.6,42,41,1,1,0,0,0,0,0,0,0,0,30,0,1
,,0.7,45,34,11,2,0,0,2,9,0,0,0,0,37,0,3
,,3.7,197,193,4,2,1,1,1,2,0,0,0,0,173,0,5
,,3.5,256,218,38,11,2,3,33,3,23,10,5,0,203,0,4
,,2.6,67,63,2,0,0,0,4,2,0,0,0,0,54,2,2
,,4.0,207,198,9,6,0,3,0,0,0,0,0,0,182,0,3
,,2.2,152,140,12,5,0,1,1,0,0,0,0,0,134,0,1
,,3.9,185,182,3,3,0,1,1,0,0,0,0,0,164,0,4
,,0.3,9,9,0,0,0,0,1,0,0,0,0,0,6,0,1
,,2.8,71,68,3,0,0,0,7,2,1,1,0,0,51,0,4
,,4.0,137,110,26,7,0,0,0,0,0,0,0,0,110,1,0
,,3.8,260,252,8,3,1,0,0,1,0,0,0,0,244,0,1
,,1.9,120,117,3,2,0,0,2,1,0,0,0,0,105,0,3
,,3.3,48,47,1,0,1,0,2,0,0,0,0,0,34,0,4
,,1.4,33,31,2,1,0,0,2,1,0,0,0,0,26,0,0
,,4.0,184,178,6,6,0,6,1,0,0,0,0,0,152,0,3
,,3.7,203,171,32,1,2,0,3,31,0,0,0,0,171,0,3
,,4.0,116,101,15,4,3,1,15,1,8,5,0,0,85,0,4
,,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
,,0.1,13,11,2,0,0,0,1,2,0,0,0,0,7,0,0
,,2.0,53,47,6,2,0,1,0,0,0,0,0,0,46,0,0
,,3.4,104,98,6,2,1,0,10,2,2,1,1,0,81,0,4
,,4.0,157,125,32,10,4,2,35,3,15,8,2,4,111,0,7
,,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0
,,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
,,3.0,94,90,4,4,0,0,0,0,0,0,0,0,85,0,0
,,1.9,73,62,11,4,2,0,8,0,6,2,3,0,55,0,1
,,3.0,85,78,6,4,1,0,14,0,2,2,0,0,51,1,7
,,4.0,221,190,31,0,0,0,21,31,0,0,0,0,166,0,4
,,3.9,123,122,1,0,0,0,10,1,0,0,0,0,93,0,4
,,0.1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
,,0.9,32,22,9,0,1,0,1,9,0,0,0,0,17,1,0
,,3.9,171,161,8,8,1,0,3,0,0,0,0,0,144,2,6
,,4.0,190,183,6,3,0,1,2,0,0,0,0,0,157,1,3
,,1.2,33,32,1,1,0,0,2,0,0,0,0,0,26,0,0
,,0.7,19,19,0,0,1,0,3,0,0,0,0,0,10,0,1
,,2.8,24,24,0,0,0,0,0,0,0,0,0,0,17,0,2
,,3.9,217,174,42,10,0,0,6,31,1,0,0,0,174,1,5
,,3.0,123,96,26,8,0,0,0,0,0,0,0,0,85,1,0
,,4.0,161,132,27,8,0,3,0,0,0,0,0,0,129,2,0
,,2.3,81,72,8,3,0,1,5,2,3,0,0,0,53,1,5
,,3.3,109,74,33,3,0,0,5,30,0,0,0,0,82,2,2
,,2.5,52,49,3,0,0,0,2,2,0,0,0,0,39,0,2
,,3.8,146,145,1,1,1,1,5,0,0,0,0,0,117,0,4
,,1.1,36,28,8,1,0,0,1,7,0,0,0,0,31,0,0
,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,0.3,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
,,2.0,62,42,19,4,0,0,0,0,0,0,0,0,40,1,0
,,2.0,76,72,4,1,0,0,9,1,2,0,0,0,62,0,4
,,1.0,33,33,0,0,0,0,0,0,0,0,0,0,27,0,0
,,0.9,44,44,0,0,0,1,1,0,0,0,0,0,42,0,0
,,0.2,18,17,1,1,1,0,1,0,0,0,0,0,15,0,0
,,0.7,20,20,0,0,0,0,0,0,0,0,0,0,16,0,0
,,0.1,5,4,0,0,0,0,0,0,0,0,0,0,3,1,0
,,4.0,166,161,3,1,0,0,1,2,0,0,0,0,142,2,4
,,0.3,15,11,4,0,0,0,0,4,0,0,0,0,12,0,0
,,1.0,38,38,0,0,0,1,0,0,0,0,0,0,28,0,0
,,1.8,78,74,1,0,0,0,5,1,0,0,0,0,59,3,4
,,1.3,22,22,0,0,0,0,3,0,0,0,0,0,16,0,2
,,2.0,99,93,6,4,0,0,0,0,0,0,0,0,88,0,0
,,3.0,109,109,0,0,0,0,1,0,0,0,0,0,98,0,2
,,4.0,178,168,9,5,0,0,0,0,0,0,0,0,152,1,0
,,0.3,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
,,1.2,44,41,3,0,0,1,6,3,0,0,0,0,23,0,1
,,3.9,165,143,21,6,0,1,18,4,8,6,1,0,123,1,1
,,3.4,154,125,27,3,0,0,5,24,0,0,0,0,130,2,0
,,3.3,201,184,17,8,0,2,4,2,2,1,1,0,159,0,4
,,4.0,144,138,6,2,1,1,0,0,0,0,0,0,123,0,1
,,3.8,210,169,41,13,0,2,40,1,24,11,11,0,141,0,4
,,1.8,63,55,7,3,1,1,4,0,4,4,0,0,50,1,1
,,0.2,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1
,,4.0,155,104,48,22,0,0,0,0,0,0,0,0,98,3,0
,,4.0,183,171,12,6,0,0,0,0,0,0,0,0,162,0,2
,,0.5,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2
,,4.0,127,76,51,17,0,0,0,0,0,0,0,0,75,0,0
,,4.0,265,219,44,8,1,3,21,36,0,0,0,0,205,2,10
,,0.5,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0
,,2.0,78,73,5,2,0,0,0,0,0,0,0,0,57,0,0
,,2.1,93,92,0,0,0,0,0,0,0,0,0,0,85,1,1
,,3.5,96,95,1,1,2,2,5,0,0,0,0,0,71,0,2
,,4.0,145,108,36,11,0,0,0,0,0,0,0,0,97,1,0
,,0.2,12,10,2,1,0,0,2,0,0,0,0,0,9,0,1
,,1.7,42,42,0,0,0,0,1,0,0,0,0,0,30,0,2
,,1.0,82,82,0,0,0,1,0,0,0,0,0,0,70,0,2
,,2.5,79,69,10,3,0,2,10,0,7,6,0,0,67,0,0
,,2.8,121,118,2,1,0,1,0,1,0,0,0,0,103,1,2
,,0.3,13,13,0,0,0,0,0,0,0,0,0,0,9,0,1
,,3.6,263,207,56,10,2,2,21,32,14,10,2,0,219,0,4
,,4.0,181,151,30,1,0,0,14,29,0,0,0,0,141,0,6
,,0.5,48,48,0,0,0,0,0,0,0,0,0,0,45,0,0
,,3.7,157,154,3,3,0,3,2,0,0,0,0,0,129,0,8
,,2.8,123,106,17,1,0,1,7,16,0,0,0,0,96,0,3
,,4.0,98,87,11,1,1,2,2,1,0,0,0,0,72,0,5
,,4.0,322,296,26,19,3,0,1,1,0,0,0,0,297,0,1
,,1.0,29,29,0,0,1,0,1,0,0,0,0,0,18,0,2
,,2.0,70,57,13,6,0,0,0,0,0,0,0,0,42,0,0
,,3.8,113,99,13,2,3,0,17,2,9,6,0,2,83,1,3
,,3.9,147,145,2,0,0,1,5,2,0,0,0,0,112,0,3
,,4.0,238,230,8,7,0,0,0,0,0,0,0,0,225,0,0
,,4.0,166,139,27,10,0,1,0,0,0,0,0,0,136,0,0
,,0.5,30,28,2,1,0,0,1,1,0,0,0,0,25,0,0
,,2.4,113,107,6,6,0,0,0,0,0,0,0,0,86,0,5
,,0.3,27,22,4,0,0,0,2,1,2,2,0,0,17,1,2
,,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
,,0.7,33,33,0,0,0,0,7,0,0,0,0,0,26,0,1
,,2.3,116,106,10,1,1,0,13,0,9,5,0,0,88,0,3
,,2.3,46,45,1,0,0,1,3,1,0,0,0,0,25,0,1
,,1.3,62,56,5,5,0,3,0,0,0,0,0,0,52,1,0
,,0.2,16,13,3,0,0,0,1,3,0,0,0,0,11,0,0
,,1.5,53,50,3,2,0,1,0,0,0,0,0,0,45,0,2
,,4.0,118,90,26,9,0,0,0,0,0,0,0,0,61,2,0
,,1.7,59,48,11,0,0,0,1,11,0,0,0,0,50,0,0
,,4.0,110,108,2,0,0,1,5,2,0,0,0,0,77,0,4
,,2.8,132,125,6,5,0,0,2,1,0,0,0,0,92,1,0
,,3.1,189,175,13,7,1,0,3,5,1,0,0,0,175,1,4
,,0.1,8,8,0,0,1,0,1,0,0,0,0,0,4,0,1
,,1.4,40,39,0,0,0,0,2,0,0,0,0,0,31,1,1
,,2.0,95,94,1,1,1,0,0,0,0,0,0,0,80,0,3
,,2.4,124,98,25,3,0,0,19,3,15,8,4,0,89,1,6
,,1.7,53,33,20,1,0,0,4,19,0,0,0,0,39,0,2
,,3.0,146,138,7,2,0,1,3,1,0,0,0,0,130,1,4
,,2.0,34,32,2,0,1,0,0,0,0,0,0,0,26,0,1
,,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
,,0.1,7,6,1,0,0,0,1,0,1,0,1,0,3,0,0
,,2.5,52,52,0,0,0,0,2,0,0,0,0,0,33,0,2
,,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
,,0.2,17,17,0,0,0,0,1,0,0,0,0,0,16,0,0
,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2.0,112,104,8,6,0,0,0,0,0,0,0,0,101,0,0
,,3.9,327,314,13,4,0,0,0,4,0,0,0,0,307,0,0
,,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
,,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
,,1.4,69,69,0,0,0,0,0,0,0,0,0,0,61,0,1
,,3.8,52,49,3,0,0,0,1,0,0,0,0,0,28,0,2
,,3.3,226,196,30,6,0,3,16,23,1,0,1,0,179,0,10
,,0.8,26,25,1,0,0,0,2,1,0,0,0,0,19,0,3
,,2.5,35,35,0,0,0,0,0,0,0,0,0,0,26,0,3
,,4.0,220,206,14,2,2,3,7,5,2,1,1,0,191,0,3
,,4.0,142,134,7,5,0,1,0,0,0,0,0,0,110,1,3
,,3.8,138,115,21,5,0,0,22,4,9,8,1,0,94,2,6
,,0.2,10,10,0,0,0,0,2,0,0,0,0,0,8,0,0
,,0.5,25,25,0,0,0,0,0,0,0,0,0,0,20,0,2
,,4.0,197,142,55,3,0,0,6,52,0,0,0,0,157,0,8
,,4.0,289,276,13,7,3,3,10,0,6,4,1,1,254,0,1
,,3.0,104,83,20,2,1,0,2,18,0,0,0,0,76,1,6
,,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
,,0.4,30,19,11,0,0,0,3,10,1,1,0,0,22,0,2
,,0.8,21,21,0,0,0,0,0,0,0,0,0,0,20,0,0
,,4.0,274,248,24,15,2,0,1,2,0,0,0,0,232,2,1
,,3.6,101,101,0,0,1,1,11,0,0,0,0,0,70,0,2
,,1.0,18,15,3,1,0,0,0,0,0,0,0,0,11,0,0
,,0.7,49,31,18,2,0,0,11,9,7,5,2,0,31,0,1
,,1.9,41,36,4,1,0,0,4,2,1,1,0,0,28,1,2
