Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
210,Alessio Iovine,it ITA,DF,Como,33-242,1991,2.5,2,0.80,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
211,Gustav Isaksen,dk DEN,"FW,MF",Lazio,23-164,2001,3.1,8,2.55,4,2,1,0,1,0,2,0.64,1,0,1,0,0,0,Matches
212,Ardian Ismajli,al ALB,DF,Empoli,28-000,1996,6.0,1,0.17,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
213,Armando Izzo,it ITA,DF,Monza,32-212,1992,5.6,4,0.71,4,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
214,Ali Jasim,iq IRQ,FW,Como,20-254,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
215,Gaby Jean,fr FRA,DF,Lecce,24-224,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
216,Juan Jesus,br BRA,DF,Napoli,33-112,1991,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
217,Jesse Joronen,fi FIN,GK,Venezia,31-193,1993,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
218,Luka Jović,rs SRB,FW,Milan,26-282,1997,0.9,1,1.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
219,Christian Kabasele,be BEL,DF,Udinese,33-219,1991,3.4,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
220,Pierre Kalulu,fr FRA,DF,Juventus,24-117,2000,3.0,5,1.69,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
221,Hassane Kamara,ci CIV,DF,Udinese,30-209,1994,3.3,7,2.10,7,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
222,Yann Karamoh,fr FRA,FW,Torino,26-084,1998,0.4,1,2.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,Jesper Karlsson,se SWE,FW,Bologna,26-067,1998,0.9,2,2.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
224,Jesper Karlström,se SWE,MF,Udinese,29-101,1995,5.2,7,1.35,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
225,Lior Kasa,il ISR,MF,Genoa,19-003,2005,0.2,3,12.27,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
226,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,26-244,1998,2.8,4,1.43,3,1,0,0,0,0,2,0.72,1,1,0,0,0,0,Matches
227,Michael Kayode,it ITA,DF,Fiorentina,20-082,2004,0.2,2,10.00,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
228,Moise Kean,it ITA,FW,Fiorentina,24-215,2000,5.9,17,2.90,9,0,4,3,0,1,0,0.00,0,0,0,0,0,0,Matches
229,Mandela Keita,be BEL,MF,Parma,22-143,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
230,Marc-Oliver Kempf,de GER,DF,Como,29-246,1995,4.0,9,2.25,6,0,0,3,0,0,1,0.25,1,0,0,0,0,0,Matches
231,Magnus Kofod Andersen,dk DEN,MF,Venezia,25-143,1999,3.0,8,2.70,5,2,0,1,0,0,1,0.34,0,0,0,1,0,0,Matches
232,Sead Kolašinac,ba BIH,DF,Atalanta,31-102,1993,2.9,2,0.70,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Manu Koné,fr FRA,MF,Roma,23-136,2001,1.9,9,4.66,6,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
234,Teun Koopmeiners,nl NED,MF,Juventus,26-215,1998,3.5,12,3.43,11,1,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
235,Odilon Kossounou,ci CIV,DF,Atalanta,23-270,2001,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
236,Christian Kouamé,ci CIV,"MF,FW",Fiorentina,26-299,1997,3.2,16,5.09,13,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
237,Mateusz Kowalski,pl POL,MF,Parma,19-071,2005,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,Thomas Kristensen,dk DEN,DF,Udinese,22-257,2002,2.1,1,0.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Nikola Krstović,me MNE,FW,Lecce,24-178,2000,5.7,24,4.23,15,0,4,5,0,0,1,0.18,1,0,0,0,0,0,Matches
240,Khvicha Kvaratskhelia,ge GEO,"MF,FW",Napoli,23-231,2001,4.9,26,5.28,19,3,1,1,2,0,3,0.61,3,0,0,0,0,0,Matches
241,Giorgos Kyriakopoulos,gr GRE,DF,Monza,28-238,1996,6.0,15,2.50,8,4,1,1,1,0,1,0.17,1,0,0,0,0,0,Matches
242,Mathis Lambourde,fr FRA,"DF,MF",Hellas Verona,18-265,2006,0.1,2,22.50,1,0,1,0,0,0,1,11.25,0,0,1,0,0,0,Matches
243,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,34-236,1990,1.0,7,7.00,3,0,1,3,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Valentino Lazaro,at AUT,DF,Torino,28-190,1996,5.6,10,1.77,7,1,0,2,0,0,2,0.35,2,0,0,0,0,0,Matches
245,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,34-015,1990,4.7,8,1.69,4,2,0,1,1,0,4,0.85,1,1,0,1,1,0,Matches
246,Manuel Lazzari,it ITA,DF,Lazio,30-306,1993,5.1,12,2.35,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Enzo Le Fée,fr FRA,MF,Roma,24-240,2000,1.0,5,5.06,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,Rafael Leão,pt POR,FW,Milan,25-112,1999,4.9,27,5.52,14,1,6,3,3,0,6,1.23,3,0,1,0,2,0,Matches
249,Nunzio Lella,it ITA,MF,Venezia,24-064,2000,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
250,Karol Linetty,pl POL,MF,Torino,29-241,1995,3.9,7,1.77,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
251,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,23-149,2001,1.8,4,2.17,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
252,Stanislav Lobotka,sk SVK,MF,Napoli,29-310,1994,5.8,15,2.61,15,0,0,0,0,0,2,0.35,2,0,0,0,0,0,Matches
253,Manuel Locatelli,it ITA,MF,Juventus,26-266,1998,4.3,10,2.31,8,1,0,0,0,1,3,0.69,1,1,0,0,0,1,Matches
254,Ruben Loftus-Cheek,eng ENG,MF,Milan,28-251,1996,4.5,19,4.19,15,0,1,1,2,0,2,0.44,1,0,0,0,1,0,Matches
255,Ademola Lookman,ng NGA,"MF,FW",Atalanta,26-346,1997,2.4,16,6.67,7,2,6,1,0,0,2,0.83,1,0,1,0,0,0,Matches
256,Sandi Lovrić,si SVN,MF,Udinese,26-186,1998,3.5,13,3.76,11,1,1,0,0,0,2,0.58,2,0,0,0,0,0,Matches
257,Lorenzo Lucca,it ITA,FW,Udinese,24-020,2000,4.3,4,0.94,3,0,1,0,0,0,1,0.24,0,0,1,0,0,0,Matches
258,Jhon Lucumí,co COL,DF,Bologna,26-096,1998,3.4,3,0.89,3,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
259,José Luis Palomino,ar ARG,DF,Cagliari,34-269,1990,0.8,2,2.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Douglas Luiz,br BRA,MF,Juventus,26-144,1998,1.7,8,4.68,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
261,Romelu Lukaku,be BEL,FW,Napoli,31-140,1993,2.9,9,3.13,7,0,0,1,1,0,2,0.69,2,0,0,0,0,0,Matches
262,Sebastiano Luperto,it ITA,DF,Cagliari,28-024,1996,5.0,8,1.60,6,0,0,2,0,0,1,0.20,1,0,0,0,0,0,Matches
263,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,22-205,2002,4.2,10,2.40,7,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
264,Charalambos Lykogiannis,gr GRE,DF,Bologna,30-344,1993,3.6,6,1.66,4,2,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
265,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28-362,1995,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
266,Mike Maignan,fr FRA,GK,Milan,29-089,1995,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
267,Antoine Makoumbou,cg CGO,MF,Cagliari,26-074,1998,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
268,Daniel Maldini,it ITA,MF,Monza,22-355,2001,4.7,7,1.49,3,0,2,1,1,0,2,0.43,1,0,0,1,0,0,Matches
269,Youssef Maleh,ma MAR,MF,Empoli,26-039,1998,3.0,2,0.68,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
270,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,31-149,1993,2.5,8,3.21,4,1,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
271,Dennis Man,ro ROU,FW,Parma,26-035,1998,4.3,21,4.90,14,3,3,0,0,1,2,0.47,1,1,0,0,0,0,Matches
272,Gianluca Mancini,it ITA,DF,Roma,28-166,1996,5.6,11,1.95,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
273,Rolando Mandragora,it ITA,MF,Fiorentina,27-093,1997,3.0,8,2.70,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
274,Alberto Manzoni,it ITA,MF,Atalanta,19-097,2005,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
275,Filip Marchwiński,pl POL,MF,Lecce,22-264,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
276,Pablo Marí,es ESP,DF,Monza,31-030,1993,6.0,4,0.67,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
277,Mirko Marić,hr CRO,FW,Monza,29-137,1995,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
278,Răzvan Marin,ro ROU,MF,Cagliari,28-130,1996,4.6,22,4.76,10,9,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
279,Guillermo Maripán,cl CHI,DF,Torino,30-147,1994,1.1,1,0.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
280,Aarón Martín,es ESP,DF,Genoa,27-161,1997,5.0,21,4.20,11,8,0,1,1,0,1,0.20,1,0,0,0,0,0,Matches
281,Lautaro Martínez,ar ARG,FW,Inter,27-039,1997,4.4,13,2.95,11,0,1,1,0,0,2,0.45,1,0,1,0,0,0,Matches
282,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,28-143,1996,2.4,3,1.23,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
283,Kevin Martins,it ITA,DF,Monza,19-243,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
284,Adam Marušić,me MNE,DF,Lazio,31-349,1992,2.8,2,0.72,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Adam Masina,ma MAR,DF,Torino,30-272,1994,6.0,6,1.00,6,0,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches
286,Alan Matturro,uy URU,DF,Genoa,19-355,2004,0.2,1,4.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
287,Luca Mazzitelli,it ITA,MF,Como,28-320,1995,1.9,8,4.29,6,0,1,0,0,1,1,0.54,1,0,0,0,0,0,Matches
288,Pasquale Mazzocchi,it ITA,DF,Napoli,29-065,1995,3.9,12,3.09,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
289,Samuel Mbangula,be BEL,FW,Juventus,20-258,2004,2.5,6,2.38,5,0,0,0,1,0,3,1.19,2,0,0,0,1,0,Matches
290,Weston McKennie,us USA,MF,Juventus,26-033,1998,1.8,3,1.65,2,0,0,0,1,0,1,0.55,1,0,0,0,0,0,Matches
291,Scott McTominay,sct SCO,MF,Napoli,27-297,1996,2.2,2,0.91,1,0,0,1,0,0,1,0.46,0,0,0,1,0,0,Matches
292,Alex Meret,it ITA,GK,Napoli,27-192,1997,4.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Junior Messias,br BRA,"MF,FW",Genoa,33-140,1991,2.9,11,3.74,5,0,2,2,2,0,1,0.34,0,0,0,1,0,0,Matches
294,Valentin Mihaila,ro ROU,"FW,MF",Parma,24-241,2000,4.0,14,3.54,9,1,1,1,2,0,2,0.51,2,0,0,0,0,0,Matches
295,Vanja Milinković-Savić,rs SRB,GK,Torino,27-223,1997,5.0,2,0.40,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
296,Yerry Mina,co COL,DF,Cagliari,30-007,1994,3.7,6,1.61,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
297,Juan Miranda,es ESP,DF,Bologna,24-255,2000,2.4,8,3.35,3,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
298,Fabio Miretti,it ITA,MF,Genoa,21-058,2003,0.8,2,2.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
299,Henrikh Mkhitaryan,am ARM,MF,Inter,35-253,1989,5.0,9,1.79,9,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
300,Lorenzo Montipò,it ITA,GK,Hellas Verona,28-223,1996,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
301,Álvaro Morata,es ESP,"MF,FW",Milan,31-343,1992,2.1,6,2.84,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
302,Alberto Moreno,es ESP,DF,Como,32-087,1992,6.0,12,2.00,11,1,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
303,Tete Morente,es ESP,"FW,MF",Lecce,27-301,1996,3.4,11,3.21,10,0,0,0,0,1,1,0.29,1,0,0,0,0,0,Matches
304,Nikola Moro,hr CRO,MF,Bologna,26-202,1998,2.6,9,3.51,7,1,0,1,0,0,1,0.39,0,0,0,1,0,0,Matches
305,Daniel Mosquera,co COL,"FW,MF",Hellas Verona,24-346,1999,2.2,5,2.28,4,0,0,1,0,0,1,0.46,1,0,0,0,0,0,Matches
306,Dany Mota,pt POR,MF,Monza,26-151,1998,2.2,4,1.78,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
307,Yunus Musah,us USA,MF,Milan,21-306,2002,1.7,7,4.20,4,0,1,2,0,0,1,0.60,1,0,0,0,0,0,Matches
308,Juan Musso,ar ARG,GK,Atalanta,30-147,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
309,Kingstone Mutandwa,zm ZAM,MF,Cagliari,21-269,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
310,Obite N'Dicka,ci CIV,DF,Roma,25-041,1999,6.0,5,0.83,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
311,Michel Ndary Adopo,fr FRA,MF,Cagliari,24-073,2000,1.1,4,3.79,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
312,Dan Ndoye,ch SUI,"FW,MF",Bologna,23-341,2000,3.7,12,3.24,8,0,0,2,2,0,1,0.27,1,0,0,0,0,0,Matches
313,David Neres,br BRA,"MF,FW",Napoli,27-211,1997,0.6,5,7.89,3,1,1,0,0,0,4,6.32,2,1,1,0,0,0,Matches
314,Cyril Ngonge,be BEL,DF,Napoli,24-127,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
315,Hans Nicolussi Caviglia,it ITA,MF,Venezia,24-104,2000,2.6,7,2.70,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
316,Eybi Nije,se SWE,DF,Torino,19-139,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Tijjani Noslin,nl NED,"FW,MF",Lazio,25-085,1999,2.6,9,3.49,8,0,0,0,1,0,1,0.39,1,0,0,0,0,0,Matches
318,Adam Obert,sk SVK,DF,Cagliari,22-038,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
319,Jens Odgaard,dk DEN,"FW,MF",Bologna,25-183,1999,2.4,6,2.49,3,0,2,1,0,0,1,0.41,0,0,0,1,0,0,Matches
320,Noah Okafor,ch SUI,FW,Milan,24-129,2000,2.3,1,0.44,1,0,0,0,0,0,1,0.44,1,0,0,0,0,0,Matches
321,Maduka Okoye,ng NGA,GK,Udinese,25-033,1999,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
322,Mathías Olivera,uy URU,DF,Napoli,26-335,1997,4.2,10,2.36,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
323,Gaetano Oristanio,it ITA,"MF,FW",Venezia,22-002,2002,4.2,14,3.32,8,2,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
324,Riccardo Orsolini,it ITA,"FW,MF",Bologna,27-250,1997,3.7,9,2.43,6,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
325,Yordan Osorio,ve VEN,DF,Parma,30-143,1994,0.9,1,1.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
326,Remi Oudin,fr FRA,"MF,FW",Lecce,27-317,1996,0.9,5,5.36,3,1,0,1,0,0,1,1.07,1,0,0,0,0,0,Matches
327,Alberto Paleari,it ITA,GK,Torino,32-032,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
328,Marco Palestra,it ITA,DF,Atalanta,19-211,2005,0.4,3,7.71,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
329,Leandro Paredes,ar ARG,MF,Roma,30-093,1994,1.2,6,5.19,4,1,0,1,0,0,1,0.87,0,1,0,0,0,0,Matches
330,Fabiano Parisi,it ITA,DF,Fiorentina,23-326,2000,1.4,1,0.73,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
331,Mario Pašalić,hr CRO,MF,Atalanta,29-234,1995,3.9,20,5.19,17,0,0,2,0,1,2,0.52,2,0,0,0,0,0,Matches
332,Patric,es ESP,DF,Lazio,31-166,1993,2.5,7,2.80,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
333,Benjamin Pavard,fr FRA,DF,Inter,28-186,1996,4.0,5,1.25,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
334,Strahinja Pavlović,rs SRB,DF,Milan,23-129,2001,3.0,2,0.66,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
335,Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,35-309,1988,1.1,8,7.35,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
336,Martín Payero,ar ARG,MF,Udinese,26-019,1998,2.4,9,3.82,5,0,2,0,1,1,1,0.42,1,0,0,0,0,0,Matches
337,Nicolás Paz,ar ARG,"MF,FW",Como,20-022,2004,3.6,23,6.31,13,3,4,1,1,1,3,0.82,3,0,0,0,0,0,Matches
338,Marcus Pedersen,no NOR,DF,Torino,24-076,2000,1.3,1,0.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
339,Pedro,es ESP,"MF,FW",Lazio,37-064,1987,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
340,Pietro Pellegri,it ITA,"FW,MF",Empoli,23-197,2001,0.8,2,2.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
341,Lorenzo Pellegrini,it ITA,MF,Roma,28-103,1996,4.9,20,4.13,10,6,1,2,1,0,1,0.21,1,0,0,0,0,0,Matches
342,Luca Pellegrini,it ITA,DF,Lazio,25-207,1999,0.3,3,11.74,2,1,0,0,0,0,1,3.91,1,0,0,0,0,0,Matches
343,Andy Pelmard,fr FRA,DF,Lecce,24-202,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
344,Pedro Pereira,pt POR,DF,Monza,26-252,1998,3.8,2,0.52,2,0,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
345,Nehuén Pérez,ar ARG,DF,Udinese,24-098,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
346,Mattia Perin,it ITA,GK,Juventus,31-325,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
347,Máximo Perrone,ar ARG,MF,Como,21-267,2003,4.3,13,3.00,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
348,Matteo Pessina,it ITA,MF,Monza,27-162,1997,5.5,5,0.91,5,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
349,Andrea Petagna,it ITA,FW,Monza,29-092,1995,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
350,Giuseppe Pezzella,it ITA,"DF,FW",Empoli,26-306,1997,5.5,9,1.65,5,4,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
351,Roberto Piccoli,it ITA,FW,Cagliari,23-247,2001,4.4,8,1.82,4,0,0,1,3,0,0,0.00,0,0,0,0,0,0,Matches
352,Nicholas Pierini,it ITA,MF,Venezia,26-055,1998,0.9,2,2.17,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
353,Santiago Pierotti,ar ARG,"FW,MF",Lecce,23-180,2001,1.4,6,4.19,4,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
354,Balthazar Pierret,fr FRA,MF,Lecce,24-138,2000,3.9,8,2.07,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
355,Andrea Pinamonti,it ITA,"FW,MF",Genoa,25-134,1999,4.2,3,0.71,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
356,Niccolò Pisilli,it ITA,MF,Roma,20-007,2004,2.5,13,5.22,11,0,0,1,1,0,2,0.80,1,0,0,1,0,0,Matches
357,Semuel Pizzignacco,it ITA,GK,Monza,23-029,2001,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
358,Tommaso Pobega,it ITA,MF,Bologna,25-077,1999,1.0,2,2.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
