Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
367,Antonio Raimondo,it ITA,FW,Venezia,20-196,2004,0.8,11,18,61.1,130,19,9,13,69.2,2,5,40.0,0,0,,0,0.1,0.2,-0.1,1,0,0,0,1,Matches
368,Ylber Ramadani,al ALB,MF,Lecce,28-171,1996,5.7,245,289,84.8,4307,1338,115,122,94.3,99,112,88.4,29,45,64.4,1,0.6,0.2,+0.4,6,24,0,0,24,Matches
369,Luca Ranieri,it ITA,DF,Fiorentina,25-160,1999,4.4,236,270,87.4,4716,1417,70,74,94.6,136,143,95.1,28,47,59.6,1,0.8,0.7,+0.2,4,7,1,0,12,Matches
370,Giacomo Raspadori,it ITA,"FW,MF",Napoli,24-225,2000,2.2,51,77,66.2,775,209,23,32,71.9,24,30,80.0,2,9,22.2,0,0.2,0.1,-0.2,3,3,0,0,7,Matches
371,Federico Ravaglia,it ITA,GK,Bologna,24-324,1999,1.0,23,30,76.7,563,304,4,4,100.0,12,12,100.0,6,13,46.2,0,0.0,0.0,0.0,1,0,0,0,0,Matches
372,Ante Rebić,hr CRO,"FW,MF",Lecce,31-009,1993,2.2,47,71,66.2,808,364,26,33,78.8,10,17,58.8,9,13,69.2,0,0.9,0.7,-0.9,10,5,4,2,8,Matches
373,Tijjani Reijnders,nl NED,MF,Milan,26-063,1998,4.8,223,246,90.7,3682,844,106,113,93.8,96,105,91.4,14,16,87.5,1,0.5,0.6,+0.5,7,16,6,0,37,Matches
374,Pepe Reina,es ESP,GK,Como,42-030,1982,3.0,64,92,69.6,1642,1215,17,17,100.0,29,31,93.5,18,44,40.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
375,Mateo Retegui,it ITA,FW,Atalanta,25-154,1999,4.4,57,72,79.2,735,98,39,44,88.6,15,19,78.9,1,2,50.0,0,0.3,0.2,-0.3,3,3,1,0,5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
376,Samuele Ricci,it ITA,MF,Torino,23-040,2001,5.7,249,270,92.2,4325,1007,103,109,94.5,122,129,94.6,16,21,76.2,0,0.1,0.4,-0.1,3,27,3,0,26,Matches
377,Amir Richardson,ma MAR,MF,Fiorentina,22-250,2002,1.2,55,61,90.2,812,241,33,33,100.0,19,22,86.4,2,3,66.7,0,0.0,0.0,0.0,0,4,0,0,4,Matches
378,Sergi Roberto,es ESP,MF,Como,32-236,1992,3.5,185,203,91.1,2438,633,123,134,91.8,51,52,98.1,4,8,50.0,1,0.6,0.4,+0.4,10,12,4,0,20,Matches
379,Alessio Romagnoli,it ITA,DF,Lazio,29-262,1995,5.0,275,303,90.8,4799,1526,116,124,93.5,135,142,95.1,19,28,67.9,0,0.0,0.0,0.0,0,7,1,0,5,Matches
380,Marten de Roon,nl NED,"DF,MF",Atalanta,33-185,1991,6.0,322,374,86.1,6145,1927,117,125,93.6,164,183,89.6,37,59,62.7,0,0.0,0.2,0.0,1,41,5,0,43,Matches
381,Jonas Rouhi,se SWE,DF,Juventus,20-267,2004,1.0,60,70,85.7,997,255,30,32,93.8,26,30,86.7,4,7,57.1,0,0.0,0.0,0.0,0,5,0,0,4,Matches
382,Nicolò Rovella,it ITA,MF,Lazio,22-301,2001,3.9,240,267,89.9,4524,1054,92,98,93.9,114,118,96.6,28,40,70.0,0,0.1,0.1,-0.1,2,22,2,0,23,Matches
383,Amir Rrahmani,xk KVX,DF,Napoli,30-219,1994,6.0,321,350,91.7,5820,2235,125,132,94.7,171,181,94.5,22,29,75.9,1,0.1,0.1,+0.9,2,29,0,0,29,Matches
384,Matteo Ruggeri,it ITA,DF,Atalanta,22-081,2002,4.6,244,292,83.6,4094,1079,122,134,91.0,101,110,91.8,16,30,53.3,1,0.2,0.4,+0.8,3,18,3,3,22,Matches
385,Stefano Sabelli,it ITA,DF,Genoa,31-261,1993,3.3,68,115,59.1,1263,601,23,27,85.2,34,54,63.0,7,23,30.4,1,0.6,0.3,+0.4,3,6,9,5,10,Matches
386,Alexis Saelemaekers,be BEL,"FW,DF",Roma,25-095,1999,1.2,40,48,83.3,586,107,22,24,91.7,18,20,90.0,0,3,0.0,0,0.1,0.1,-0.1,1,2,1,0,3,Matches
387,Alexis Saelemaekers,be BEL,"DF,FW",Milan,25-095,1999,1.0,66,78,84.6,1070,288,40,41,97.6,16,22,72.7,8,12,66.7,0,0.1,0.3,-0.1,2,5,1,0,4,Matches
388,Richie Sagrado,be BEL,DF,Venezia,20-244,2004,0.6,3,4,75.0,39,9,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
389,Marco Sala,it ITA,DF,Como,25-118,1999,1.0,42,51,82.4,681,186,19,21,90.5,21,22,95.5,2,6,33.3,0,0.1,0.2,-0.1,1,1,2,1,6,Matches
390,Lazar Samardzic,rs SRB,"MF,FW",Atalanta,22-219,2002,2.2,77,100,77.0,1312,347,38,45,84.4,28,36,77.8,9,16,56.3,0,0.5,0.5,-0.5,9,8,5,2,12,Matches
391,Antonio Sanabria,py PAR,"FW,MF",Torino,28-210,1996,2.4,39,51,76.5,529,34,22,28,78.6,13,15,86.7,1,3,33.3,0,0.1,0.1,-0.1,2,1,0,0,1,Matches
392,Amin Sarr,se SWE,FW,Hellas Verona,23-203,2001,0.3,7,11,63.6,79,20,4,7,57.1,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
393,Nicolò Savona,it ITA,DF,Juventus,21-195,2003,3.5,207,230,90.0,3448,798,87,91,95.6,104,115,90.4,10,15,66.7,0,0.5,0.3,-0.5,3,7,1,1,12,Matches
394,Saba Sazonov,ge GEO,DF,Torino,22-242,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
395,Joël Schingtienne,be BEL,DF,Venezia,22-049,2002,1.0,28,29,96.6,470,117,10,11,90.9,17,17,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
396,Simone Scuffet,it ITA,GK,Cagliari,28-122,1996,5.0,123,157,78.3,3336,2538,24,25,96.0,62,63,98.4,37,67,55.2,0,0.0,0.0,0.0,0,2,0,0,0,Matches
397,Suat Serdar,de GER,MF,Hellas Verona,27-172,1997,0.2,4,8,50.0,71,6,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
398,Stephan El Shaarawy,it ITA,DF,Roma,31-339,1992,2.6,108,136,79.4,1619,417,55,65,84.6,51,61,83.6,0,2,0.0,1,0.3,0.4,+0.7,4,4,4,2,11,Matches
399,Eldor Shomurodov,uz UZB,"FW,DF",Roma,29-093,1995,0.4,11,14,78.6,124,14,10,10,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches
400,Giovanni Simeone,ar ARG,FW,Napoli,29-087,1995,1.5,23,34,67.6,265,31,18,21,85.7,5,9,55.6,0,1,0.0,0,0.0,0.1,0.0,1,1,0,0,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
401,Łukasz Skorupski,pl POL,GK,Bologna,33-148,1991,5.0,153,186,82.3,3932,2401,22,22,100.0,85,86,98.8,44,75,58.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
402,Simon Sohm,ch SUI,MF,Parma,23-172,2001,3.6,107,124,86.3,1653,453,53,59,89.8,46,52,88.5,4,6,66.7,0,0.1,0.1,-0.1,2,7,5,1,13,Matches
403,Ola Solbakken,no NOR,"MF,FW",Empoli,26-023,1998,2.2,26,44,59.1,474,145,12,21,57.1,10,13,76.9,3,5,60.0,0,0.0,0.1,0.0,2,4,1,0,4,Matches
404,Yann Sommer,ch SUI,GK,Inter,35-288,1988,6.0,193,219,88.1,4010,2415,52,52,100.0,113,115,98.3,27,47,57.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
405,Borna Sosa,hr CRO,DF,Torino,26-253,1998,2.8,122,146,83.6,2004,405,52,57,91.2,58,69,84.1,8,14,57.1,0,0.1,0.2,-0.1,1,7,3,2,8,Matches
406,Riccardo Sottil,it ITA,"MF,FW",Fiorentina,25-119,1999,0.7,20,29,69.0,275,22,13,15,86.7,7,12,58.3,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
407,Matìas Soulé,ar ARG,"FW,MF",Roma,21-168,2003,3.5,157,191,82.2,2240,494,96,100,96.0,45,64,70.3,8,13,61.5,0,0.4,0.7,-0.4,7,11,7,2,12,Matches
408,Leonardo Spinazzola,it ITA,DF,Napoli,31-189,1993,1.9,56,76,73.7,756,258,36,39,92.3,17,24,70.8,1,7,14.3,1,0.4,0.4,+0.6,2,3,3,1,7,Matches
409,Petar Stojanović,si SVN,MF,Empoli,28-359,1995,0.0,1,3,33.3,9,4,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
410,Gabriel Strefezza,br BRA,"MF,FW",Como,27-165,1997,5.7,147,201,73.1,2671,726,69,84,82.1,47,64,73.4,23,35,65.7,1,0.7,0.6,+0.3,12,22,3,0,26,Matches
411,Ibrahim Sulemana,gh GHA,MF,Atalanta,21-131,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
412,Tomáš Suslov,sk SVK,"FW,MF",Hellas Verona,22-115,2002,2.7,35,53,66.0,734,173,12,15,80.0,13,19,68.4,8,14,57.1,0,0.3,0.2,-0.3,3,2,5,0,8,Matches
413,Zion Suzuki,jp JPN,GK,Parma,22-040,2002,3.8,120,157,76.4,3332,2504,23,23,100.0,63,63,100.0,34,71,47.9,0,0.0,0.0,0.0,0,4,0,0,0,Matches
414,Marin Šverko,hr CRO,DF,Venezia,26-239,1998,3.0,127,149,85.2,2306,1047,49,53,92.5,60,67,89.6,13,21,61.9,0,0.0,0.0,0.0,0,7,1,0,9,Matches
415,Mile Svilar,rs SRB,GK,Roma,25-034,1999,6.0,166,218,76.1,4178,2534,35,35,100.0,95,96,99.0,36,87,41.4,0,0.0,0.0,0.0,0,0,0,0,1,Matches
416,Michael Svoboda,at AUT,DF,Venezia,25-351,1998,5.3,184,224,82.1,3199,1156,78,88,88.6,93,102,91.2,11,24,45.8,0,0.5,0.9,-0.5,3,8,1,0,7,Matches
417,Adrien Tameze,cm CMR,"MF,DF",Torino,30-239,1994,2.7,87,109,79.8,1332,349,47,58,81.0,36,41,87.8,3,6,50.0,0,0.5,0.5,-0.5,3,4,3,1,12,Matches
418,Mehdi Taremi,ir IRN,"FW,MF",Inter,32-074,1992,1.9,42,53,79.2,563,67,22,23,95.7,16,19,84.2,0,1,0.0,1,0.5,0.4,+0.5,2,1,2,0,5,Matches
419,Nuno Tavares,pt POR,DF,Lazio,24-248,2000,3.7,158,198,79.8,2600,1002,80,86,93.0,64,74,86.5,11,28,39.3,4,2.0,1.9,+2.0,7,14,4,3,21,Matches
420,Loum Tchaouna,fr FRA,"FW,MF",Lazio,21-022,2003,1.6,32,45,71.1,482,111,19,20,95.0,10,12,83.3,2,9,22.2,0,0.3,0.1,-0.3,2,3,1,0,4,Matches
421,Jackson Tchatchoua,cm CMR,"MF,DF",Hellas Verona,23-016,2001,6.0,135,170,79.4,1950,584,83,92,90.2,44,53,83.0,6,17,35.3,1,0.6,0.6,+0.4,8,9,3,2,10,Matches
422,Casper Tengstedt,dk DEN,FW,Hellas Verona,24-121,2000,4.4,47,67,70.1,612,60,27,34,79.4,13,18,72.2,2,7,28.6,0,0.0,0.1,0.0,1,2,0,0,2,Matches
423,Filippo Terracciano,it ITA,DF,Milan,21-235,2003,1.0,39,48,81.3,668,156,18,19,94.7,19,23,82.6,2,5,40.0,0,0.0,0.0,0.0,0,3,0,0,1,Matches
424,Pietro Terracciano,it ITA,GK,Fiorentina,34-206,1990,3.0,70,89,78.7,1552,957,18,18,100.0,40,40,100.0,11,30,36.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
425,Florian Thauvin,fr FRA,"MF,FW",Udinese,31-248,1993,5.0,118,183,64.5,2202,741,55,64,85.9,31,58,53.4,23,42,54.8,1,0.7,0.9,+0.3,7,16,13,7,24,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
426,Malick Thiaw,de GER,DF,Milan,23-053,2001,1.0,52,58,89.7,937,429,15,17,88.2,33,36,91.7,4,5,80.0,0,0.0,0.0,0.0,0,5,0,0,7,Matches
427,Morten Thorsby,no NOR,"MF,DF",Genoa,28-148,1996,1.5,17,28,60.7,237,130,11,17,64.7,4,6,66.7,1,1,100.0,0,0.2,0.0,-0.2,3,3,1,0,5,Matches
428,Khéphren Thuram,fr FRA,MF,Juventus,23-188,2001,1.3,87,94,92.6,1581,259,39,39,100.0,38,39,97.4,10,13,76.9,1,0.2,0.1,+0.8,1,6,1,0,5,Matches
429,Marcus Thuram,fr FRA,FW,Inter,27-055,1997,5.3,65,90,72.2,882,235,40,52,76.9,15,21,71.4,5,7,71.4,1,0.6,0.5,+0.4,8,5,5,1,13,Matches
430,Rafael Tolói,it ITA,DF,Atalanta,33-356,1990,0.4,12,14,85.7,166,76,6,7,85.7,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,3,Matches
431,Fikayo Tomori,eng ENG,DF,Milan,26-286,1997,5.0,330,354,93.2,5426,2214,152,156,97.4,165,176,93.8,11,19,57.9,0,0.0,0.1,0.0,1,14,1,1,14,Matches
432,Souleymane Touré,fr FRA,DF,Udinese,21-186,2003,1.2,51,55,92.7,765,163,29,30,96.7,20,22,90.9,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,2,Matches
433,Stefano Turati,it ITA,GK,Monza,23-025,2001,4.0,89,142,62.7,2994,2537,16,16,100.0,31,32,96.9,42,93,45.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
434,Kacper Urbanski,pl POL,"MF,FW",Bologna,20-023,2004,1.5,56,67,83.6,942,237,23,26,88.5,25,25,100.0,5,7,71.4,0,0.4,0.2,-0.4,5,8,2,1,5,Matches
435,Emanuele Valeri,it ITA,DF,Parma,25-298,1998,2.1,47,66,71.2,926,456,17,23,73.9,21,26,80.8,8,11,72.7,1,0.5,0.2,+0.5,1,4,0,0,3,Matches
436,Ignace Van Der Brempt,be BEL,DF,Como,22-182,2002,2.5,103,120,85.8,1551,479,54,57,94.7,45,50,90.0,1,8,12.5,0,0.2,0.1,-0.2,3,5,2,1,8,Matches
437,Devis Vásquez,co COL,GK,Empoli,26-141,1998,6.0,110,187,58.8,3449,2634,16,16,100.0,50,50,100.0,44,120,36.7,0,0.0,0.0,0.0,0,4,0,0,0,Matches
438,Johan Vásquez,mx MEX,DF,Genoa,25-344,1998,5.3,224,278,80.6,4040,1241,80,95,84.2,120,132,90.9,18,39,46.2,0,0.1,0.2,-0.1,2,13,3,1,14,Matches
439,Matías Vecino,uy URU,MF,Lazio,33-037,1991,1.7,68,78,87.2,1085,210,35,40,87.5,25,26,96.2,6,7,85.7,1,0.6,0.3,+0.4,2,7,0,0,4,Matches
440,Simone Verdi,it ITA,MF,Como,32-080,1992,0.3,4,9,44.4,43,22,4,5,80.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
441,Samuele Vignato,it ITA,MF,Monza,20-219,2004,1.2,22,33,66.7,296,47,14,18,77.8,7,9,77.8,0,1,0.0,0,0.0,0.0,0.0,0,1,2,0,2,Matches
442,Nicolas Viola,it ITA,"FW,MF",Cagliari,34-354,1989,0.6,22,34,64.7,476,218,11,14,78.6,5,7,71.4,6,13,46.2,0,0.0,0.1,0.0,1,7,2,0,7,Matches
443,Mattia Viti,it ITA,DF,Empoli,22-250,2002,6.0,175,208,84.1,3147,1212,68,75,90.7,84,92,91.3,18,31,58.1,0,0.0,0.0,0.0,1,13,0,0,12,Matches
444,Vitinha,pt POR,FW,Genoa,24-199,2000,4.6,48,83,57.8,836,194,22,30,73.3,23,29,79.3,3,9,33.3,1,0.8,0.2,+0.2,2,4,3,1,5,Matches
445,Dušan Vlahović,rs SRB,FW,Juventus,24-246,2000,5.4,41,66,62.1,686,87,22,30,73.3,16,25,64.0,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
446,Vanja Vlahović,rs SRB,MF,Atalanta,20-191,2004,0.2,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
447,Nikola Vlašić,hr CRO,FW,Torino,26-362,1997,0.3,8,8,100.0,102,9,5,5,100.0,3,3,100.0,0,0,,1,0.1,0.1,+0.9,1,0,0,0,0,Matches
448,Alessandro Vogliacco,it ITA,DF,Genoa,26-016,1998,2.7,88,113,77.9,1759,728,36,38,94.7,33,38,86.8,16,30,53.3,0,0.0,0.2,0.0,1,18,3,3,12,Matches
449,Mërgim Vojvoda,xk KVX,DF,Torino,29-242,1995,3.8,216,246,87.8,4030,1066,81,93,87.1,105,111,94.6,25,32,78.1,0,0.1,0.4,-0.1,1,10,6,2,16,Matches
450,Stefan de Vrij,nl NED,DF,Inter,32-238,1992,1.2,104,111,93.7,1879,593,32,35,91.4,69,72,95.8,2,3,66.7,0,0.0,0.0,0.0,0,11,0,0,11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
451,Sebastian Walukiewicz,pl POL,DF,Torino,24-178,2000,1.7,121,132,91.7,2075,643,58,59,98.3,50,54,92.6,10,14,71.4,0,0.0,0.1,0.0,0,14,3,0,20,Matches
452,Sebastian Walukiewicz,pl POL,DF,Empoli,24-178,2000,2.0,48,62,77.4,874,473,21,26,80.8,18,21,85.7,7,11,63.6,0,0.1,0.0,-0.1,1,6,1,0,8,Matches
453,Timothy Weah,us USA,FW,Juventus,24-221,2000,1.3,44,55,80.0,697,68,18,21,85.7,24,27,88.9,1,2,50.0,0,0.0,0.0,0.0,2,1,2,0,4,Matches
454,Mateusz Wieteska,pl POL,DF,Cagliari,27-232,1997,1.0,38,44,86.4,840,390,5,7,71.4,28,29,96.6,4,7,57.1,0,0.0,0.0,0.0,0,3,1,0,1,Matches
455,John Yeboah,ec ECU,"MF,FW",Venezia,24-099,2000,0.6,8,10,80.0,116,29,5,6,83.3,3,3,100.0,0,0,,1,0.4,0.3,+0.6,1,2,0,0,1,Matches
456,Kenan Yıldız,tr TUR,"FW,MF",Juventus,19-149,2005,5.5,181,215,84.2,2959,696,91,96,94.8,75,86,87.2,12,22,54.5,2,0.9,0.8,+1.1,9,16,9,4,21,Matches
457,Mattia Zaccagni,it ITA,"FW,MF",Lazio,29-106,1995,5.7,133,190,70.0,2341,851,64,71,90.1,50,69,72.5,17,38,44.7,2,1.0,0.9,+1.0,15,7,6,1,26,Matches
458,Nicola Zalewski,pl POL,"FW,DF",Roma,22-251,2002,1.6,61,81,75.3,937,225,38,43,88.4,18,24,75.0,4,7,57.1,0,0.6,0.4,-0.6,6,2,5,4,5,Matches
459,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,28-319,1995,6.0,291,327,89.0,4473,1231,161,179,89.9,112,123,91.1,14,15,93.3,0,0.4,0.8,-0.4,2,32,3,0,36,Matches
460,Francesco Zampano,it ITA,DF,Venezia,31-000,1993,6.0,145,183,79.2,2421,751,75,82,91.5,55,71,77.5,14,21,66.7,0,0.1,0.3,-0.1,2,9,4,1,14,Matches
461,Nicolò Zaniolo,it ITA,"FW,MF",Atalanta,25-090,1999,0.4,7,8,87.5,129,46,2,2,100.0,4,5,80.0,1,1,100.0,1,0.2,0.1,+0.8,3,1,1,0,2,Matches
462,Alessandro Zanoli,it ITA,DF,Genoa,23-363,2000,2.4,46,66,69.7,798,183,21,23,91.3,20,27,74.1,4,9,44.4,0,0.1,0.0,-0.1,1,2,1,1,1,Matches
463,Duván Zapata,co COL,FW,Torino,33-182,1991,5.6,78,115,67.8,1059,190,47,69,68.1,15,21,71.4,8,10,80.0,0,0.5,0.5,-0.5,9,4,4,1,7,Matches
464,Gabriele Zappa,it ITA,DF,Cagliari,24-283,1999,4.5,218,274,79.6,3893,1768,97,106,91.5,105,118,89.0,14,37,37.8,0,0.1,0.2,-0.1,2,22,3,2,24,Matches
465,Davide Zappacosta,it ITA,DF,Atalanta,32-111,1992,3.5,134,160,83.8,2199,643,65,71,91.5,60,72,83.3,8,14,57.1,1,0.5,0.4,+0.5,4,10,7,6,17,Matches
466,Oier Zarraga,es ESP,MF,Udinese,25-270,1999,1.4,40,45,88.9,615,158,21,22,95.5,11,13,84.6,5,5,100.0,0,0.2,0.3,-0.2,1,4,1,1,5,Matches
467,Jordan Zemura,zw ZIM,DF,Udinese,24-321,1999,2.4,66,85,77.6,1004,475,43,47,91.5,16,21,76.2,6,13,46.2,1,0.2,0.3,+0.8,2,1,5,4,8,Matches
468,Kevin Zeroli,it ITA,MF,Milan,19-263,2005,0.1,9,9,100.0,133,28,5,5,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
469,Piotr Zieliński,pl POL,MF,Inter,30-133,1994,0.6,66,79,83.5,1042,227,36,37,97.3,26,29,89.7,4,9,44.4,0,0.1,0.1,-0.1,3,5,2,0,11,Matches
470,Nadir Zortea,it ITA,DF,Cagliari,25-103,1999,1.4,49,67,73.1,806,200,25,27,92.6,16,19,84.2,5,12,41.7,0,0.2,0.3,-0.2,3,4,3,2,1,Matches
471,Milan Đurić,ba BIH,FW,Monza,34-131,1990,3.9,40,80,50.0,505,85,25,46,54.3,10,19,52.6,1,1,100.0,0,0.1,0.0,-0.1,1,2,0,0,4,Matches
