Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
352,Nicolas Seiwald,at AUT,MF,RB Leipzig,23-149,2001,4,310,78,68.9,3.4,3,78,2,1,76,1,2.50,7,2,+5,+1.45,+0.81,5.7,5.0,+0.7,+0.20,-0.11,Matches
353,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,21-122,2003,5,361,72,80.2,4.0,5,72,0,0,,0,2.20,7,2,+5,+1.25,+0.24,5.8,4.9,+0.9,+0.22,-0.08,Matches
354,Armindo Sieb,de GER,"MF,FW",Mainz 05,21-226,2003,5,136,27,30.2,1.5,1,38,0,4,25,0,1.00,3,4,-1,-0.66,-0.38,1.8,3.7,-2.0,-1.32,-0.88,Matches
355,Tim Siersleben,de GER,DF,Heidenheim,24-205,2000,1,9,9,2.0,0.1,0,,0,1,9,4,3.00,0,0,0,0.00,-0.61,0.1,0.1,0.0,+0.02,-0.25,Matches
356,Kiliann Sildillia,fr FRA,FW,Freiburg,22-137,2002,1,4,4,0.9,0.0,0,,0,1,4,0,3.00,0,0,0,0.00,-0.20,0.0,0.1,-0.1,-1.88,-2.87,Matches
357,André Silva,pt POR,FW,RB Leipzig,28-329,1995,1,17,17,3.8,0.2,0,,0,1,17,4,1.00,0,0,0,0.00,-1.25,0.1,0.1,+0.1,+0.41,+0.18,Matches
358,Mohamed Simakan,fr FRA,DF,RB Leipzig,24-150,2000,1,54,54,12.0,0.6,1,54,0,0,,0,3.00,0,0,0,0.00,-1.36,0.9,0.8,+0.1,+0.13,-0.12,Matches
359,Xavi Simons,nl NED,MF,RB Leipzig,21-162,2003,5,450,90,100.0,5.0,5,90,5,0,,0,2.20,8,2,+6,+1.20,,7.4,6.2,+1.2,+0.24,,Matches
360,Danel Sinani,lu LUX,FW,St. Pauli,27-178,1997,1,1,1,0.2,0.0,0,,0,1,1,3,3.00,0,0,0,0.00,+0.40,0.0,0.0,0.0,0.00,+0.41,Matches
361,Tobias Sippel,de GER,GK,Gladbach,36-192,1988,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
362,Ibrahima Sissoko,ml MLI,"MF,DF",Bochum,26-339,1997,5,431,86,95.8,4.8,5,86,3,0,,0,0.20,5,11,-6,-1.25,-1.25,4.4,12.0,-7.6,-1.59,+1.50,Matches
363,Tim Skarke,de GER,"FW,MF",Union Berlin,28-023,1996,5,144,29,32.0,1.6,1,55,0,4,22,0,1.60,1,2,-1,-0.62,-1.21,0.9,1.4,-0.5,-0.34,-0.48,Matches
