Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls_per_90,Ast,Ast_per_90,G+A,G+A_per_90,G-PK,G-PK_per_90,PK,PKatt,CrdY,CrdR,xG,xG_per_90,npxG,npxG_per_90,xAG,xAG_per_90,npxG+xAG,npxG+xAG_per_90,PrgC,PrgP,PrgR,G+A-PK,xG+xAG
79,Valentin Carboni,ARG,"MF,FW",Marseille,19.0,2005.0,3,0,58,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.05,0.0,0.05,0.0,0.06,0.1,0.11,4,4,4,0.0,0.11
80,Josué Casimir,FRA,"FW,DF",Le Havre,23.0,2001.0,6,5,406,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.6,0.14,0.6,0.14,0.2,0.04,0.8,0.19,13,12,22,0.0,0.19
81,Cristian Cásseres Jr.,VEN,MF,Toulouse,24.0,2000.0,6,5,427,4.7,0,0.0,1,0.21,1,0.21,0,0.0,0,0,3,0,0.2,0.05,0.2,0.05,0.2,0.04,0.4,0.09,3,29,4,0.21,0.09
82,Jean-Charles Castelletto,CMR,DF,Nantes,29.0,1995.0,5,5,450,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.02,0.1,0.02,0.0,0.0,0.1,0.02,0,14,0,0.0,0.02
83,Brendan Chardonnet,FRA,DF,Brest,29.0,1994.0,5,5,450,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.02,0.1,0.02,0.0,0.0,0.1,0.02,2,4,1,0.0,0.02
84,Jhoanner Chávez,ECU,DF,Lens,22.0,2002.0,4,4,302,3.4,1,0.3,0,0.0,1,0.3,1,0.3,0,0,0,0,0.1,0.03,0.1,0.03,0.3,0.08,0.4,0.12,6,2,18,0.3,0.12
85,Théo Chennahi,FRA,DF,Montpellier,19.0,2005.0,1,0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
86,Sidiki Cherif,FRA,FW,Angers,17.0,2006.0,5,3,282,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4,0.14,0.4,0.14,0.2,0.06,0.6,0.19,8,2,14,0.0,0.19
87,Rayan Cherki,FRA,MF,Lyon,21.0,2003.0,2,0,46,0.5,1,1.96,0,0.0,1,1.96,1,1.96,0,0,1,0,0.2,0.42,0.2,0.42,0.0,0.0,0.2,0.42,2,2,4,1.96,0.42
88,Lucas Chevalier,FRA,GK,Lille,22.0,2001.0,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
