Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_tackles,TklW_tackles,Def 3rd_tackles,Mid 3rd_tackles,Att 3rd_tackles,Tkl_challenges,Att_challenges,Tkl%_challenges,Lost_challenges,Blocks_blocks,Sh_blocks,Pass_blocks,Int,Tkl+Int,Clr,Err
383,Oussama Targhalline,MAR,MF,Le Havre,22,2002.0,2.9,4,3,2,0,2,0,2,0.0,2,5,2,3,6,10,2,0
384,Enzo Tchato,CMR,DF,Montpellier,21,2002.0,4.9,8,5,4,3,1,5,12,41.7,7,6,2,4,4,12,16,0
385,Tanner Tessmann,USA,MF,Lyon,23,2001.0,0.8,3,2,2,1,0,0,0,0.0,0,0,0,0,3,6,3,0
386,Teddy Teuma,MLT,MF,Reims,31,1993.0,1.2,3,2,1,2,0,2,6,33.3,4,3,1,2,1,4,2,0
387,Jordan Teze,NED,DF,Monaco,25,1999.0,1.8,7,3,4,2,1,1,2,50.0,1,5,1,4,1,8,1,0
388,Sorba Thomas,WAL,FW,Nantes,25,1999.0,4.1,5,3,2,3,0,2,4,50.0,2,6,0,6,2,7,5,0
389,Adrien Thomasson,FRA,MF,Lens,30,1993.0,5.2,17,9,10,3,4,11,20,55.0,9,10,0,10,7,24,10,0
390,Corentin Tolisso,FRA,MF,Lyon,30,1994.0,3.0,3,2,0,1,2,2,5,40.0,3,10,1,9,0,3,3,0
391,Abdoulaye Touré,GUI,MF,Le Havre,30,1994.0,5.3,11,6,7,4,0,6,8,75.0,2,5,4,1,6,17,9,0
392,Birama Touré,MLI,MF,Montpellier,32,1992.0,0.5,1,1,0,1,0,1,2,50.0,1,1,1,0,1,2,1,0
393,Adrien Truffert,FRA,"DF,MF",Rennes,22,2001.0,4.5,10,3,5,3,2,6,10,60.0,4,4,0,4,2,12,9,0
394,Vanderson,BRA,DF,Monaco,23,2001.0,4.0,16,12,9,5,2,9,12,75.0,3,5,3,2,8,24,10,1
395,Jordan Veretout,FRA,MF,Lyon,31,1993.0,1.6,1,0,0,0,1,0,0,0.0,0,1,0,1,0,1,1,0
396,Ben Viadere,FRA,MF,Auxerre,19,2005.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
397,Vitinha,POR,MF,Paris S-G,24,2000.0,3.8,6,2,2,4,0,3,5,60.0,2,3,1,2,1,7,3,1
398,Ibrahima Wadji,SEN,FW,Saint-Étienne,29,1995.0,0.5,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
399,Elye Wahi,FRA,FW,Marseille,21,2003.0,3.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
400,Caleb Wiley,USA,"DF,MF",Strasbourg,19,2004.0,2.4,0,0,0,0,0,0,0,0.0,0,3,1,2,1,1,3,0
401,Christopher Wooh,CMR,DF,Rennes,23,2001.0,6.0,15,7,7,7,1,4,5,80.0,1,10,6,4,6,21,25,0
402,Etienne Youte Kinkoue,FRA,DF,Le Havre,22,2002.0,3.0,2,1,1,1,0,2,3,66.7,1,2,2,0,3,5,10,0
403,Yoram Zague,FRA,DF,Paris S-G,18,2006.0,0.8,3,2,1,1,1,2,2,100.0,0,1,0,1,0,3,1,0
404,Wilfried Zaha,CIV,FW,Lyon,31,1992.0,0.6,1,1,1,0,0,1,2,50.0,1,2,0,2,0,1,0,0
405,Warren Zaïre-Emery,FRA,"MF,DF",Paris S-G,18,2006.0,4.9,10,3,2,5,3,5,8,62.5,3,4,0,4,1,11,8,0
406,Miha Zajc,SVN,MF,Toulouse,30,1994.0,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
407,Denis Zakaria,SUI,MF,Monaco,27,1996.0,5.3,9,6,4,4,1,4,6,66.7,2,4,2,2,7,16,14,0
408,Anass Zaroury,MAR,"MF,FW",Lens,23,2000.0,2.2,1,1,0,0,1,0,3,0.0,3,1,0,1,0,1,0,0
409,Nathan Zeze,FRA,DF,Nantes,19,2005.0,4.0,6,4,0,6,0,4,4,100.0,0,6,2,4,10,16,30,0
410,Edon Zhegrova,KVX,"MF,FW",Lille,25,1999.0,3.9,2,1,1,0,1,1,2,50.0,1,2,0,2,2,4,0,0
411,Luc Zogbé,CIV,DF,Brest,19,2005.0,1.3,7,5,4,2,1,3,5,60.0,2,2,0,2,2,9,4,0
412,Aristide Zossou,CIV,MF,Auxerre,19,2005.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
413,Yanis Zouaoui,ALG,DF,Le Havre,30,1994.0,0.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
