stat_id,player_id,ninety_s,att,live,dead,fk,tb,sw,crs,ti,ck,inn,outt,str,cmp,off,blocks
,,3.0,148,118,30,0,0,2,8,30,0,0,0,0,101,0,6
,,2.5,90,68,22,5,0,0,0,0,0,0,0,0,69,0,0
,,3.0,175,138,37,2,0,1,9,35,0,0,0,0,146,0,7
,,0.8,37,24,13,2,0,0,10,5,6,6,0,0,21,0,0
,,3.0,131,126,5,2,0,0,0,1,0,0,0,0,116,0,0
,,2.2,88,86,2,0,0,2,1,1,0,0,0,0,59,0,5
,,3.0,297,291,5,4,0,0,0,0,0,0,0,0,275,1,1
,,0.3,7,6,1,0,0,0,1,0,1,0,1,0,4,0,1
,,1.2,57,48,9,1,1,0,2,8,0,0,0,0,48,0,1
,,1.2,61,56,5,2,0,0,9,3,0,0,0,0,46,0,0
,,3.0,139,118,21,6,0,0,0,0,0,0,0,0,111,0,0
,,1.0,60,59,1,1,0,8,0,0,0,0,0,0,55,0,1
,,0.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
,,0.3,17,16,1,1,0,1,0,0,0,0,0,0,13,0,0
,,1.4,43,32,11,2,1,0,13,0,9,5,2,0,28,0,1
,,2.9,152,136,15,9,0,0,0,0,0,0,0,0,131,1,0
,,0.2,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0
,,2.0,69,64,4,0,0,0,2,0,0,0,0,0,51,1,1
,,3.0,223,215,8,5,0,0,3,1,0,0,0,0,187,0,1
,,2.4,61,52,9,5,0,1,4,0,2,2,0,0,44,0,1
,,2.8,154,148,4,3,0,1,1,1,0,0,0,0,133,2,6
,,3.0,118,104,14,4,0,0,0,0,0,0,0,0,82,0,0
,,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3.0,155,128,27,0,1,1,8,27,0,0,0,0,111,0,5
,,0.3,20,18,2,0,0,0,1,2,0,0,0,0,16,0,0
,,2.6,48,45,3,0,0,0,0,1,0,0,0,0,26,0,5
,,0.5,19,19,0,0,0,0,2,0,0,0,0,0,13,0,0
,,3.0,241,229,12,3,2,3,9,4,5,0,0,0,189,0,7
,,2.0,54,52,1,0,0,0,1,1,0,0,0,0,37,1,1
,,3.0,152,109,43,8,1,0,18,26,9,5,3,0,101,0,4
,,1.3,65,47,18,1,0,0,6,17,0,0,0,0,44,0,8
,,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
,,0.3,16,16,0,0,0,0,0,0,0,0,0,0,12,0,1
,,3.0,284,277,7,5,3,0,2,1,0,0,0,0,262,0,0
,,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
,,3.0,96,68,28,7,0,0,0,0,0,0,0,0,65,0,0
,,3.0,160,136,24,11,0,2,2,0,0,0,0,0,134,0,2
,,3.0,119,85,34,11,0,0,0,0,0,0,0,0,94,0,0
