stat_id,player_id,mp,min,ninety_s,starts,mn_per_start,compl,subs,mn_per_subs,unsub,ppm,on_g,on_ga,plus_minus,plus_minus_per_90,onxg,onxga,xg_plus_minus,xg_plus_minus_per_90
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,260,2.9,3,87.0,1,0,0.0,0,1.0,5,5,0,0.0,5.9,4.5,1.5,0.5
,,3,196,2.2,2,90.0,2,1,16.0,0,2.33,3,2,1,0.46,2.5,3.0,-0.5,-0.24
,,3,49,0.5,0,0.0,0,3,16.0,0,2.0,1,2,-1,-1.84,1.3,1.4,-0.2,-0.28
,,3,242,2.7,3,81.0,1,0,0.0,0,0.0,2,10,-8,-2.98,2.8,7.0,-4.2,-1.57
,,3,270,3.0,3,90.0,3,0,0.0,0,2.33,6,2,4,1.33,4.9,3.5,1.4,0.48
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,5,4,1,0.33,6.3,4.2,2.1,0.68
,,1,24,0.3,0,0.0,0,1,24.0,0,3.0,1,0,1,3.75,0.4,0.3,0.1,0.25
,,3,269,3.0,3,90.0,2,0,0.0,0,0.67,5,6,-1,-0.33,4.5,6.1,-1.6,-0.54
,,2,90,1.0,2,45.0,0,0,0.0,0,0.0,0,4,-4,-4.0,1.3,2.3,-1.1,-1.08
,,1,28,0.3,0,0.0,0,1,28.0,1,0.0,0,2,-2,-6.43,0.4,1.7,-1.3,-4.26
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1,8,0.1,0,0.0,0,1,8.0,1,3.0,1,0,1,11.25,0.9,0.1,0.8,8.71
,,1,3,0.0,0,0.0,0,1,3.0,0,0.0,0,0,0,0.0,0.4,0.2,0.2,5.91
,,1,90,1.0,1,90.0,1,0,0.0,2,0.0,2,3,-1,-1.0,2.2,1.1,1.1,1.06
,,3,265,2.9,3,88.0,1,0,0.0,0,1.0,5,9,-4,-1.36,5.3,7.5,-2.2,-0.74
,,1,56,0.6,1,56.0,0,0,0.0,1,0.0,1,2,-1,-1.61,0.1,1.6,-1.4,-2.33
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,5,4,1,0.33,6.3,4.2,2.1,0.68
,,3,251,2.8,3,84.0,1,0,0.0,0,2.0,5,4,1,0.36,6.0,2.6,3.4,1.21
,,1,27,0.3,0,0.0,0,1,27.0,0,0.0,0,0,0,0.0,0.2,0.9,-0.7,-2.31
,,3,270,3.0,3,90.0,3,0,0.0,0,1.33,5,7,-2,-0.67,4.4,5.0,-0.6,-0.2
,,2,44,0.5,0,0.0,0,2,22.0,1,3.0,3,1,2,4.09,1.2,1.0,0.2,0.41
,,2,5,0.1,0,0.0,0,2,3.0,1,1.5,0,1,-1,-18.0,0.1,1.0,-0.9,-16.29
,,3,264,2.9,3,88.0,2,0,0.0,0,2.0,5,4,1,0.34,6.0,3.6,2.4,0.82
,,3,270,3.0,3,90.0,3,0,0.0,0,1.67,2,1,1,0.33,2.3,3.0,-0.7,-0.23
,,3,165,1.8,2,60.0,1,1,45.0,0,0.67,3,3,0,0.0,2.1,4.0,-1.9,-1.03
,,3,245,2.7,3,82.0,1,0,0.0,0,1.33,6,6,0,0.0,4.8,5.6,-0.7,-0.27
,,3,225,2.5,3,75.0,2,0,0.0,0,2.0,3,4,-1,-0.4,4.5,2.6,1.9,0.76
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
