stat_id,player_id,mp,min,ninety_s,starts,gls,gls_per_90,ast,ast_per_90,g_a,g_a_per_90,g_pk,g_pk_per_90,pk,pkatt,crd_y,crd_r,xg,xg_per_90,npxg,npxg_per_90,xag,xag_per_90,npxg_xag,npxg_xag_per_90
,,3,216,2.4,3,1,0.42,0,0.0,1,0.42,1,0.42,0,0,1,0,0.1,0.05,0.1,0.05,0.2,0.09,0.3,0.13
,,3,241,2.7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.01,0.0,0.01,0.1,0.05,0.2,0.06
,,3,234,2.6,3,1,0.38,1,0.38,2,0.77,1,0.38,0,0,0,0,1.6,0.61,1.6,0.61,1.2,0.45,2.7,1.06
,,3,25,0.3,0,0,0.0,1,3.6,1,3.6,0,0.0,0,0,1,0,0.0,0.12,0.0,0.12,0.6,2.33,0.7,2.45
,,2,180,2.0,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,45,0.5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,2,127,1.4,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4,0.25,0.4,0.25,0.0,0.02,0.4,0.27
,,1,14,0.2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.1
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.02,0.0,0.02,0.2,0.07,0.3,0.09
,,1,90,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,3,266,3.0,3,1,0.34,0,0.0,1,0.34,1,0.34,0,0,0,0,0.7,0.22,0.7,0.22,0.8,0.26,1.4,0.49
,,2,107,1.2,1,0,0.0,1,0.84,1,0.84,0,0.0,0,0,0,0,0.2,0.21,0.2,0.21,0.2,0.16,0.4,0.36
,,1,45,0.5,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,2,77,0.9,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.09,0.1,0.09,0.1,0.11,0.2,0.2
,,1,90,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,2,180,2.0,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.03,0.1,0.03
,,3,225,2.5,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,13,0.1,0,1,6.92,0,0.0,1,6.92,1,6.92,0,0,0,0,0.5,3.45,0.5,3.45,0.0,0.0,0.5,3.45
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.01,0.0,0.01,0.4,0.14,0.4,0.14
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.04,0.1,0.04,0.8,0.27,0.9,0.31
,,3,265,2.9,3,1,0.34,0,0.0,1,0.34,1,0.34,0,0,1,0,0.5,0.17,0.5,0.17,0.1,0.02,0.6,0.19
,,3,270,3.0,3,4,1.33,2,0.67,6,2.0,2,0.67,2,2,1,0,2.3,0.78,0.8,0.27,0.7,0.24,1.5,0.51
,,3,244,2.7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.01,0.0,0.01,0.0,0.02,0.1,0.03
,,1,23,0.3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.2
,,1,36,0.4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,1,0.0,0.09,0.0,0.09,0.0,0.12,0.1,0.21
,,1,10,0.1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.39,0.0,0.39,0.0,0.0,0.0,0.39
,,2,60,0.7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.12,0.1,0.12,0.0,0.0,0.1,0.12
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.1,0.04,0.1,0.04
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.05,0.2,0.05,0.7,0.24,0.9,0.3
,,3,260,2.9,3,2,0.69,1,0.35,3,1.04,2,0.69,0,0,0,0,1.4,0.49,1.4,0.49,1.4,0.47,2.8,0.96
,,3,196,2.2,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01
,,3,49,0.5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.17,0.1,0.17
,,3,242,2.7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.05,0.1,0.05,0.0,0.0,0.1,0.05
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,24,0.3,0,1,3.75,0,0.0,1,3.75,1,3.75,0,0,0,0,0.3,1.22,0.3,1.22,0.0,0.0,0.3,1.22
,,3,269,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.1,0.03,0.1,0.03
,,2,90,1.0,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.06,0.1,0.06,0.0,0.02,0.1,0.08
,,1,28,0.3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,8,0.1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,1,3,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
