Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
132,Adam Hložek,CZE,"FW,MF",Hoffenheim,22,2002.0,2.7,40,38,2,0,0,0,3,0,0,0,0,0,29,0,2
133,Nicolas Höfler,GER,MF,Freiburg,34,1990.0,0.6,31,29,1,1,0,0,0,0,0,0,0,0,23,1,0
134,Jonas Hofmann,GER,MF,Leverkusen,32,1992.0,0.7,36,33,3,0,0,0,1,0,1,0,0,0,29,0,0
135,Philipp Hofmann,GER,FW,Bochum,31,1993.0,3.5,91,88,3,0,1,1,0,1,0,0,0,0,51,0,0
136,Lucas Höler,GER,"MF,FW",Freiburg,30,1994.0,1.2,41,39,2,1,0,0,0,0,0,0,0,0,34,0,2
137,Benedict Hollerbach,GER,"MF,FW",Union Berlin,23,2001.0,3.9,91,91,0,0,1,0,11,0,0,0,0,0,57,0,6
138,Lewis Holtby,GER,MF,Holstein Kiel,34,1990.0,4.4,184,149,35,21,0,1,17,3,9,5,3,0,138,0,4
139,Franck Honorat,FRA,FW,Gladbach,28,1996.0,2.6,86,84,2,0,0,1,11,1,1,1,0,0,54,0,4
140,Mathias Honsak,AUT,"MF,FW",Heidenheim,27,1996.0,0.9,33,29,4,0,0,0,4,1,3,2,1,0,24,0,1
141,Lukáš Hrádecký,FIN,GK,Leverkusen,34,1989.0,4.0,120,93,27,6,0,0,0,0,0,0,0,0,95,0,0
142,Robin Hranáč,CZE,DF,Hoffenheim,24,2000.0,1.0,47,45,2,2,0,0,0,0,0,0,0,0,34,0,0
143,Hong Hyunseok,KOR,MF,Mainz 05,25,1999.0,2.4,61,61,0,0,0,0,1,0,0,0,0,0,48,0,2
144,Oscar Højlund,DEN,MF,Eint Frankfurt,19,2005.0,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
145,Jackson Irvine,AUS,MF,St. Pauli,31,1993.0,5.0,184,184,0,0,2,0,2,0,0,0,0,0,130,0,5
146,Ko Itakura,JPN,DF,Gladbach,27,1997.0,5.0,359,350,6,5,0,0,0,0,0,0,0,0,308,3,1
147,Marko Ivezić,SRB,DF,Holstein Kiel,22,2001.0,1.0,37,37,0,0,0,0,0,0,0,0,0,0,33,0,0
148,Lee Jae-sung,KOR,MF,Mainz 05,32,1992.0,3.8,121,120,0,0,1,0,2,0,0,0,0,0,90,1,3
149,Kristijan Jakić,CRO,MF,Augsburg,27,1997.0,2.9,125,124,1,0,1,1,2,1,0,0,0,0,103,0,3
150,Dominik Javorček,SVK,DF,Holstein Kiel,21,2002.0,0.5,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
151,Fredrik Jensen,FIN,"MF,DF",Augsburg,27,1997.0,1.2,39,38,1,0,0,0,2,0,1,0,1,0,28,0,3
152,Moritz Jenz,GER,DF,Mainz 05,25,1999.0,3.0,122,120,2,2,0,0,0,0,0,0,0,0,100,0,0
153,Carl Johansson,SWE,DF,Holstein Kiel,30,1994.0,3.9,220,206,13,5,0,0,0,1,0,0,0,0,193,1,0
154,Anthony Jung,GER,DF,Werder Bremen,32,1991.0,4.5,314,284,29,13,0,0,3,1,0,0,0,0,285,1,1
155,Yusuf Kabadayı,GER,"MF,FW",Augsburg,20,2004.0,0.4,16,15,1,0,0,0,1,1,0,0,0,0,11,0,1
156,Pavel Kadeřábek,CZE,DF,Hoffenheim,32,1992.0,4.8,218,182,35,2,0,1,13,33,0,0,0,0,147,1,6
157,Jakub Kamiński,POL,"DF,MF",Wolfsburg,22,2002.0,5.0,190,149,40,3,0,0,13,30,7,5,1,0,150,1,3
158,Kevin Kampl,SVN,MF,RB Leipzig,33,1990.0,2.9,225,217,6,6,1,0,1,0,0,0,0,0,204,2,3
159,Harry Kane,ENG,FW,Bayern Munich,31,1993.0,4.8,106,104,2,0,3,1,3,1,0,0,0,0,87,0,3
160,Atakan Karazor,GER,MF,Stuttgart,27,1996.0,4.4,324,294,28,28,1,2,1,0,0,0,0,0,289,2,8
161,Mikkel Kaufmann,DEN,FW,Heidenheim,23,2001.0,0.9,18,17,0,0,0,0,1,0,0,0,0,0,7,1,1
162,Andu Kelati,GER,MF,Holstein Kiel,22,2002.0,1.1,43,42,1,0,1,0,3,0,0,0,0,0,34,0,2
163,Aljoscha Kemlein,GER,MF,Union Berlin,20,2004.0,0.1,11,11,0,0,0,0,0,0,0,0,0,0,7,0,1
164,Luca Kerber,GER,"MF,FW",Heidenheim,22,2002.0,0.9,16,15,1,1,0,1,0,0,0,0,0,0,14,0,0
165,Rani Khedira,GER,MF,Union Berlin,30,1994.0,5.0,185,177,7,1,0,0,4,0,0,0,0,0,139,1,5
166,Joshua Kimmich,GER,"MF,DF",Bayern Munich,29,1995.0,5.0,571,523,48,20,4,5,19,10,18,12,2,1,523,0,5
167,Tim Kleindienst,GER,FW,Gladbach,29,1995.0,4.9,82,74,5,0,0,2,4,1,0,0,0,0,47,3,7
168,Lukas Klostermann,GER,DF,RB Leipzig,28,1996.0,3.2,292,284,8,5,0,0,1,3,0,0,0,0,269,0,4
169,Ansgar Knauff,GER,"MF,FW",Eint Frankfurt,22,2002.0,1.5,42,41,1,0,0,0,4,1,0,0,0,0,29,0,2
170,Magnus Knudsen,NOR,MF,Holstein Kiel,23,2001.0,4.7,202,200,1,1,0,1,0,0,0,0,0,0,183,1,0
171,Gregor Kobel,SUI,GK,Dortmund,26,1997.0,5.0,197,173,24,10,0,0,0,0,0,0,0,0,170,0,0
172,Robin Koch,GER,DF,Eint Frankfurt,28,1996.0,5.0,260,248,12,5,0,2,0,0,0,0,0,0,235,0,5
173,Derrick Köhn,GER,DF,Werder Bremen,25,1999.0,1.6,59,50,9,0,0,0,2,9,0,0,0,0,52,0,1
174,Dominik Kohr,GER,"DF,MF",Mainz 05,30,1994.0,4.8,211,193,18,4,0,0,4,14,0,0,0,0,153,0,5
175,Marco Komenda,CRO,DF,Holstein Kiel,27,1996.0,1.0,42,38,4,3,0,0,1,1,0,0,0,0,28,0,1
176,Mert Kömür,GER,MF,Augsburg,19,2005.0,0.3,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1
177,Henri Koudossou,GER,DF,Augsburg,25,1999.0,0.3,8,7,1,0,0,0,0,1,0,0,0,0,7,0,0
178,Konstantinos Koulierakis,GRE,DF,Wolfsburg,20,2003.0,1.6,55,36,18,2,1,1,3,16,0,0,0,0,37,1,0
179,Matej Kovar,CZE,GK,Leverkusen,24,2000.0,1.0,25,23,2,1,0,0,0,0,0,0,0,0,24,0,0
180,Andrej Kramarić,CRO,MF,Hoffenheim,33,1991.0,3.9,172,148,24,3,2,2,23,2,12,3,4,0,133,0,4
181,Frans Krätzig,GER,DF,Stuttgart,21,2003.0,0.6,41,37,4,0,0,0,1,4,0,0,0,0,36,0,0
182,Rasmus Kristensen,DEN,"DF,MF",Eint Frankfurt,27,1997.0,5.0,234,191,42,3,2,2,7,39,0,0,0,0,183,1,4
183,Lukas Kübler,GER,DF,Freiburg,32,1992.0,4.5,207,157,46,4,0,0,5,42,0,0,0,0,150,4,2
184,Moritz-Broni Kwarteng,GHA,MF,Bochum,26,1998.0,0.7,24,24,0,0,0,0,0,0,0,0,0,0,22,0,1
185,Nediljko Labrović,CRO,GK,Augsburg,24,1999.0,5.0,160,125,35,9,0,0,0,0,0,0,0,0,120,0,1
186,Konrad Laimer,AUT,"DF,MF",Bayern Munich,27,1997.0,1.3,82,81,1,0,0,0,1,1,0,0,0,0,71,0,1
187,Stefan Lainer,AUT,DF,Gladbach,32,1992.0,0.1,5,3,2,0,0,0,0,2,0,0,0,0,3,0,0
188,Hugo Larsson,SWE,MF,Eint Frankfurt,20,2004.0,4.8,143,140,3,3,0,3,1,0,0,0,0,0,124,0,2
189,Diogo Leite,POR,DF,Union Berlin,25,1999.0,5.0,246,225,21,10,0,1,1,11,0,0,0,0,188,0,2
190,Maxim Leitsch,GER,DF,Mainz 05,26,1998.0,2.1,68,61,7,2,0,0,1,2,0,0,0,0,50,0,1
191,Jamie Leweling,GER,"FW,MF",Stuttgart,23,2001.0,4.7,159,149,8,1,0,0,13,7,0,0,0,0,114,2,9
192,Philipp Lienhart,AUT,DF,Freiburg,28,1996.0,4.5,349,327,19,12,0,5,0,0,0,0,0,0,304,3,1
193,Anthony Losilla,FRA,MF,Bochum,38,1986.0,3.1,86,84,2,2,0,1,2,0,0,0,0,0,69,0,1
194,Castello Lukeba,FRA,DF,RB Leipzig,21,2002.0,3.9,282,274,7,6,0,1,0,0,0,0,0,0,257,1,1
195,Senne Lynen,BEL,MF,Werder Bremen,25,1999.0,4.8,211,200,9,6,0,0,0,0,0,0,0,0,181,2,2
196,Shuto Machino,JPN,"FW,MF",Holstein Kiel,25,1999.0,3.7,125,98,27,0,0,0,3,21,0,0,0,0,88,0,2
197,Arne Maier,GER,MF,Augsburg,25,1999.0,1.9,130,109,20,4,1,1,19,0,16,5,9,0,105,1,5
198,Patrick Mainka,GER,DF,Heidenheim,29,1994.0,5.0,211,208,3,3,0,0,0,0,0,0,0,0,181,0,0
199,Lovro Majer,CRO,MF,Wolfsburg,26,1998.0,1.3,27,24,2,0,0,1,1,1,1,1,0,0,17,1,0
200,Jordy Makengo,FRA,DF,Freiburg,23,2001.0,0.2,12,6,6,0,0,0,1,6,0,0,0,0,12,0,0
201,Julián Malatini,ARG,DF,Werder Bremen,23,2001.0,1.4,88,86,2,2,0,0,0,0,0,0,0,0,79,0,0
202,Donyell Malen,NED,"FW,DF",Dortmund,25,1999.0,1.8,62,58,4,1,0,1,6,3,0,0,0,0,44,0,5
