Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
313,Anton Stach,GER,"DF,MF",Hoffenheim,25,1998.0,4.5,332,34,135,167,31,1,332,5,2,40.0,2,40.0,203,1001,623,2,3,0,3,2,204,0
314,Jens Stage,DEN,MF,Werder Bremen,27,1996.0,4.7,246,7,61,117,70,19,246,6,1,16.7,4,66.7,121,481,228,5,5,1,5,1,162,15
315,Niklas Stark,GER,DF,Werder Bremen,29,1995.0,4.1,294,43,154,133,7,4,294,0,0,0.0,0,0.0,173,805,394,1,0,0,2,0,190,0
316,Pascal Stenzel,GER,DF,Stuttgart,28,1996.0,1.3,95,5,35,43,18,1,95,0,0,0.0,0,0.0,47,133,49,0,0,0,1,0,52,4
317,Angelo Stiller,GER,"MF,DF",Stuttgart,23,2001.0,4.9,430,18,110,246,76,2,430,4,3,75.0,1,25.0,218,777,324,1,1,0,2,4,335,13
318,Kevin Stöger,AUT,MF,Gladbach,31,1993.0,4.6,369,9,45,182,143,12,369,14,6,42.9,7,50.0,195,1083,521,13,11,1,10,6,265,31
319,Niklas Süle,GER,DF,Dortmund,29,1995.0,3.7,385,54,181,188,17,6,385,3,2,66.7,1,33.3,220,889,462,2,0,0,1,0,301,4
320,Mattias Svanberg,SWE,MF,Wolfsburg,25,1999.0,4.2,103,6,23,45,36,9,103,10,4,40.0,5,50.0,48,198,81,0,5,0,5,5,53,9
321,Haris Tabakovic,BIH,FW,Hoffenheim,30,1994.0,0.4,7,0,0,2,5,3,7,0,0,0.0,0,0.0,3,3,3,0,1,0,0,0,6,0
322,Jonathan Tah,GER,DF,Leverkusen,28,1996.0,5.0,364,36,132,211,21,12,364,1,1,100.0,0,0.0,182,1021,572,0,1,0,5,1,263,2
323,Edmond Tapsoba,BFA,DF,Leverkusen,25,1999.0,4.9,373,23,129,190,56,5,373,6,3,50.0,3,50.0,185,963,542,9,8,0,1,2,258,2
324,Mathys Tel,FRA,"MF,FW",Bayern Munich,19,2005.0,0.8,45,0,3,16,26,3,45,2,1,50.0,1,50.0,33,218,65,3,0,2,2,3,43,8
325,Nathan Tella,NGA,"DF,FW",Leverkusen,25,1999.0,0.9,38,2,3,11,24,3,38,5,0,0.0,3,60.0,18,114,55,4,1,2,3,0,32,12
326,Martin Terrier,FRA,MF,Leverkusen,27,1997.0,3.0,122,2,5,50,67,17,122,1,0,0.0,1,100.0,58,193,67,4,2,3,3,6,105,18
327,Arthur Theate,BEL,DF,Eint Frankfurt,24,2000.0,4.8,276,36,118,130,29,4,276,1,1,100.0,0,0.0,142,657,307,5,5,0,0,2,171,4
328,Phillip Tietz,GER,FW,Augsburg,27,1997.0,2.8,107,5,10,45,53,18,107,3,1,33.3,2,66.7,46,132,40,0,2,0,9,1,83,25
329,Umut Tohumcu,GER,MF,Hoffenheim,20,2004.0,1.5,76,2,27,42,7,0,76,2,1,50.0,1,50.0,43,141,53,0,0,0,0,1,47,1
330,Tiago Tomás,POR,"MF,FW",Wolfsburg,22,2002.0,4.1,130,1,24,57,50,4,130,13,6,46.2,7,53.8,83,416,183,7,3,2,7,5,90,18
331,Lucas Tousart,FRA,MF,Union Berlin,27,1997.0,1.4,46,2,14,22,12,5,46,3,2,66.7,1,33.3,14,38,18,0,0,0,0,0,18,2
332,Omar Traoré,GER,"DF,FW",Heidenheim,26,1998.0,4.8,245,10,82,104,62,2,245,9,5,55.6,2,22.2,119,832,496,16,8,0,8,9,138,14
333,Kevin Trapp,GER,GK,Eint Frankfurt,34,1990.0,2.5,92,82,92,0,0,0,92,0,0,0.0,0,0.0,65,281,164,0,0,0,0,0,50,0
334,Philipp Treu,GER,"MF,DF",St. Pauli,23,2000.0,5.0,292,8,67,146,85,8,292,6,2,33.3,3,50.0,102,536,248,6,7,1,6,3,133,22
335,Christopher Trimmel,AUT,DF,Union Berlin,37,1987.0,1.2,63,5,18,20,25,0,63,0,0,0.0,0,0.0,20,63,6,0,0,0,1,0,27,5
336,Tuta,BRA,"DF,MF",Eint Frankfurt,25,1999.0,5.0,288,43,153,122,16,5,288,4,3,75.0,1,25.0,155,716,251,2,2,1,4,1,164,2
337,Sven Ulreich,GER,GK,Bayern Munich,36,1988.0,1.0,30,18,27,3,0,0,30,0,0,0.0,0,0.0,13,55,30,0,0,0,0,0,24,0
338,Deniz Undav,GER,"FW,MF",Stuttgart,28,1996.0,3.6,170,2,15,84,74,17,170,4,2,50.0,2,50.0,95,553,303,12,5,4,7,12,140,25
339,Dayot Upamecano,FRA,DF,Bayern Munich,25,1998.0,5.0,528,26,179,332,19,6,528,2,1,50.0,1,50.0,342,1677,867,3,3,0,2,1,416,3
340,Can Uzun,TUR,"FW,MF",Eint Frankfurt,18,2005.0,0.6,19,0,1,8,10,1,19,1,0,0.0,1,100.0,12,38,14,0,1,0,1,2,16,1
341,Josha Vagnoman,GER,DF,Stuttgart,23,2000.0,3.0,141,9,48,60,33,2,141,2,1,50.0,1,50.0,49,228,62,2,0,1,2,2,73,9
342,Ruben Vargas,SUI,MF,Augsburg,26,1998.0,2.6,148,1,6,61,82,10,148,12,6,50.0,5,41.7,89,580,262,9,3,1,11,3,113,23
343,Nikola Vasilj,BIH,GK,St. Pauli,28,1995.0,5.0,226,158,222,4,0,0,226,1,1,100.0,0,0.0,129,724,444,0,0,0,0,0,126,0
344,Denis Vavro,SVK,DF,Wolfsburg,28,1996.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
345,Miloš Veljković,SRB,DF,Werder Bremen,29,1995.0,1.0,66,5,27,35,4,1,66,0,0,0.0,0,0.0,48,243,176,2,0,0,1,0,55,0
346,Nikolas Veratschnig,AUT,MF,Mainz 05,21,2003.0,0.0,2,0,0,0,2,0,2,0,0,0.0,0,0.0,1,3,0,0,0,0,0,0,1,1
347,Arthur Vermeeren,BEL,MF,RB Leipzig,19,2005.0,0.8,79,4,13,53,14,0,79,0,0,0.0,0,0.0,40,168,65,0,1,0,1,0,63,4
348,Yorbe Vertessen,BEL,"MF,FW",Union Berlin,23,2001.0,2.0,87,0,10,26,51,7,87,9,2,22.2,7,77.8,45,276,96,3,3,0,10,5,54,13
349,Kevin Vogt,GER,DF,Union Berlin,33,1991.0,4.9,298,50,174,125,2,0,298,1,1,100.0,0,0.0,130,497,242,0,0,0,3,0,162,0
350,Aster Vranckx,BEL,MF,Wolfsburg,21,2002.0,0.6,37,3,11,16,10,3,37,3,2,66.7,1,33.3,17,98,48,2,0,0,5,0,18,1
351,Robert Wagner,GER,MF,St. Pauli,21,2003.0,2.0,91,3,12,65,14,1,91,1,0,0.0,1,100.0,27,134,47,1,1,0,1,4,51,6
352,Hauke Wahl,GER,DF,St. Pauli,30,1994.0,5.0,310,34,138,159,15,6,310,2,1,50.0,1,50.0,141,650,349,3,2,0,2,1,199,3
353,Paul Wanner,GER,MF,Heidenheim,18,2005.0,3.9,161,4,22,82,63,10,160,13,5,38.5,8,61.5,79,415,211,5,7,1,14,5,87,13
354,Julian Weigl,GER,MF,Gladbach,29,1995.0,4.6,354,16,112,198,45,2,354,0,0,0.0,0,0.0,177,637,309,1,3,0,2,2,253,2
355,Timon Weiner,GER,GK,Holstein Kiel,25,1999.0,5.0,220,195,220,0,0,0,220,0,0,0.0,0,0.0,115,486,215,0,0,0,0,0,124,0
356,Nelson Weiper,GER,"FW,MF",Mainz 05,19,2005.0,0.2,11,0,2,4,5,1,11,1,1,100.0,0,0.0,4,27,20,1,0,0,0,1,4,2
357,Mitchell Weiser,GER,"DF,MF",Werder Bremen,30,1994.0,5.0,275,10,59,118,99,25,275,17,7,41.2,7,41.2,146,767,399,12,5,1,12,6,178,27
358,Noah Weißhaupt,GER,FW,Freiburg,23,2001.0,0.6,51,1,4,16,31,5,51,4,1,25.0,2,50.0,43,343,199,8,7,4,3,0,45,8
359,Silvan Widmer,SUI,DF,Mainz 05,31,1993.0,1.2,72,4,15,32,25,1,72,1,0,0.0,1,100.0,33,155,44,0,2,0,2,0,42,8
360,Patrick Wimmer,AUT,"FW,MF",Wolfsburg,23,2001.0,3.3,89,0,14,40,39,12,89,5,4,80.0,1,20.0,48,254,120,3,1,2,11,7,50,11
361,Jonas Wind,DEN,"FW,MF",Wolfsburg,25,1999.0,1.5,53,0,4,21,28,5,53,2,1,50.0,1,50.0,24,93,31,2,1,2,4,2,40,6
362,Florian Wirtz,GER,MF,Leverkusen,21,2003.0,5.0,430,2,30,156,251,25,428,28,14,50.0,13,46.4,201,1369,808,31,14,9,9,9,321,63
363,Dani de Wit,NED,MF,Bochum,26,1998.0,4.0,143,11,36,81,26,6,143,1,1,100.0,0,0.0,55,210,86,2,2,0,1,2,75,7
364,Maximilian Wittek,GER,DF,Bochum,29,1995.0,5.0,310,20,89,152,70,5,310,6,1,16.7,3,50.0,124,547,197,6,3,2,5,1,144,15
365,Marius Wolf,GER,DF,Augsburg,29,1995.0,2.9,192,5,36,77,79,7,192,4,2,50.0,1,25.0,69,389,217,6,3,2,8,4,108,9
366,Nick Woltemade,GER,MF,Stuttgart,22,2002.0,0.2,15,0,5,3,7,2,15,1,1,100.0,0,0.0,9,33,4,0,0,1,2,2,11,3
367,Jeong Woo-yeong,KOR,"MF,FW",Union Berlin,25,1999.0,1.7,98,0,4,39,56,3,98,4,3,75.0,1,25.0,57,220,96,2,2,0,4,1,67,13
368,Granit Xhaka,SUI,MF,Leverkusen,32,1992.0,5.0,481,14,80,300,102,3,481,5,1,20.0,4,80.0,234,937,508,2,8,0,5,2,387,6
369,Dan-Axel Zagadou,FRA,"DF,MF",Stuttgart,25,1999.0,0.3,12,1,10,2,0,0,12,0,0,0.0,0,0.0,6,11,1,0,1,0,0,0,9,0
370,Robin Zentner,GER,GK,Mainz 05,29,1994.0,5.0,211,166,203,8,0,0,211,0,0,0.0,0,0.0,83,433,247,0,0,0,1,0,71,0
371,Cedric Zesiger,SUI,DF,Wolfsburg,26,1998.0,5.0,270,44,133,123,14,0,270,3,3,100.0,0,0.0,129,638,292,3,0,0,1,1,143,1
372,Michael Zetterer,GER,GK,Werder Bremen,29,1995.0,5.0,195,165,191,5,0,0,195,0,0,0.0,0,0.0,119,827,526,0,0,0,0,0,97,0
