Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
52,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,29-234,1995,7,5,436,4.8,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,19,10,44,0.00,0.00,0.00,0.00,0.00,0.16,0.08,0.24,0.16,0.24,Matches
53,Donny van de Beek,nl NED,"MF,FW",Girona,27-165,1997,4,0,121,1.3,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,1,5,10,0.00,0.74,0.74,0.00,0.74,0.05,0.70,0.74,0.05,0.74,Matches
54,Héctor Bellerín,es ESP,DF,Betis,29-195,1995,4,3,299,3.3,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.1,3,18,12,0.00,0.30,0.30,0.00,0.30,0.00,0.33,0.33,0.00,0.33,Matches
55,Jude Bellingham,eng ENG,MF,Real Madrid,21-093,2003,4,4,350,3.9,0,1,1,0,0,0,1,0,0.3,0.3,0.9,1.2,15,33,23,0.00,0.26,0.26,0.00,0.26,0.08,0.22,0.31,0.08,0.31,Matches
56,Fran Beltrán,es ESP,MF,Celta Vigo,25-240,1999,6,5,412,4.6,1,0,1,1,0,0,0,0,0.2,0.2,0.6,0.8,8,25,6,0.22,0.00,0.22,0.22,0.22,0.04,0.13,0.17,0.04,0.17,Matches
57,Carlos Benavídez,uy URU,MF,Alavés,26-184,1998,5,3,214,2.4,1,1,2,1,0,0,1,0,0.1,0.1,0.6,0.7,1,10,2,0.42,0.42,0.84,0.42,0.84,0.04,0.26,0.30,0.04,0.30,Matches
58,Iker Benito,es ESP,"FW,MF",Osasuna,22-051,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
59,Yuri Berchiche,es ESP,DF,Athletic Club,34-233,1990,6,5,470,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,8,37,14,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches
60,Álex Berenguer,es ESP,FW,Athletic Club,29-088,1995,7,5,416,4.6,0,1,1,0,0,0,2,0,0.5,0.5,0.8,1.3,15,7,44,0.00,0.22,0.22,0.00,0.22,0.11,0.17,0.29,0.11,0.29,Matches
61,Marc Bernal,es ESP,MF,Barcelona,17-127,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
62,Juan Bernat,es ESP,"MF,DF",Villarreal,31-213,1993,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.00,0.41,Matches
63,Juan Berrocal,es ESP,DF,Getafe,25-149,1999,4,4,359,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
64,Antonio Blanco,es ESP,MF,Alavés,24-069,2000,8,5,449,5.0,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,1,29,3,0.00,0.20,0.20,0.00,0.20,0.08,0.10,0.17,0.08,0.17,Matches
65,Daley Blind,nl NED,DF,Girona,34-205,1990,8,8,683,7.6,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,13,78,12,0.00,0.13,0.13,0.00,0.13,0.00,0.08,0.08,0.00,0.08,Matches
66,Adama Boiro,es ESP,DF,Athletic Club,22-100,2002,2,2,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
67,Enzo Boyomo,cm CMR,DF,Osasuna,22-359,2001,5,5,450,5.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,15,0,0.20,0.00,0.20,0.20,0.20,0.03,0.00,0.03,0.03,0.03,Matches
68,Enzo Boyomo,cm CMR,DF,Valladolid,22-359,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
69,Darko Brašanac,rs SRB,MF,Leganés,32-231,1992,8,5,480,5.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,0,14,13,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
70,Ante Budimir,hr CRO,FW,Osasuna,33-070,1991,8,6,505,5.6,3,1,4,1,2,2,1,0,2.4,0.9,0.1,1.0,6,5,23,0.53,0.18,0.71,0.18,0.36,0.44,0.03,0.46,0.15,0.18,Matches
71,Leandro Cabrera,uy URU,DF,Espanyol,33-105,1991,5,5,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,12,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
72,Fernando Calero,es ESP,DF,Espanyol,29-016,1995,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
73,Sergio Camello,es ESP,FW,Rayo Vallecano,23-233,2001,8,5,423,4.7,2,0,2,2,0,0,1,0,1.9,1.9,0.3,2.1,9,5,25,0.43,0.00,0.43,0.43,0.43,0.40,0.06,0.46,0.40,0.46,Matches
74,José Campaña,es ESP,MF,Las Palmas,31-122,1993,3,3,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
75,Peio Canales,es ESP,MF,Athletic Club,19-257,2005,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Sergi Canós,es ESP,"MF,FW",Valencia,27-241,1997,5,0,68,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,2,17,0.00,0.00,0.00,0.00,0.00,0.26,0.03,0.29,0.26,0.29,Matches
77,Cárdenas,es ESP,GK,Rayo Vallecano,27-186,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
78,Irvin Cardona,fr FRA,"MF,FW",Espanyol,27-053,1997,7,1,228,2.5,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,5,7,15,0.00,0.00,0.00,0.00,0.00,0.26,0.13,0.39,0.26,0.39,Matches
79,Marc Cardona,es ESP,FW,Las Palmas,29-084,1995,2,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53,0.53,0.53,Matches
80,Sergi Cardona,es ESP,DF,Villarreal,25-084,1999,7,7,625,6.9,1,1,2,1,0,0,2,0,1.2,1.2,1.2,2.4,8,19,32,0.14,0.14,0.29,0.14,0.29,0.18,0.18,0.35,0.18,0.35,Matches
81,Johnny Cardoso,us USA,MF,Betis,23-010,2001,4,1,150,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,9,6,0.00,0.00,0.00,0.00,0.00,0.28,0.02,0.30,0.28,0.30,Matches
82,Carmona,es ESP,DF,Sevilla,22-245,2002,8,8,700,7.8,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,6,27,5,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
83,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,23-353,2000,4,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,6,8,23,0.00,0.00,0.00,0.00,0.00,0.01,0.31,0.32,0.01,0.32,Matches
84,Dani Carvajal,es ESP,DF,Real Madrid,32-263,1992,7,6,519,5.8,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,9,23,35,0.17,0.00,0.17,0.17,0.17,0.23,0.02,0.25,0.23,0.25,Matches
85,William Carvalho,pt POR,MF,Betis,32-176,1992,4,4,247,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,20,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
