Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive_sca,PassDead_sca,TO_sca,Sh_sca,Fld_sca,Def_sca,GCA,GCA90,PassLive_gca,PassDead_gca,TO_gca,Sh_gca,Fld_gca,Def_gca
180,Gvidas Gineitis,LTU,MF,Torino,20,2004,0.5,1,2.2,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
181,Ben Godfrey,ENG,DF,Atalanta,26,1998,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
182,Saba Goglichidze,GEO,DF,Empoli,20,2004,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
183,Edoardo Goldaniga,ITA,DF,Como,30,1993,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
184,Pierluigi Gollini,ITA,GK,Genoa,29,1995,6.0,4,0.67,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0
185,Nicolás González,ARG,FW,Juventus,26,1998,2.5,4,1.6,4,0,0,0,0,0,1,0.4,1,0,0,0,0,0
186,Robin Gosens,GER,DF,Fiorentina,30,1994,4.0,16,4.03,12,1,1,2,0,0,2,0.5,0,0,0,2,0,0
187,Alberto Grassi,ITA,MF,Empoli,29,1995,3.3,4,1.21,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
188,Mattéo Guendouzi,FRA,MF,Lazio,25,1999,6.0,14,2.35,12,1,0,1,0,0,0,0.0,0,0,0,0,0,0
189,Frederic Guilbert,FRA,DF,Lecce,29,1994,2.3,3,1.29,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
190,Albert Guðmundsson,ISL,MF,Fiorentina,27,1997,1.3,4,3.13,1,0,1,1,1,0,1,0.78,0,0,0,0,1,0
191,Emmanuel Gyasi,GHA,"DF,FW",Empoli,30,1994,6.0,6,1.0,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
192,Christian Gytkjær,DEN,FW,Venezia,34,1990,1.7,1,0.59,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
193,Nicolas Haas,SUI,MF,Empoli,28,1996,1.1,3,2.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
