Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_tackles,TklW_tackles,Def 3rd_tackles,Mid 3rd_tackles,Att 3rd_tackles,Tkl_challenges,Att_challenges,Tkl%_challenges,Lost_challenges,Blocks_blocks,Sh_blocks,Pass_blocks,Int,Tkl+Int,Clr,Err
403,Ola Solbakken,NOR,"MF,FW",Empoli,26,1998,2.2,2,2,0,2,0,0,0,0.0,0,0,0,0,0,2,4,0
404,Yann Sommer,SUI,GK,Inter,35,1988,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1
405,Borna Sosa,CRO,DF,Torino,26,1998,2.8,4,3,2,2,0,3,6,50.0,3,1,0,1,4,8,7,0
406,Riccardo Sottil,ITA,"MF,FW",Fiorentina,25,1999,0.7,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
407,Matìas Soulé,ARG,"FW,MF",Roma,21,2003,3.5,2,1,0,0,2,0,3,0.0,3,4,1,3,1,3,4,0
408,Leonardo Spinazzola,ITA,DF,Napoli,31,1993,1.9,1,1,0,1,0,0,1,0.0,1,3,1,2,0,1,2,1
409,Petar Stojanović,SVN,MF,Empoli,28,1995,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
410,Gabriel Strefezza,BRA,"MF,FW",Como,27,1997,5.7,13,10,4,5,4,5,13,38.5,8,4,1,3,2,15,1,0
411,Ibrahim Sulemana,GHA,MF,Atalanta,21,2003,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
412,Tomáš Suslov,SVK,"FW,MF",Hellas Verona,22,2002,2.7,10,6,3,6,1,2,4,50.0,2,9,0,9,2,12,1,0
413,Zion Suzuki,JPN,GK,Parma,22,2002,3.8,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0
414,Marin Šverko,CRO,DF,Venezia,26,1998,3.0,3,2,2,1,0,2,2,100.0,0,2,0,2,7,10,10,0
415,Mile Svilar,SRB,GK,Roma,25,1999,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1
416,Michael Svoboda,AUT,DF,Venezia,25,1998,5.3,12,6,9,2,1,3,7,42.9,4,12,7,5,6,18,18,2
417,Adrien Tameze,CMR,"MF,DF",Torino,30,1994,2.7,2,1,0,2,0,0,5,0.0,5,2,2,0,8,10,3,1
418,Mehdi Taremi,IRN,"FW,MF",Inter,32,1992,1.9,1,1,0,1,0,0,0,0.0,0,3,0,3,0,1,3,0
419,Nuno Tavares,POR,DF,Lazio,24,2000,3.7,6,5,6,0,0,2,5,40.0,3,1,0,1,1,7,11,0
420,Loum Tchaouna,FRA,"FW,MF",Lazio,21,2003,1.6,3,1,1,1,1,1,3,33.3,2,1,0,1,1,4,1,0
421,Jackson Tchatchoua,CMR,"MF,DF",Hellas Verona,23,2001,6.0,10,3,9,0,1,7,9,77.8,2,7,4,3,5,15,9,0
422,Casper Tengstedt,DEN,FW,Hellas Verona,24,2000,4.4,1,0,0,1,0,0,0,0.0,0,2,1,1,2,3,10,0
423,Filippo Terracciano,ITA,DF,Milan,21,2003,1.0,2,2,1,0,1,1,3,33.3,2,0,0,0,2,4,1,0
424,Pietro Terracciano,ITA,GK,Fiorentina,34,1990,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
425,Florian Thauvin,FRA,"MF,FW",Udinese,31,1993,5.0,5,5,4,0,1,4,7,57.1,3,2,0,2,2,7,2,0
426,Malick Thiaw,GER,DF,Milan,23,2001,1.0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,2,1,0
427,Morten Thorsby,NOR,"MF,DF",Genoa,28,1996,1.5,2,1,1,0,1,0,2,0.0,2,2,0,2,1,3,2,0
428,Khéphren Thuram,FRA,MF,Juventus,23,2001,1.3,1,1,0,1,0,0,0,0.0,0,1,0,1,2,3,2,0
429,Marcus Thuram,FRA,FW,Inter,27,1997,5.3,4,3,2,0,2,1,3,33.3,2,3,1,2,1,5,2,0
430,Rafael Tolói,ITA,DF,Atalanta,33,1990,0.4,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
431,Fikayo Tomori,ENG,DF,Milan,26,1997,5.0,7,6,4,2,1,3,6,50.0,3,6,5,1,7,14,14,0
432,Souleymane Touré,FRA,DF,Udinese,21,2003,1.2,1,1,1,0,0,1,1,100.0,0,2,1,1,2,3,2,0
433,Stefano Turati,ITA,GK,Monza,23,2001,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1
434,Kacper Urbanski,POL,"MF,FW",Bologna,20,2004,1.5,5,2,4,0,1,4,6,66.7,2,4,0,4,1,6,4,0
435,Emanuele Valeri,ITA,DF,Parma,25,1998,2.1,3,1,1,1,1,3,4,75.0,1,0,0,0,2,5,5,0
436,Ignace Van Der Brempt,BEL,DF,Como,22,2002,2.5,10,7,7,3,0,5,7,71.4,2,2,1,1,4,14,4,0
437,Devis Vásquez,COL,GK,Empoli,26,1998,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0
438,Johan Vásquez,MEX,DF,Genoa,25,1998,5.3,3,1,1,2,0,1,3,33.3,2,7,4,3,6,9,17,0
439,Matías Vecino,URU,MF,Lazio,33,1991,1.7,2,2,1,1,0,2,7,28.6,5,2,0,2,1,3,2,0
440,Simone Verdi,ITA,MF,Como,32,1992,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
441,Samuele Vignato,ITA,MF,Monza,20,2004,1.2,3,1,0,2,1,2,3,66.7,1,0,0,0,0,3,1,0
442,Nicolas Viola,ITA,"FW,MF",Cagliari,34,1989,0.6,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
443,Mattia Viti,ITA,DF,Empoli,22,2002,6.0,22,17,16,5,1,13,17,76.5,4,10,7,3,6,28,27,0
444,Vitinha,POR,FW,Genoa,24,2000,4.6,6,1,2,1,3,1,9,11.1,8,5,1,4,4,10,4,0
445,Dušan Vlahović,SRB,FW,Juventus,24,2000,5.4,1,1,0,0,1,0,0,0.0,0,3,2,1,0,1,4,1
446,Vanja Vlahović,SRB,MF,Atalanta,20,2004,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
447,Nikola Vlašić,CRO,FW,Torino,26,1997,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
448,Alessandro Vogliacco,ITA,DF,Genoa,26,1998,2.7,7,2,2,5,0,4,5,80.0,1,3,2,1,5,12,9,0
449,Mërgim Vojvoda,KVX,DF,Torino,29,1995,3.8,6,2,1,3,2,2,7,28.6,5,7,2,5,2,8,8,0
450,Stefan de Vrij,NED,DF,Inter,32,1992,1.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
451,Sebastian Walukiewicz,POL,DF,Torino,24,2000,1.7,4,1,3,0,1,2,3,66.7,1,2,0,2,4,8,8,0
452,Sebastian Walukiewicz,POL,DF,Empoli,24,2000,2.0,1,0,1,0,0,0,1,0.0,1,3,3,0,1,2,15,0
453,Timothy Weah,USA,FW,Juventus,24,2000,1.3,3,1,0,1,2,1,1,100.0,0,2,0,2,1,4,0,0
454,Mateusz Wieteska,POL,DF,Cagliari,27,1997,1.0,1,0,0,1,0,1,1,100.0,0,2,1,1,6,7,4,0
455,John Yeboah,ECU,"MF,FW",Venezia,24,2000,0.6,2,2,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0
456,Kenan Yıldız,TUR,"FW,MF",Juventus,19,2005,5.5,12,7,2,7,3,4,5,80.0,1,8,0,8,1,13,3,0
457,Mattia Zaccagni,ITA,"FW,MF",Lazio,29,1995,5.7,8,6,1,6,1,3,5,60.0,2,3,0,3,4,12,3,0
458,Nicola Zalewski,POL,"FW,DF",Roma,22,2002,1.6,3,2,0,1,2,1,2,50.0,1,1,0,1,0,3,1,0
459,Andre-Frank Zambo Anguissa,CMR,MF,Napoli,28,1995,6.0,11,6,2,7,2,6,9,66.7,3,4,1,3,11,22,2,0
460,Francesco Zampano,ITA,DF,Venezia,31,1993,6.0,11,8,6,4,1,3,10,30.0,7,5,0,5,4,15,12,2
461,Nicolò Zaniolo,ITA,"FW,MF",Atalanta,25,1999,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
462,Alessandro Zanoli,ITA,DF,Genoa,23,2000,2.4,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,6,0
463,Duván Zapata,COL,FW,Torino,33,1991,5.6,6,4,1,0,5,0,3,0.0,3,1,1,0,1,7,2,0
464,Gabriele Zappa,ITA,DF,Cagliari,24,1999,4.5,7,4,3,4,0,3,4,75.0,1,9,7,2,4,11,11,0
465,Davide Zappacosta,ITA,DF,Atalanta,32,1992,3.5,2,2,2,0,0,2,6,33.3,4,3,1,2,0,2,2,0
466,Oier Zarraga,ESP,MF,Udinese,25,1999,1.4,2,1,0,2,0,1,2,50.0,1,1,1,0,0,2,0,0
467,Jordan Zemura,ZIM,DF,Udinese,24,1999,2.4,3,1,2,0,1,1,2,50.0,1,6,1,5,3,6,3,0
468,Kevin Zeroli,ITA,MF,Milan,19,2005,0.1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0
469,Piotr Zieliński,POL,MF,Inter,30,1994,0.6,3,3,1,1,1,1,3,33.3,2,0,0,0,0,3,0,0
470,Nadir Zortea,ITA,DF,Cagliari,25,1999,1.4,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,2,0
471,Milan Đurić,BIH,FW,Monza,34,1990,3.9,0,0,0,0,0,0,0,0.0,0,2,0,2,1,1,4,0
