player_id,player_name,nation,position,team_id,age,date_of_birth
,Ngal'Ayel Mukau,,MF,3,19,2004.0
,Marshall Munetsi,ZIM,MF,1,28,1996.0
,Junior Mwanga,FRA,MF,1,21,2003.0
,Mahamadou Nagida,CMR,MF,1,19,2005.0
,Keito Nakamura,JPN,FW,1,24,2000.0
,Sebastian Nanasi,SWE,"MF,FW",3,22,2002.0
,Youssouf Ndayishimiye,BDI,DF,,25,1998.0
,Rassoul Ndiaye,SEN,MF,3,22,2001.0
,Tanguy Ndombele,FRA,MF,3,27,1996.0
,Loïc Nego,HUN,DF,1,33,1991.0
,João Neves,POR,"MF,FW",2,19,2004.0
,Steve Ngoura,FRA,FW,3,19,2005.0
,Moussa Niakhate,SEN,DF,3,28,1996.0
,Ibrahima Niane,SEN,FW,2,25,1999.0
,Rasmus Nicolaisen,DEN,DF,3,27,1997.0
,Arnaud Nordin,FRA,FW,2,26,1998.0
,Ernest Nuamah,GHA,FW,2,20,2003.0
,Rabby Nzingoula,CGO,MF,3,18,2005.0
,Marwann Nzuzi,FRA,DF,1,20,2004.0
,Hamzat Ojediran,NGA,MF,2,20,2003.0
,Joseph Okumu,KEN,DF,2,27,1997.0
,Ben Old,NZL,MF,2,22,2002.0
,Becir Omeragic,SUI,DF,2,22,2002.0
,Ado Onaiwu,JPN,"FW,MF",2,28,1995.0
,Christopher Operi,CIV,DF,2,27,1997.0
,Victor Orakpo,NGA,FW,3,18,2006.0
,Gift Orban,NGA,"FW,DF",2,22,2002.0
,Gabriel Osho,NGA,DF,2,26,1998.0
,Jibril Othman,TUN,FW,2,20,2004.0
,Kassoum Ouattara,FRA,"DF,FW",1,19,2004.0
,Zinédine Ould Khaled,FRA,MF,,24,2000.0
,Beres Owusu,FRA,DF,2,20,2003.0
,Elisha Owusu,GHA,MF,2,26,1997.0
,Willian Pacho,ECU,DF,3,22,2001.0
,Nicolas Pallois,FRA,DF,3,36,1987.0
,Kévin Pedro,FRA,DF,1,18,2006.0
,Théo Pellenard,FRA,DF,3,30,1994.0
,Faris Pemi Moumbagna,CMR,FW,2,24,2000.0
,Mathias Pereira Lage,POR,"MF,FW",1,27,1996.0
,Lucas Perri,BRA,GK,1,26,1997.0
,Gaëtan Perrin,FRA,"MF,FW",2,28,1996.0
,Léo Pétrot,FRA,DF,1,27,1997.0
,Đorđe Petrović,SRB,GK,,24,1999.0
,Gonçalo Ramos,POR,FW,2,23,2001.0
,Lilian Raolisoa,FRA,DF,1,24,2000.0
,Rayan Raveloson,MAD,MF,3,27,1997.0
,Guillaume Restes,FRA,GK,2,19,2005.0
,Alexsandro Ribeiro,BRA,DF,2,25,1999.0
,Valentin Rongier,FRA,"DF,MF",3,29,1994.0
,Pablo Rosario,NED,"MF,DF",3,27,1997.0
,Jon Rowe,ENG,FW,2,21,2003.0
,Fabián Ruiz Peña,ESP,MF,2,28,1996.0
,Gerónimo Rulli,ARG,GK,2,32,1992.0
,Emmanuel Sabbi,USA,"MF,DF",2,26,1997.0
,Falaye Sacko,MLI,DF,2,29,1995.0
,Modibo Sagnan,MLI,DF,3,25,1999.0
,Osame Sahraoui,NOR,MF,3,23,2001.0
,Wesley Saïd,FRA,FW,3,29,1995.0
,Ibrahim Salah,MAR,FW,2,23,2001.0
,Amine Salama,FRA,"FW,MF",2,24,2000.0
,Mohammed Salisu,GHA,DF,3,25,1999.0
,Yoann Salmier,GUF,DF,,31,1992.0
,Mama Samba Baldé,GNB,FW,1,28,1995.0
,Brice Samba,FRA,GK,2,30,1994.0
,Arouna Sangante,SEN,DF,2,22,2002.0
,Nhoa Sangui,FRA,DF,3,18,2006.0
,Baptiste Santamaria,FRA,MF,2,29,1995.0
,Andrey Santos,BRA,MF,2,20,2004.0
,Tiago Santos,POR,DF,3,22,2002.0
,Martin Satriano,URU,"FW,DF",1,23,2001.0
,Téji Savanier,FRA,MF,3,32,1991.0
,Niklas Schmidt,GER,MF,3,26,1998.0
,Jérémy Sebas,MTQ,"FW,MF",1,21,2003.0
,Alidu Seidu,GHA,DF,2,24,2000.0
,Marvin Senaya,TOG,DF,1,23,2001.0
,Djibril Sidibé,FRA,DF,2,32,1992.0
,Vincent Sierro,SUI,MF,3,28,1995.0
,Caio Henrique Oliveira Silva,BRA,DF,2,27,1997.0
,Abdallah Sima,SEN,"FW,MF",,23,2001.0
,Moses Simon,NGA,FW,3,29,1995.0
,Lassine Sinayoko,MLI,"FW,MF",1,24,1999.0
,Wilfried Singo,CIV,"DF,MF",3,23,2000.0
,Ibrahim Sissoko,MLI,FW,2,28,1995.0
,Leo Skiri Østigård,NOR,DF,1,24,1999.0
,Milan Škriniar,SVK,DF,3,29,1995.0
,Naatan Skyttä,FIN,FW,3,22,2002.0
,Florian Sotoca,FRA,FW,2,33,1990.0
,Issa Soumaré,SEN,"MF,FW",2,23,2000.0
,Saidou Sow,GUI,DF,3,22,2002.0
,Lucas Stassin,BEL,FW,1,19,2004.0
,Enzo Sternal,FRA,FW,2,17,2007.0
,Gabriel Suazo,CHI,"DF,MF",2,27,1997.0
,Abakar Sylla,CIV,DF,,21,2002.0
,Issiaga Sylla,GUI,DF,2,30,1994.0
,Musa Al-Taamari,JOR,FW,3,27,1997.0
,Florian Tardieu,FRA,MF,2,32,1992.0
,Oussama Targhalline,MAR,MF,3,22,2002.0
,Enzo Tchato,CMR,DF,2,21,2002.0
,Tanner Tessmann,USA,MF,3,22,2001.0
,Teddy Teuma,MLT,MF,3,30,1993.0
,Jordan Teze,NED,DF,2,24,1999.0
,Sorba Thomas,WAL,FW,3,25,1999.0
,Adrien Thomasson,FRA,MF,2,30,1993.0
,Corentin Tolisso,FRA,MF,2,30,1994.0
,Abdoulaye Touré,GUI,MF,,30,1994.0
,Adrien Truffert,FRA,"MF,DF",2,22,2001.0
,Vanderson,BRA,DF,3,23,2001.0
,Jordan Veretout,FRA,MF,2,31,1993.0
,Ben Viadere,FRA,MF,2,19,2005.0
,Vitinha,POR,MF,3,24,2000.0
,Ibrahima Wadji,SEN,FW,2,29,1995.0
,Elye Wahi,FRA,FW,2,21,2003.0
,Caleb Wiley,USA,"DF,MF",2,19,2004.0
,Christopher Wooh,CMR,DF,2,23,2001.0
,Etienne Youte Kinkoue,FRA,DF,2,22,2002.0
,Yoram Zague,FRA,DF,,18,2006.0
,Warren Zaïre-Emery,FRA,MF,3,18,2006.0
,Miha Zajc,SVN,MF,3,30,1994.0
,Denis Zakaria,SUI,MF,2,27,1996.0
,Anass Zaroury,MAR,MF,2,23,2000.0
,Nathan Zeze,FRA,DF,3,19,2005.0
,Edon Zhegrova,KVX,MF,2,25,1999.0
,Luc Zogbé,CIV,DF,1,19,2005.0
,Aristide Zossou,CIV,MF,2,19,2005.0
,Yanis Zouaoui,ALG,DF,3,30,1994.0
,Tosin Adarabioyo,ENG,DF,3,26,1997.0
,Simon Adingra,CIV,"FW,MF",3,22,2002.0
,Ola Aina,NGA,DF,3,27,1996.0
,Rayan Aït-Nouri,ALG,"DF,MF",3,23,2001.0
,Kristoffer Ajer,NOR,DF,1,26,1998.0
,Manuel Akanji,SUI,DF,1,29,1995.0
,Nathan Aké,NED,DF,3,29,1995.0
,Carlos Alcaraz,ARG,MF,2,21,2002.0
,Trent Alexander-Arnold,ENG,"DF,MF",3,25,1998.0
,Alisson,BRA,GK,2,31,1992.0
,Miguel Almirón,PAR,FW,3,30,1994.0
,Edson Álvarez,MEX,MF,2,26,1997.0
,Samuel Amo-Ameyaw,ENG,DF,3,18,2006.0
,Joachim Andersen,DEN,DF,2,28,1996.0
,Elliot Anderson,ENG,"MF,FW",2,21,2002.0
,André,BRA,"MF,FW",2,23,2001.0
,Michail Antonio,JAM,FW,3,34,1990.0
,Antony,BRA,FW,2,24,2000.0
,Julian Araujo,MEX,DF,2,23,2001.0
,Cameron Archer,ENG,FW,2,23,2001.0
,Alphonse Areola,FRA,GK,2,31,1993.0
,Joe Aribo,NGA,MF,2,28,1996.0
,Adam Armstrong,ENG,FW,2,27,1997.0
,Harrison Armstrong,ENG,MF,2,17,2007.0
,Kepa Arrizabalaga,ESP,GK,1,29,1994.0
,Taiwo Awoniyi,NGA,"FW,MF",3,27,1997.0
,Yasin Ayari,SWE,MF,,20,2003.0
,Jordan Ayew,GHA,"FW,MF",2,33,1991.0
,Leon Bailey,JAM,"MF,FW",1,27,1997.0
,Carlos Baleba,CMR,MF,2,20,2004.0
,Ross Barkley,ENG,MF,3,30,1993.0
,Harvey Barnes,ENG,FW,2,26,1997.0
,Calvin Bassey,NGA,DF,2,24,1999.0
,Jan Bednarek,POL,DF,2,28,1996.0
,Jean-Ricner Bellegarde,FRA,"MF,FW",2,26,1998.0
,Rodrigo Bentancur,URU,MF,3,27,1997.0
,Sander Berge,NOR,MF,3,26,1998.0
,Lucas Bergvall,SWE,MF,1,18,2006.0
,Victor Bernth Kristiansen,DEN,"DF,MF",3,21,2002.0
,Beto,GNB,FW,2,26,1998.0
,Philip Billing,DEN,MF,3,28,1996.0
,Yves Bissouma,MLI,MF,,28,1996.0
,Lamare Bogarde,NED,DF,1,20,2004.0
,Willy Boly,CIV,DF,3,33,1991.0
,Jarrod Bowen,ENG,"FW,MF",2,27,1996.0
,Conor Bradley,NIR,DF,2,21,2003.0
,Ben Brereton,CHI,FW,2,25,1999.0
,Emi Buendía,ARG,MF,2,27,1996.0
,Facundo Buonanotte,ARG,"MF,FW",2,19,2004.0
,Dan Burn,ENG,DF,2,32,1992.0
,Wes Burns,WAL,FW,3,29,1994.0
,Moisés Caicedo,ECU,MF,3,22,2001.0
,Tom Cairney,SCO,MF,3,33,1991.0
,Jens Cajuste,SWE,MF,2,25,1999.0
,Riccardo Calafiori,ITA,DF,3,22,2002.0
,Dominic Calvert-Lewin,ENG,FW,2,27,1997.0
,Fabio Carvalho,POR,"MF,FW",2,22,2002.0
,Casemiro,BRA,MF,2,32,1992.0
,Matty Cash,POL,DF,1,27,1997.0
,Conor Chaplin,ENG,MF,2,27,1997.0
,Chiquinho,POR,MF,2,24,2000.0
,Hamza Choudhury,ENG,MF,2,26,1997.0
,Ryan Christie,SCO,MF,3,29,1995.0
,Jack Clarke,ENG,FW,2,23,2000.0
,Nathaniel Clyne,ENG,DF,3,33,1991.0
,Conor Coady,ENG,DF,2,31,1993.0
,Séamus Coleman,IRL,DF,3,35,1988.0
,Nathan Collins,IRL,DF,3,23,2001.0
,Toby Collyer,ENG,MF,3,20,2004.0
,Levi Colwill,ENG,DF,1,21,2003.0
,Lewis Cook,ENG,MF,1,27,1997.0
,Maxwel Cornet,CIV,FW,1,27,1996.0
,Vladimír Coufal,CZE,DF,3,32,1992.0
,Aaron Cresswell,ENG,DF,,34,1989.0
,Marc Cucurella,ESP,DF,1,26,1998.0
,Matheus Cunha,BRA,"FW,MF",1,25,1999.0
,Diogo Dalot,POR,DF,2,25,1999.0
,Mikkel Damsgaard,DEN,MF,3,24,2000.0
,Danilo,BRA,MF,2,23,2001.0
,Leif Davis,ENG,DF,1,24,2000.0
,Craig Dawson,ENG,DF,2,34,1990.0
,Kevin De Bruyne,BEL,MF,1,33,1991.0
,Liam Delap,ENG,FW,1,21,2003.0
,Sepp van den Berg,NED,DF,3,22,2001.0
,Kiernan Dewsbury-Hall,ENG,MF,1,26,1998.0
,Amad Diallo,CIV,FW,2,22,2002.0
,Rúben Dias,POR,DF,3,27,1997.0
,Luis Díaz,COL,FW,1,27,1997.0
,Tyler Dibling,ENG,"FW,MF",3,18,2006.0
,Lucas Digne,FRA,DF,1,31,1993.0
,Issa Diop,FRA,DF,2,27,1997.0
,Axel Disasi,FRA,DF,2,26,1998.0
,Roman Dixon,ENG,DF,3,19,2004.0
,Matt Doherty,IRL,DF,1,32,1992.0
,Jeremy Doku,BEL,FW,2,22,2002.0
,Nicolás Domínguez,ARG,"FW,MF",3,26,1998.0
,Abdoulaye Doucouré,MLI,MF,,31,1993.0
,Cheick Doucouré,MLI,MF,2,24,2000.0
,Flynn Downes,ENG,MF,2,25,1999.0
,Tommy Doyle,ENG,MF,3,22,2001.0
,Radu Drăgușin,ROU,DF,3,22,2002.0
,Lewis Dunk,ENG,DF,1,32,1991.0
,Jhon Durán,COL,FW,2,20,2003.0
,Ederson,BRA,GK,2,31,1993.0
,George Edmundson,ENG,DF,2,27,1997.0
,Odsonne Édouard,FRA,"MF,FW",3,26,1998.0
,Samuel Edozie,ENG,"DF,FW",3,21,2003.0
,Anthony Elanga,SWE,FW,2,22,2002.0
,Harvey Elliott,ENG,FW,2,21,2003.0
,Julio Enciso,PAR,"MF,FW",2,20,2004.0
,Wataru Endo,JPN,MF,3,31,1993.0
,Christian Eriksen,DEN,MF,2,32,1992.0
,Pervis Estupiñán,ECU,DF,3,26,1998.0
,Evanilson,BRA,FW,2,24,1999.0
,Jonny Evans,NIR,DF,2,36,1988.0
,Eberechi Eze,ENG,MF,2,26,1998.0
,Łukasz Fabiański,POL,GK,,39,1985.0
,Wout Faes,BEL,DF,3,26,1998.0
,Abdul Fatawu Issahaku,GHA,"FW,MF",,20,2004.0
,João Félix,POR,"MF,FW",2,24,1999.0
,Evan Ferguson,IRL,FW,2,19,2004.0
,Bruno Fernandes,POR,"MF,FW",2,30,1994.0
,Mateus Fernandes,POR,MF,1,20,2004.0
,Enzo Fernández,ARG,MF,2,23,2001.0
,Mark Flekken,NED,GK,1,31,1993.0
,Phil Foden,ENG,FW,3,24,2000.0
,Wesley Fofana,FRA,DF,3,23,2000.0
,Carlos Forbs,POR,MF,2,20,2004.0
,Ryan Fraser,SCO,FW,3,30,1994.0
,Niclas Füllkrug,GER,FW,3,31,1993.0
,Cody Gakpo,NED,FW,2,25,1999.0
,Idrissa Gana Gueye,SEN,MF,2,34,1989.0
,Alejandro Garnacho,ARG,FW,2,20,2004.0
,James Garner,ENG,"DF,MF",2,23,2001.0
,Morgan Gibbs-White,ENG,MF,3,24,2000.0
,Billy Gilmour,SCO,MF,2,23,2001.0
,João Gomes,BRA,MF,2,23,2001.0
,Rodrigo Gomes,POR,"FW,MF",3,21,2003.0
,Toti Gomes,POR,DF,3,25,1999.0
,Anthony Gordon,ENG,FW,2,23,2001.0
,Ryan Gravenberch,NED,MF,3,22,2002.0
,Archie Gray,ENG,MF,2,18,2006.0
,Jack Grealish,ENG,FW,2,29,1995.0
,Jacob Greaves,ENG,DF,2,24,2000.0
,Gonçalo Guedes,POR,"MF,FW",2,27,1996.0
,Marc Guéhi,ENG,DF,1,24,2000.0
,Bruno Guimarães,BRA,MF,2,26,1997.0
,Marc Guiu,ESP,FW,1,18,2006.0
,İlkay Gündoğan,GER,MF,,33,1990.0
,Malo Gusto,FRA,DF,1,21,2003.0
,Joško Gvardiol,CRO,DF,2,22,2002.0
,Erling Haaland,NOR,FW,2,24,2000.0
,Lewis Hall,ENG,DF,1,20,2004.0
,Ali Al Hamadi,IRQ,FW,2,22,2002.0
,Marcus Harness,ENG,MF,1,28,1996.0
,Jack Harrison,ENG,FW,2,27,1996.0
,Taylor Harwood-Bellis,ENG,DF,3,22,2002.0
,Kai Havertz,GER,FW,1,25,1999.0
,Jan Paul van Hecke,NED,DF,2,24,2000.0
,Hwang Hee-chan,KOR,"FW,MF",2,28,1996.0
,Dean Henderson,ENG,GK,2,27,1997.0
,Mads Hermansen,DEN,GK,1,24,2000.0
,Son Heung-min,KOR,FW,3,32,1992.0
,Jack Hinshelwood,ENG,DF,2,19,2005.0
,George Hirst,ENG,FW,2,25,1999.0
,Mason Holgate,ENG,"FW,DF",1,27,1996.0
,Callum Hudson-Odoi,ENG,FW,2,23,2000.0
,Will Hughes,ENG,MF,3,29,1995.0
,Dean Huijsen,ESP,DF,2,19,2005.0
,Omari Hutchinson,ENG,"MF,FW",3,20,2003.0
,Danny Ings,ENG,"MF,FW",2,32,1992.0
,Tim Iroegbunam,ENG,MF,3,21,2003.0
,Alexander Isak,SWE,FW,2,24,1999.0
,Alex Iwobi,NGA,FW,2,28,1996.0
,Nicolas Jackson,SEN,FW,3,23,2001.0
,Vitaly Janelt,GER,"MF,DF",3,26,1998.0
,Daniel Jebbison,ENG,FW,2,21,2003.0
,Mathias Jensen,DEN,MF,1,28,1996.0
,Gabriel Jesus,BRA,FW,2,27,1997.0
,Raúl Jiménez,MEX,FW,3,33,1991.0
,João Pedro,BRA,"MF,FW",2,22,2001.0
,Joelinton,BRA,MF,2,28,1996.0
,Ben Johnson,ENG,"DF,FW",2,24,2000.0
,Brennan Johnson,WAL,FW,2,23,2001.0
,Sam Johnstone,ENG,GK,3,31,1993.0
,Curtis Jones,ENG,MF,2,23,2001.0
,Jorginho,ITA,MF,2,32,1991.0
,Diogo Jota,POR,FW,2,27,1996.0
,James Justin,ENG,DF,2,26,1998.0
,Ferdi Kadioglu,TUR,DF,2,24,1999.0
,Daichi Kamada,JPN,"MF,FW",2,28,1996.0
,Michael Keane,ENG,DF,1,31,1993.0
,Lloyd Kelly,ENG,DF,1,25,1998.0
,Milos Kerkez,HUN,DF,3,20,2003.0
,Bilal El Khannouss,MAR,MF,2,20,2004.0
,Max Kilman,ENG,DF,1,27,1997.0
,Justin Kluivert,NED,"MF,FW",1,25,1999.0
,Ibrahima Konaté,FRA,DF,2,25,1999.0
,Ezri Konsa,ENG,DF,2,26,1997.0
,Mateo Kovačić,CRO,MF,1,30,1994.0
,Emil Krafth,SWE,DF,2,30,1994.0
,Mohammed Kudus,GHA,"FW,MF",3,24,2000.0
,Dejan Kulusevski,SWE,"MF,FW",2,24,2000.0
,Maxence Lacroix,FRA,DF,1,24,2000.0
,Adam Lallana,ENG,MF,2,36,1988.0
,Roméo Lavia,BEL,MF,3,20,2004.0
,Mario Lemina,GAB,"MF,FW",1,31,1993.0
,Bernd Leno,GER,GK,2,32,1992.0
,Jefferson Lerma,COL,MF,2,29,1994.0
,Rico Lewis,ENG,"MF,DF",3,19,2004.0
,Keane Lewis-Potter,ENG,"DF,MF",1,23,2001.0
,Matthijs de Ligt,NED,DF,1,25,1999.0
,Jesper Lindstrøm,DEN,"FW,MF",2,24,2000.0
,Valentino Livramento,ENG,DF,3,21,2002.0
,Sean Longstaff,ENG,MF,3,26,1997.0
,Saša Lukić,SRB,MF,3,28,1996.0
,Massimo Luongo,AUS,MF,1,31,1992.0
,Ian Maatsen,NED,"DF,MF",2,22,2002.0
,Alexis Mac Allister,ARG,MF,2,25,1998.0
,James Maddison,ENG,MF,2,27,1996.0
,Noni Madueke,ENG,FW,3,22,2002.0
,Gabriel Magalhães,BRA,DF,2,26,1997.0
,Harry Maguire,ENG,DF,2,31,1993.0
,Kobbie Mainoo,ENG,MF,1,19,2005.0
,Gabriel Martinelli,BRA,"FW,MF",2,23,2001.0
,Emiliano Martínez,ARG,GK,2,32,1992.0
,Lisandro Martínez,ARG,DF,1,26,1998.0
,Pape Matar Sarr,SEN,MF,3,22,2002.0
,Jean-Philippe Mateta,FRA,FW,2,27,1997.0
,Stephy Mavididi,ENG,"FW,MF",3,26,1998.0
,Konstantinos Mavropanos,GRE,DF,1,26,1997.0
,Noussair Mazraoui,MAR,DF,3,26,1997.0
,Bryan Mbeumo,CMR,FW,2,25,1999.0
,James Mcatee,ENG,FW,2,21,2002.0
,Kasey McAteer,IRL,"FW,MF",1,22,2001.0
,Alex McCarthy,ENG,GK,2,34,1989.0
,John McGinn,SCO,"MF,FW",2,29,1994.0
,Dwight McNeil,ENG,"MF,FW",2,24,1999.0
,Scott McTominay,SCO,MF,3,27,1996.0
,Ben Mee,ENG,DF,2,34,1989.0
,Nikola Milenković,SRB,DF,3,26,1997.0
,James Milner,ENG,MF,2,38,1986.0
,Yankuba Minteh,GAM,"FW,MF",,20,2004.0
,Tyrick Mitchell,ENG,DF,3,25,1999.0
,Kaoru Mitoma,JPN,"FW,MF",1,27,1997.0
,Morato,BRA,DF,3,23,2001.0
,Álex Moreno,ESP,DF,,31,1993.0
,Sam Morsy,EGY,MF,3,33,1991.0
,Yerson Mosquera,COL,DF,,23,2001.0
,Mason Mount,ENG,MF,1,25,1999.0
,Mykhailo Mudryk,UKR,FW,3,23,2001.0
,Rodrigo Muniz,BRA,FW,3,23,2001.0
,Daniel Muñoz,COL,DF,2,28,1996.0
,Arijanet Muric,KVX,GK,2,25,1998.0
,Murillo,BRA,DF,3,22,2002.0
,Jacob Murphy,ENG,FW,2,29,1995.0
,Vitaliy Mykolenko,UKR,DF,3,25,1999.0
,Iliman Ndiaye,SEN,"FW,MF",2,24,2000.0
,Wilfred Ndidi,NGA,MF,3,27,1996.0
,Kosta Nedeljković,SRB,DF,1,18,2005.0
,Reiss Nelson,ENG,FW,3,24,1999.0
,Neto,BRA,GK,3,35,1989.0
,Pedro Neto,POR,FW,3,24,2000.0
,Eddie Nketiah,ENG,MF,2,25,1999.0
,Christopher Nkunku,FRA,FW,2,26,1997.0
,Matheus Nunes,POR,"FW,MF",1,26,1998.0
,Darwin Núñez,URU,FW,2,25,1999.0
,Ethan Nwaneri,ENG,FW,2,17,2007.0
,Christian Nørgaard,DEN,MF,2,30,1994.0
,Jake O'Brien,IRL,DF,2,23,2001.0
,Dara O'Shea,IRL,DF,2,25,1999.0
,Wilson Odobert,FRA,FW,3,19,2004.0
,Chiedozie Ogbene,IRL,FW,2,27,1997.0
,Caleb Okoli,ITA,DF,2,23,2001.0
,Amadou Onana,BEL,MF,2,23,2001.0
,André Onana,CMR,GK,2,28,1996.0
,Dango Ouattara,BFA,"FW,DF",2,22,2002.0
,Cole Palmer,ENG,"MF,FW",2,22,2002.0
,Emerson Palmieri,ITA,DF,2,30,1994.0
,Lucas Paquetá,BRA,MF,1,27,1997.0
,Thomas Partey,GHA,MF,3,31,1993.0
,Andreas Pereira,BRA,MF,2,28,1996.0
,Kalvin Phillips,ENG,MF,1,28,1995.0
,Jaden Philogene Bidace,ENG,FW,2,22,2002.0
,Jordan Pickford,ENG,GK,2,30,1994.0
,Ethan Pinnock,JAM,DF,2,31,1993.0
,Daniel Podence,POR,"MF,FW",2,28,1995.0
,Nick Pope,ENG,GK,3,32,1992.0
,Pedro Porro,ESP,DF,3,25,1999.0
,Jarell Quansah,ENG,DF,2,21,2003.0
,Aaron Ramsdale,ENG,GK,,26,1998.0
,Jacob Ramsey,ENG,"FW,MF",2,23,2001.0
,Marcus Rashford,ENG,FW,1,26,1997.0
,David Raya,ESP,GK,2,29,1995.0
,Harrison Reed,ENG,MF,2,29,1995.0
,Bobby Reid,JAM,FW,2,31,1993.0
,Chadi Riad,MAR,DF,2,21,2003.0
,Declan Rice,ENG,MF,2,25,1999.0
,Chris Richards,USA,DF,2,24,2000.0
,Richarlison,BRA,"FW,MF",3,27,1997.0
,Andrew Robertson,SCO,DF,2,30,1994.0
,Antonee Robinson,USA,DF,2,27,1997.0
,Guido Rodríguez,ARG,MF,2,30,1994.0
,Mads Roerslev,DEN,DF,1,25,1999.0
,Morgan Rogers,ENG,"FW,MF",3,22,2002.0
,Cristian Romero,ARG,DF,2,26,1998.0
,Georginio Rutter,FRA,FW,2,22,2002.0
,José Sá,POR,GK,2,31,1993.0
,Bukayo Saka,ENG,"FW,MF",2,23,2001.0
,Mohamed Salah,EGY,FW,3,32,1992.0
,William Saliba,FRA,DF,3,23,2001.0
,Robert Sánchez,ESP,GK,3,26,1997.0
,Jadon Sancho,ENG,FW,2,24,2000.0
,Ibrahim Sangaré,CIV,MF,2,26,1997.0
,Pablo Sarabia,ESP,"FW,MF",3,32,1992.0
,Jeremy Sarmiento,ECU,MF,2,22,2002.0
,Ismaila Sarr,SEN,"MF,FW",2,26,1998.0
,Sávio,BRA,FW,3,20,2004.0
,Kevin Schade,GER,FW,1,22,2001.0
,Fabian Schär,SUI,DF,2,32,1991.0
,Jeffrey Schlupp,GHA,"DF,MF",2,31,1992.0
,Alex Scott,ENG,MF,2,21,2003.0
,Matz Sels,BEL,GK,1,32,1992.0
,Nélson Semedo,POR,DF,3,30,1993.0
,Antoine Semenyo,GHA,FW,2,24,2000.0
,Marcos Senesi,ARG,DF,1,27,1997.0
,Bernardo Silva,POR,"MF,FW",2,30,1994.0
,Jota Silva,POR,"MF,FW",2,25,1999.0
,Luis Sinisterra,COL,FW,1,25,1999.0
,Oliver Skipp,ENG,"MF,FW",3,24,2000.0
,William Smallbone,IRL,MF,3,24,2000.0
,Adam Smith,ENG,DF,2,33,1991.0
,Emile Smith Rowe,ENG,MF,2,24,2000.0
,Dominic Solanke,ENG,FW,2,27,1997.0
,Carlos Soler,ESP,MF,2,27,1997.0
,Ramón Sosa,PAR,FW,3,25,1999.0
,Tomáš Souček,CZE,MF,3,29,1995.0
,Boubakary Soumaré,FRA,MF,2,25,1999.0
,Djed Spence,ENG,DF,2,24,2000.0
,Jay Stansfield,ENG,MF,2,21,2002.0
,Jason Steele,ENG,GK,2,34,1990.0
,Jack Stephens,ENG,DF,2,30,1994.0
,Raheem Sterling,ENG,FW,3,29,1994.0
,Ross Stewart,SCO,FW,3,28,1996.0
,John Stones,ENG,"DF,MF",2,30,1994.0
,Jørgen Strand Larsen,NOR,FW,1,24,2000.0
,Yukinari Sugawara,JPN,DF,,24,2000.0
,Crysencio Summerville,NED,"FW,MF",2,22,2001.0
,Sammie Szmodics,IRL,"FW,MF",3,28,1995.0
,Dominik Szoboszlai,HUN,MF,2,23,2000.0
,James Tarkowski,ENG,DF,2,31,1992.0
,Marcus Tavernier,ENG,"FW,MF",1,25,1999.0
,Charlie Taylor,ENG,"DF,MF",2,31,1993.0
,Jack Taylor,IRL,MF,2,26,1998.0
,Kenny Tete,NED,DF,1,28,1995.0
,Youri Tielemans,BEL,MF,,27,1997.0
,Jurriën Timber,NED,DF,1,23,2001.0
,Jean-Clair Todibo,FRA,DF,2,24,1999.0
,Harry Toffolo,ENG,DF,2,29,1995.0
,Sandro Tonali,ITA,MF,3,24,2000.0
,Pau Torres,ESP,DF,3,27,1997.0
,Adama Traoré,ESP,FW,2,28,1996.0
,Mark Travers,IRL,GK,1,25,1999.0
,Kieran Trippier,ENG,"DF,MF",1,33,1990.0
,Leandro Trossard,BEL,FW,1,29,1994.0
,Kostas Tsimikas,GRE,DF,1,28,1996.0
,Axel Tuanzebe,COD,DF,2,26,1997.0
,Destiny Udogie,ITA,DF,2,21,2002.0
,Manuel Ugarte Ribeiro,URU,MF,1,23,2001.0
,Lesley Ugochukwu,FRA,MF,1,20,2004.0
,Enes Ünal,TUR,FW,2,27,1997.0
,Virgil van Dijk,NED,DF,3,33,1991.0
,Jamie Vardy,ENG,FW,2,37,1987.0
,Renato Veiga,POR,"MF,DF",3,21,2003.0
,Joël Veltman,NED,DF,2,32,1992.0
,Micky van de Ven,NED,DF,3,23,2001.0
,Bart Verbruggen,NED,GK,2,22,2002.0
,Jannik Vestergaard,DEN,DF,2,32,1992.0
,Guglielmo Vicario,ITA,GK,2,27,1996.0
,Kyle Walker,ENG,DF,1,34,1990.0
,Kyle Walker-Peters,ENG,DF,1,27,1997.0
,Christian Walton,ENG,GK,2,28,1995.0
,Aaron Wan-Bissaka,ENG,DF,,26,1997.0
,James Ward-Prowse,ENG,MF,2,29,1994.0
,Ollie Watkins,ENG,FW,3,28,1995.0
,Adam Webster,ENG,DF,2,29,1995.0
,Danny Welbeck,ENG,FW,2,33,1990.0
,Timo Werner,GER,"FW,MF",3,28,1996.0
,Adam Wharton,ENG,MF,2,20,2004.0
,Ben White,ENG,DF,2,26,1997.0
,Mats Wieffer,NED,MF,1,24,1999.0
,Neco Williams,WAL,DF,3,23,2001.0
,Joe Willock,ENG,MF,2,25,1999.0
,Harry Wilson,WAL,FW,2,27,1997.0
,Harry Winks,ENG,MF,2,28,1996.0
,Yoane Wissa,COD,FW,,28,1996.0
,Chris Wood,NZL,FW,2,32,1991.0
,Luke Woolfenden,ENG,DF,1,25,1998.0
